COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST - Republican,BALLOTS CAST BLANK,"REP United States Representative, District 32","REP United States Representative, District 32","REP United States Representative, District 32","REP United States Representative, District 32",REP Attorney General,REP Attorney General,REP Attorney General,REP Attorney General,REP Commissioner of the General Land Office,REP Commissioner of the General Land Office,REP Commissioner of the General Land Office,REP Commissioner of the General Land Office,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,"REP State Representative, District 61","REP State Representative, District 61","REP State Representative, District 61","REP State Representative, District 61","REP State Representative, District 70","REP State Representative, District 70","REP State Representative, District 70","REP State Representative, District 70","REP Judge, County Court at Law No. 5","REP Judge, County Court at Law No. 5","REP Judge, County Court at Law No. 5","REP Judge, County Court at Law No. 5",REP District Clerk,REP District Clerk,REP District Clerk,REP District Clerk,"REP Constable, Precinct 1","REP Constable, Precinct 1","REP Constable, Precinct 1","REP Constable, Precinct 1","REP Precinct Chair, Precinct 21","REP Precinct Chair, Precinct 21","REP Precinct Chair, Precinct 21","REP Precinct Chair, Precinct 21","REP Precinct Chair, Precinct 30","REP Precinct Chair, Precinct 30","REP Precinct Chair, Precinct 30","REP Precinct Chair, Precinct 30","REP Precinct Chair, Precinct 36","REP Precinct Chair, Precinct 36","REP Precinct Chair, Precinct 36","REP Precinct Chair, Precinct 36","REP Precinct Chair, Precinct 75","REP Precinct Chair, Precinct 75","REP Precinct Chair, Precinct 75","REP Precinct Chair, Precinct 75","REP Precinct Chair, Precinct 81","REP Precinct Chair, Precinct 81","REP Precinct Chair, Precinct 81","REP Precinct Chair, Precinct 81","REP Precinct Chair, Precinct 92","REP Precinct Chair, Precinct 92","REP Precinct Chair, Precinct 92","REP Precinct Chair, Precinct 92","REP Precinct Chair, Precinct 95","REP Precinct Chair, Precinct 95","REP Precinct Chair, Precinct 95","REP Precinct Chair, Precinct 95","REP Precinct Chair, Precinct 126","REP Precinct Chair, Precinct 126","REP Precinct Chair, Precinct 126","REP Precinct Chair, Precinct 126","REP Precinct Chair, Precinct 128","REP Precinct Chair, Precinct 128","REP Precinct Chair, Precinct 128","REP Precinct Chair, Precinct 128","REP Precinct Chair, Precinct 128","REP Precinct Chair, Precinct 132","REP Precinct Chair, Precinct 132","REP Precinct Chair, Precinct 132","REP Precinct Chair, Precinct 132","REP Precinct Chair, Precinct 140","REP Precinct Chair, Precinct 140","REP Precinct Chair, Precinct 140","REP Precinct Chair, Precinct 140","REP Precinct Chair, Precinct 142","REP Precinct Chair, Precinct 142","REP Precinct Chair, Precinct 142","REP Precinct Chair, Precinct 142","REP Precinct Chair, Precinct 168","REP Precinct Chair, Precinct 168","REP Precinct Chair, Precinct 168","REP Precinct Chair, Precinct 168","REP Precinct Chair, Precinct 177","REP Precinct Chair, Precinct 177","REP Precinct Chair, Precinct 177","REP Precinct Chair, Precinct 177","REP Precinct Chair, Precinct 177","REP Precinct Chair, Precinct 207","REP Precinct Chair, Precinct 207","REP Precinct Chair, Precinct 207","REP Precinct Chair, Precinct 207","REP Precinct Chair, Precinct 207","REP Precinct Chair, Precinct 211","REP Precinct Chair, Precinct 211","REP Precinct Chair, Precinct 211","REP Precinct Chair, Precinct 211",
COLN,0002,PCT 002,4484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0002,PCT 002,4484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0003,PCT 003,2777,63,33,0,0,0,0,0,7,23,0,3,5,19,0,9,9,15,0,9,0,0,0,0,0,0,0,0,14,10,0,9,17,9,0,7,17,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0003,PCT 003,2777,60,26,0,0,0,0,0,14,7,0,5,3,14,0,9,8,10,0,8,0,0,0,0,0,0,0,0,10,7,0,9,7,10,0,9,19,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0003,PCT 003,2777,6,3,0,0,0,0,0,1,2,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0003,PCT 003,2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0003,PCT 003,2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0004,PCT 004,2907,106,86,0,0,0,0,0,18,64,0,4,17,58,0,11,16,62,0,8,0,0,0,0,0,0,0,0,40,33,0,13,49,20,0,17,25,49,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0004,PCT 004,2907,102,84,0,0,0,0,0,22,60,0,2,11,59,0,14,28,43,0,13,0,0,0,0,0,0,0,0,44,29,0,11,42,30,0,12,25,49,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0004,PCT 004,2907,13,9,0,0,0,0,0,7,2,0,0,5,3,0,1,3,5,0,1,0,0,0,0,0,0,0,0,6,2,0,1,7,1,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0004,PCT 004,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0004,PCT 004,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0005,PCT 005,1006,52,39,0,0,0,0,0,11,28,0,0,11,24,0,4,19,17,0,3,0,0,0,0,0,0,0,0,24,9,0,6,16,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0005,PCT 005,1006,45,38,0,0,0,0,0,10,28,0,0,3,34,0,1,11,26,0,1,0,0,0,0,0,0,0,0,15,20,0,3,22,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0005,PCT 005,1006,22,15,0,0,0,0,0,13,2,0,0,10,4,0,1,4,9,0,2,0,0,0,0,0,0,0,0,7,7,0,1,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0005,PCT 005,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0005,PCT 005,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0006,PCT 006,1589,40,23,1,0,0,0,0,6,17,0,0,4,13,0,6,8,14,0,1,0,0,0,0,0,0,0,0,6,13,0,4,11,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0006,PCT 006,1589,20,17,0,0,0,0,0,11,6,0,0,7,9,0,1,7,10,0,0,0,0,0,0,0,0,0,0,7,9,0,1,7,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0006,PCT 006,1589,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0006,PCT 006,1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0006,PCT 006,1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0007,PCT 007,1537,58,35,0,0,0,0,0,9,26,0,0,6,28,0,1,10,24,0,1,0,0,0,0,0,0,0,0,17,18,0,0,19,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0007,PCT 007,1537,65,40,0,0,0,0,0,13,27,0,0,10,27,0,3,14,24,0,2,0,0,0,0,0,0,0,0,20,13,0,7,23,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0007,PCT 007,1537,15,7,0,0,0,0,0,4,3,0,0,1,5,0,1,6,0,0,1,0,0,0,0,0,0,0,0,2,4,0,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0007,PCT 007,1537,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0007,PCT 007,1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0008,PCT 008,3420,96,89,0,0,0,0,0,15,73,0,1,27,60,0,2,35,53,0,1,0,0,0,0,0,0,0,0,59,25,0,5,52,30,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0008,PCT 008,3420,73,56,0,0,0,0,0,10,46,0,0,15,38,0,3,22,30,0,4,0,0,0,0,0,0,0,0,23,24,0,9,26,22,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0008,PCT 008,3420,24,14,0,0,0,0,0,3,11,0,0,9,2,0,3,0,13,0,1,0,0,0,0,0,0,0,0,9,1,0,4,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0008,PCT 008,3420,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0008,PCT 008,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0009,PCT 009,3232,105,91,0,0,0,0,0,22,69,0,0,18,66,0,7,28,61,0,2,0,0,0,0,0,0,0,0,39,42,0,10,50,29,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
