political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,party_code,candidate_name,early_votes,election_votes
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,68 - BS2,2543,Commissioner of the General Land Office,DEM,Sandragrace Martinez,22,13
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,69 - BS2,2431,Lieutenant Governor,DEM,Mike Collier,24,26
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,69 - BS2,2431,Lieutenant Governor,DEM,Michelle Beckley,8,16
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,69 - BS2,2431,Attorney General,DEM,Joe Jaworski,21,18
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,69 - BS2,2431,Attorney General,DEM,Rochelle Mercedes Garza,12,23
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,69 - BS2,2431,Comptroller of Public Accounts,DEM,Janet T. Dudding,21,24
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,69 - BS2,2431,Comptroller of Public Accounts,DEM,Angel Luis Vega,9,17
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,69 - BS2,2431,Commissioner of the General Land Office,DEM,Jay Kleberg,18,24
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,69 - BS2,2431,Commissioner of the General Land Office,DEM,Sandragrace Martinez,14,18
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,70 - BS2,3810,Lieutenant Governor,DEM,Mike Collier,23,31
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,70 - BS2,3810,Lieutenant Governor,DEM,Michelle Beckley,24,21
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,70 - BS2,3810,Attorney General,DEM,Joe Jaworski,21,22
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,70 - BS2,3810,Attorney General,DEM,Rochelle Mercedes Garza,26,30
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,70 - BS2,3810,Comptroller of Public Accounts,DEM,Janet T. Dudding,37,30
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,70 - BS2,3810,Comptroller of Public Accounts,DEM,Angel Luis Vega,10,22
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,70 - BS2,3810,Commissioner of the General Land Office,DEM,Jay Kleberg,27,29
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,70 - BS2,3810,Commissioner of the General Land Office,DEM,Sandragrace Martinez,20,21
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,71 - BS2,1459,Lieutenant Governor,DEM,Mike Collier,8,4
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,71 - BS2,1459,Lieutenant Governor,DEM,Michelle Beckley,10,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,71 - BS2,1459,Attorney General,DEM,Joe Jaworski,9,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,71 - BS2,1459,Attorney General,DEM,Rochelle Mercedes Garza,9,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,71 - BS2,1459,Comptroller of Public Accounts,DEM,Janet T. Dudding,10,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,71 - BS2,1459,Comptroller of Public Accounts,DEM,Angel Luis Vega,8,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,71 - BS2,1459,Commissioner of the General Land Office,DEM,Jay Kleberg,7,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,71 - BS2,1459,Commissioner of the General Land Office,DEM,Sandragrace Martinez,11,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,72 - BS2,2489,Lieutenant Governor,DEM,Mike Collier,24,15
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,72 - BS2,2489,Lieutenant Governor,DEM,Michelle Beckley,13,11
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,72 - BS2,2489,Attorney General,DEM,Joe Jaworski,11,11
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,72 - BS2,2489,Attorney General,DEM,Rochelle Mercedes Garza,26,15
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,72 - BS2,2489,Comptroller of Public Accounts,DEM,Janet T. Dudding,29,19
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,72 - BS2,2489,Comptroller of Public Accounts,DEM,Angel Luis Vega,8,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,72 - BS2,2489,Commissioner of the General Land Office,DEM,Jay Kleberg,30,15
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,72 - BS2,2489,Commissioner of the General Land Office,DEM,Sandragrace Martinez,7,10
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,73 - BS4,1464,Lieutenant Governor,DEM,Mike Collier,8,8
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,73 - BS4,1464,Lieutenant Governor,DEM,Michelle Beckley,6,15
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,73 - BS4,1464,Attorney General,DEM,Joe Jaworski,7,4
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,73 - BS4,1464,Attorney General,DEM,Rochelle Mercedes Garza,7,19
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,73 - BS4,1464,Comptroller of Public Accounts,DEM,Janet T. Dudding,12,12
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,73 - BS4,1464,Comptroller of Public Accounts,DEM,Angel Luis Vega,2,11
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,73 - BS4,1464,Commissioner of the General Land Office,DEM,Jay Kleberg,11,11
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,73 - BS4,1464,Commissioner of the General Land Office,DEM,Sandragrace Martinez,3,12
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,74 - BS3,344,Lieutenant Governor,DEM,Mike Collier,2,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,74 - BS3,344,Lieutenant Governor,DEM,Michelle Beckley,1,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,74 - BS3,344,Attorney General,DEM,Joe Jaworski,2,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,74 - BS3,344,Attorney General,DEM,Rochelle Mercedes Garza,1,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,74 - BS3,344,Comptroller of Public Accounts,DEM,Janet T. Dudding,2,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,74 - BS3,344,Comptroller of Public Accounts,DEM,Angel Luis Vega,1,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,74 - BS3,344,Commissioner of the General Land Office,DEM,Jay Kleberg,1,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,74 - BS3,344,Commissioner of the General Land Office,DEM,Sandragrace Martinez,2,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,75 - BS3,3324,Lieutenant Governor,DEM,Mike Collier,12,4
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,75 - BS3,3324,Lieutenant Governor,DEM,Michelle Beckley,4,4
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,75 - BS3,3324,Attorney General,DEM,Joe Jaworski,11,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,75 - BS3,3324,Attorney General,DEM,Rochelle Mercedes Garza,5,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,75 - BS3,3324,Comptroller of Public Accounts,DEM,Janet T. Dudding,12,4
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,75 - BS3,3324,Comptroller of Public Accounts,DEM,Angel Luis Vega,3,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,75 - BS3,3324,Commissioner of the General Land Office,DEM,Jay Kleberg,10,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,75 - BS3,3324,Commissioner of the General Land Office,DEM,Sandragrace Martinez,6,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,76 - BS3,1580,Lieutenant Governor,DEM,Mike Collier,7,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,76 - BS3,1580,Lieutenant Governor,DEM,Michelle Beckley,6,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,76 - BS3,1580,Attorney General,DEM,Joe Jaworski,6,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,76 - BS3,1580,Attorney General,DEM,Rochelle Mercedes Garza,7,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,76 - BS3,1580,Comptroller of Public Accounts,DEM,Janet T. Dudding,11,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,76 - BS3,1580,Comptroller of Public Accounts,DEM,Angel Luis Vega,2,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,76 - BS3,1580,Commissioner of the General Land Office,DEM,Jay Kleberg,11,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,76 - BS3,1580,Commissioner of the General Land Office,DEM,Sandragrace Martinez,2,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,77 - BS4,4277,Lieutenant Governor,DEM,Mike Collier,18,9
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,77 - BS4,4277,Lieutenant Governor,DEM,Michelle Beckley,20,13
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,77 - BS4,4277,Attorney General,DEM,Joe Jaworski,26,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,77 - BS4,4277,Attorney General,DEM,Rochelle Mercedes Garza,13,16
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,77 - BS4,4277,Comptroller of Public Accounts,DEM,Janet T. Dudding,25,14
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,77 - BS4,4277,Comptroller of Public Accounts,DEM,Angel Luis Vega,12,8
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,77 - BS4,4277,Commissioner of the General Land Office,DEM,Jay Kleberg,18,8
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,77 - BS4,4277,Commissioner of the General Land Office,DEM,Sandragrace Martinez,19,14
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,78 - BS4,1894,Lieutenant Governor,DEM,Mike Collier,11,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,78 - BS4,1894,Lieutenant Governor,DEM,Michelle Beckley,10,4
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,78 - BS4,1894,Attorney General,DEM,Joe Jaworski,11,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,78 - BS4,1894,Attorney General,DEM,Rochelle Mercedes Garza,10,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,78 - BS4,1894,Comptroller of Public Accounts,DEM,Janet T. Dudding,18,4
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,78 - BS4,1894,Comptroller of Public Accounts,DEM,Angel Luis Vega,3,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,78 - BS4,1894,Commissioner of the General Land Office,DEM,Jay Kleberg,13,4
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,78 - BS4,1894,Commissioner of the General Land Office,DEM,Sandragrace Martinez,8,1
