political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,Candidate name,party code,early_votes,election_votes
Brazos County,5/24/2022,Primary Runoff,,,2,2561,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,15,7
Brazos County,5/24/2022,Primary Runoff,1,,2,2561,RAILROAD COMMISSIONER,Wayne Christian,REP,98,79
Brazos County,5/24/2022,Primary Runoff,1,,2,2561,RAILROAD COMMISSIONER,Sarah Stogner,REP,36,52
Brazos County,5/24/2022,Primary Runoff,1,,2,2561,"STATE REPRESENTATIVE, DISTRICT 12",Kyle Kacal,REP,96,103
Brazos County,5/24/2022,Primary Runoff,1,,2,2561,"STATE REPRESENTATIVE, DISTRICT 12",Ben Bius,REP,47,35
Brazos County,5/24/2022,Primary Runoff,1,,2,2561,DISTRICT CLERK,Gabriel Garcia,REP,77,70
Brazos County,5/24/2022,Primary Runoff,1,,2,2561,DISTRICT CLERK,Margaret Meece,REP,62,63
Brazos County,5/24/2022,Primary Runoff,,,3,1029,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,23,4
Brazos County,5/24/2022,Primary Runoff,,,3,1029,LIEUTENANT GOVERNOR,Mike Collier,DEM,11,5
Brazos County,5/24/2022,Primary Runoff,,,3,1029,ATTORNEY GENERAL,Ken Paxton,REP,30,33
Brazos County,5/24/2022,Primary Runoff,,,3,1029,ATTORNEY GENERAL,George P. Bush,REP,8,9
Brazos County,5/24/2022,Primary Runoff,,,3,1029,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,32,5
Brazos County,5/24/2022,Primary Runoff,,,3,1029,ATTORNEY GENERAL,Joe Jaworski,DEM,4,4
Brazos County,5/24/2022,Primary Runoff,,,3,1029,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,22,7
Brazos County,5/24/2022,Primary Runoff,,,3,1029,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,13,2
Brazos County,5/24/2022,Primary Runoff,,,3,1029,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,15,13
Brazos County,5/24/2022,Primary Runoff,,,3,1029,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,22,27
Brazos County,5/24/2022,Primary Runoff,,,3,1029,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,26,7
Brazos County,5/24/2022,Primary Runoff,,,3,1029,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,8,2
Brazos County,5/24/2022,Primary Runoff,,,3,1029,RAILROAD COMMISSIONER,Wayne Christian,REP,21,25
Brazos County,5/24/2022,Primary Runoff,,,3,1029,RAILROAD COMMISSIONER,Sarah Stogner,REP,15,15
Brazos County,5/24/2022,Primary Runoff,,,3,1029,DISTRICT CLERK,Gabriel Garcia,REP,18,21
Brazos County,5/24/2022,Primary Runoff,,,3,1029,DISTRICT CLERK,Margaret Meece,REP,20,21
Brazos County,5/24/2022,Primary Runoff,,,3,1029,"COUNTY COMMISSIONER, PRECINCT 4",Prentiss E Madison Sr,DEM,26,3
Brazos County,5/24/2022,Primary Runoff,,,3,1029,"COUNTY COMMISSIONER, PRECINCT 4",Wanda J Watson,DEM,10,6
Brazos County,5/24/2022,Primary Runoff,,,3,1029,"JUSTICE OF THE PEACE, PRECINCT 4",Darrell Booker,DEM,26,3
Brazos County,5/24/2022,Primary Runoff,,,3,1029,"JUSTICE OF THE PEACE, PRECINCT 4",Celina Vasquez,DEM,11,6
Brazos County,5/24/2022,Primary Runoff,,,4,1725,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,62,21
Brazos County,5/24/2022,Primary Runoff,,,4,1725,LIEUTENANT GOVERNOR,Mike Collier,DEM,51,17
Brazos County,5/24/2022,Primary Runoff,,,4,1725,ATTORNEY GENERAL,Ken Paxton,REP,5,2
Brazos County,5/24/2022,Primary Runoff,,,4,1725,ATTORNEY GENERAL,George P. Bush,REP,7,1
Brazos County,5/24/2022,Primary Runoff,,,4,1725,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,83,28
Brazos County,5/24/2022,Primary Runoff,,,4,1725,ATTORNEY GENERAL,Joe Jaworski,DEM,35,11
Brazos County,5/24/2022,Primary Runoff,,,4,1725,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,59,26
Brazos County,5/24/2022,Primary Runoff,,,4,1725,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,55,13
Brazos County,5/24/2022,Primary Runoff,,,4,1725,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,5,2
Brazos County,5/24/2022,Primary Runoff,,,4,1725,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,7,1
Brazos County,5/24/2022,Primary Runoff,,,4,1725,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,68,22
Brazos County,5/24/2022,Primary Runoff,,,4,1725,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,46,15
Brazos County,5/24/2022,Primary Runoff,,,4,1725,RAILROAD COMMISSIONER,Wayne Christian,REP,7,3
Brazos County,5/24/2022,Primary Runoff,,,4,1725,RAILROAD COMMISSIONER,Sarah Stogner,REP,4,0
Brazos County,5/24/2022,Primary Runoff,,,4,1725,"STATE REPRESENTATIVE, DISTRICT 12",Kyle Kacal,REP,5,2
Brazos County,5/24/2022,Primary Runoff,,,4,1725,"STATE REPRESENTATIVE, DISTRICT 12",Ben Bius,REP,7,1
Brazos County,5/24/2022,Primary Runoff,,,4,1725,DISTRICT CLERK,Gabriel Garcia,REP,9,2
Brazos County,5/24/2022,Primary Runoff,,,4,1725,DISTRICT CLERK,Margaret Meece,REP,3,1
Brazos County,5/24/2022,Primary Runoff,,,4,1725,"COUNTY COMMISSIONER, PRECINCT 4",Prentiss E Madison Sr,DEM,92,23
Brazos County,5/24/2022,Primary Runoff,,,4,1725,"COUNTY COMMISSIONER, PRECINCT 4",Wanda J Watson,DEM,36,17
Brazos County,5/24/2022,Primary Runoff,,,4,1725,"JUSTICE OF THE PEACE, PRECINCT 4",Darrell Booker,DEM,103,19
Brazos County,5/24/2022,Primary Runoff,,,4,1725,"JUSTICE OF THE PEACE, PRECINCT 4",Celina Vasquez,DEM,25,22
Brazos County,5/24/2022,Primary Runoff,,,5,1826,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,5,2
Brazos County,5/24/2022,Primary Runoff,,,5,1826,LIEUTENANT GOVERNOR,Mike Collier,DEM,0,2
Brazos County,5/24/2022,Primary Runoff,4,2,5,1826,ATTORNEY GENERAL,Ken Paxton,REP,141,70
Brazos County,5/24/2022,Primary Runoff,4,2,5,1826,ATTORNEY GENERAL,George P. Bush,REP,55,44
Brazos County,5/24/2022,Primary Runoff,,,5,1826,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,5,2
Brazos County,5/24/2022,Primary Runoff,,,5,1826,ATTORNEY GENERAL,Joe Jaworski,DEM,0,2
Brazos County,5/24/2022,Primary Runoff,,,5,1826,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,2,3
Brazos County,5/24/2022,Primary Runoff,,,5,1826,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,3,1
Brazos County,5/24/2022,Primary Runoff,4,2,5,1826,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,52,40
Brazos County,5/24/2022,Primary Runoff,4,2,5,1826,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,126,69
Brazos County,5/24/2022,Primary Runoff,,,5,1826,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,5,3
Brazos County,5/24/2022,Primary Runoff,,,5,1826,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,0,1
Brazos County,5/24/2022,Primary Runoff,4,2,5,1826,RAILROAD COMMISSIONER,Wayne Christian,REP,109,49
Brazos County,5/24/2022,Primary Runoff,4,2,5,1826,RAILROAD COMMISSIONER,Sarah Stogner,REP,77,61
Brazos County,5/24/2022,Primary Runoff,4,2,5,1826,DISTRICT CLERK,Gabriel Garcia,REP,116,65
Brazos County,5/24/2022,Primary Runoff,4,2,5,1826,DISTRICT CLERK,Margaret Meece,REP,78,44
Brazos County,5/24/2022,Primary Runoff,4,2,5,1826,"COUNTY COMMISSIONER, PRECINCT 2",Russ Ford,REP,97,62
Brazos County,5/24/2022,Primary Runoff,4,2,5,1826,"COUNTY COMMISSIONER, PRECINCT 2",Chuck Konderla,REP,100,52
Brazos County,5/24/2022,Primary Runoff,2,2,6,1056,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,1,4
Brazos County,5/24/2022,Primary Runoff,2,2,6,1056,LIEUTENANT GOVERNOR,Mike Collier,DEM,1,5
Brazos County,5/24/2022,Primary Runoff,,,6,1056,ATTORNEY GENERAL,Ken Paxton,REP,65,56
Brazos County,5/24/2022,Primary Runoff,,,6,1056,ATTORNEY GENERAL,George P. Bush,REP,33,24
Brazos County,5/24/2022,Primary Runoff,2,2,6,1056,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,1,6
Brazos County,5/24/2022,Primary Runoff,2,2,6,1056,ATTORNEY GENERAL,Joe Jaworski,DEM,1,3
Brazos County,5/24/2022,Primary Runoff,2,2,6,1056,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,2,9
Brazos County,5/24/2022,Primary Runoff,2,2,6,1056,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,0,0
Brazos County,5/24/2022,Primary Runoff,,,6,1056,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,31,25
Brazos County,5/24/2022,Primary Runoff,,,6,1056,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,61,46
Brazos County,5/24/2022,Primary Runoff,2,2,6,1056,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,1,5
Brazos County,5/24/2022,Primary Runoff,2,2,6,1056,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,1,4
Brazos County,5/24/2022,Primary Runoff,,,6,1056,RAILROAD COMMISSIONER,Wayne Christian,REP,64,47
Brazos County,5/24/2022,Primary Runoff,,,6,1056,RAILROAD COMMISSIONER,Sarah Stogner,REP,27,29
Brazos County,5/24/2022,Primary Runoff,,,6,1056,"STATE REPRESENTATIVE, DISTRICT 12",Kyle Kacal,REP,73,52
Brazos County,5/24/2022,Primary Runoff,,,6,1056,"STATE REPRESENTATIVE, DISTRICT 12",Ben Bius,REP,26,28
Brazos County,5/24/2022,Primary Runoff,,,6,1056,DISTRICT CLERK,Gabriel Garcia,REP,70,34
Brazos County,5/24/2022,Primary Runoff,,,6,1056,DISTRICT CLERK,Margaret Meece,REP,24,45
Brazos County,5/24/2022,Primary Runoff,,,6,1056,"COUNTY COMMISSIONER, PRECINCT 2",Russ Ford,REP,53,42
Brazos County,5/24/2022,Primary Runoff,,,6,1056,"COUNTY COMMISSIONER, PRECINCT 2",Chuck Konderla,REP,45,35
Brazos County,5/24/2022,Primary Runoff,,,7,1853,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,4,3
Brazos County,5/24/2022,Primary Runoff,,,7,1853,LIEUTENANT GOVERNOR,Mike Collier,DEM,10,1
Brazos County,5/24/2022,Primary Runoff,1,,7,1853,ATTORNEY GENERAL,Ken Paxton,REP,145,93
Brazos County,5/24/2022,Primary Runoff,1,,7,1853,ATTORNEY GENERAL,George P. Bush,REP,59,68
Brazos County,5/24/2022,Primary Runoff,,,7,1853,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,8,2
Brazos County,5/24/2022,Primary Runoff,,,7,1853,ATTORNEY GENERAL,Joe Jaworski,DEM,6,2
Brazos County,5/24/2022,Primary Runoff,,,7,1853,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,10,3
Brazos County,5/24/2022,Primary Runoff,,,7,1853,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,4,1
Brazos County,5/24/2022,Primary Runoff,1,,7,1853,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,79,69
Brazos County,5/24/2022,Primary Runoff,1,,7,1853,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,111,73
Brazos County,5/24/2022,Primary Runoff,,,7,1853,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,6,3
Brazos County,5/24/2022,Primary Runoff,,,7,1853,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,8,1
Brazos County,5/24/2022,Primary Runoff,1,,7,1853,RAILROAD COMMISSIONER,Wayne Christian,REP,134,75
Brazos County,5/24/2022,Primary Runoff,1,,7,1853,RAILROAD COMMISSIONER,Sarah Stogner,REP,58,70
Brazos County,5/24/2022,Primary Runoff,1,,7,1853,"STATE REPRESENTATIVE, DISTRICT 12",Kyle Kacal,REP,125,101
Brazos County,5/24/2022,Primary Runoff,1,,7,1853,"STATE REPRESENTATIVE, DISTRICT 12",Ben Bius,REP,79,57
Brazos County,5/24/2022,Primary Runoff,1,,7,1853,DISTRICT CLERK,Gabriel Garcia,REP,135,97
Brazos County,5/24/2022,Primary Runoff,1,,7,1853,DISTRICT CLERK,Margaret Meece,REP,70,55
Brazos County,5/24/2022,Primary Runoff,1,,7,1853,"COUNTY COMMISSIONER, PRECINCT 2",Russ Ford,REP,116,88
Brazos County,5/24/2022,Primary Runoff,1,,7,1853,"COUNTY COMMISSIONER, PRECINCT 2",Chuck Konderla,REP,90,70
Brazos County,5/24/2022,Primary Runoff,,,8,1683,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,3,6
Brazos County,5/24/2022,Primary Runoff,,,8,1683,LIEUTENANT GOVERNOR,Mike Collier,DEM,11,7
Brazos County,5/24/2022,Primary Runoff,,,8,1683,ATTORNEY GENERAL,Ken Paxton,REP,15,20
Brazos County,5/24/2022,Primary Runoff,,,8,1683,ATTORNEY GENERAL,George P. Bush,REP,13,19
Brazos County,5/24/2022,Primary Runoff,,,8,1683,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,3,5
Brazos County,5/24/2022,Primary Runoff,,,8,1683,ATTORNEY GENERAL,Joe Jaworski,DEM,11,7
Brazos County,5/24/2022,Primary Runoff,,,8,1683,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,13,12
Brazos County,5/24/2022,Primary Runoff,,,8,1683,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,1,1
Brazos County,5/24/2022,Primary Runoff,,,8,1683,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,15,15
Brazos County,5/24/2022,Primary Runoff,,,8,1683,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,13,16
Brazos County,5/24/2022,Primary Runoff,,,8,1683,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,4,5
Brazos County,5/24/2022,Primary Runoff,,,8,1683,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,10,7
Brazos County,5/24/2022,Primary Runoff,,,8,1683,RAILROAD COMMISSIONER,Wayne Christian,REP,18,20
Brazos County,5/24/2022,Primary Runoff,,,8,1683,RAILROAD COMMISSIONER,Sarah Stogner,REP,9,15
Brazos County,5/24/2022,Primary Runoff,,,8,1683,DISTRICT CLERK,Gabriel Garcia,REP,14,20
Brazos County,5/24/2022,Primary Runoff,,,8,1683,DISTRICT CLERK,Margaret Meece,REP,14,16
Brazos County,5/24/2022,Primary Runoff,,,9,1557,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,4,4
Brazos County,5/24/2022,Primary Runoff,,,9,1557,LIEUTENANT GOVERNOR,Mike Collier,DEM,7,7
Brazos County,5/24/2022,Primary Runoff,,,9,1557,ATTORNEY GENERAL,Ken Paxton,REP,16,20
Brazos County,5/24/2022,Primary Runoff,,,9,1557,ATTORNEY GENERAL,George P. Bush,REP,14,24
Brazos County,5/24/2022,Primary Runoff,,,9,1557,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,6,8
Brazos County,5/24/2022,Primary Runoff,,,9,1557,ATTORNEY GENERAL,Joe Jaworski,DEM,5,3
Brazos County,5/24/2022,Primary Runoff,,,9,1557,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,8,10
Brazos County,5/24/2022,Primary Runoff,,,9,1557,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,2,1
Brazos County,5/24/2022,Primary Runoff,,,9,1557,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,3,15
Brazos County,5/24/2022,Primary Runoff,,,9,1557,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,23,24
Brazos County,5/24/2022,Primary Runoff,,,9,1557,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,4,6
Brazos County,5/24/2022,Primary Runoff,,,9,1557,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,7,5
Brazos County,5/24/2022,Primary Runoff,,,9,1557,RAILROAD COMMISSIONER,Wayne Christian,REP,14,24
Brazos County,5/24/2022,Primary Runoff,,,9,1557,RAILROAD COMMISSIONER,Sarah Stogner,REP,15,15
Brazos County,5/24/2022,Primary Runoff,,,9,1557,DISTRICT CLERK,Gabriel Garcia,REP,17,24
Brazos County,5/24/2022,Primary Runoff,,,9,1557,DISTRICT CLERK,Margaret Meece,REP,12,17
Brazos County,5/24/2022,Primary Runoff,,,10,4121,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,9,16
Brazos County,5/24/2022,Primary Runoff,,,10,4121,LIEUTENANT GOVERNOR,Mike Collier,DEM,13,10
Brazos County,5/24/2022,Primary Runoff,,,10,4121,ATTORNEY GENERAL,Ken Paxton,REP,69,77
Brazos County,5/24/2022,Primary Runoff,,,10,4121,ATTORNEY GENERAL,George P. Bush,REP,41,45
Brazos County,5/24/2022,Primary Runoff,,,10,4121,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,11,16
Brazos County,5/24/2022,Primary Runoff,,,10,4121,ATTORNEY GENERAL,Joe Jaworski,DEM,11,9
Brazos County,5/24/2022,Primary Runoff,,,10,4121,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,21,18
Brazos County,5/24/2022,Primary Runoff,,,10,4121,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,1,7
Brazos County,5/24/2022,Primary Runoff,,,10,4121,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,37,33
Brazos County,5/24/2022,Primary Runoff,,,10,4121,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,69,80
Brazos County,5/24/2022,Primary Runoff,,,10,4121,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,9,12
Brazos County,5/24/2022,Primary Runoff,,,10,4121,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,13,14
Brazos County,5/24/2022,Primary Runoff,,,10,4121,RAILROAD COMMISSIONER,Wayne Christian,REP,65,69
Brazos County,5/24/2022,Primary Runoff,,,10,4121,RAILROAD COMMISSIONER,Sarah Stogner,REP,42,47
Brazos County,5/24/2022,Primary Runoff,,,10,4121,DISTRICT CLERK,Gabriel Garcia,REP,57,70
Brazos County,5/24/2022,Primary Runoff,,,10,4121,DISTRICT CLERK,Margaret Meece,REP,52,49
Brazos County,5/24/2022,Primary Runoff,,,11,2409,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,6,7
Brazos County,5/24/2022,Primary Runoff,,,11,2409,LIEUTENANT GOVERNOR,Mike Collier,DEM,8,5
Brazos County,5/24/2022,Primary Runoff,,,11,2409,ATTORNEY GENERAL,Ken Paxton,REP,13,15
Brazos County,5/24/2022,Primary Runoff,,,11,2409,ATTORNEY GENERAL,George P. Bush,REP,10,13
Brazos County,5/24/2022,Primary Runoff,,,11,2409,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,9,9
Brazos County,5/24/2022,Primary Runoff,,,11,2409,ATTORNEY GENERAL,Joe Jaworski,DEM,5,3
Brazos County,5/24/2022,Primary Runoff,,,11,2409,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,10,11
Brazos County,5/24/2022,Primary Runoff,,,11,2409,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,4,1
Brazos County,5/24/2022,Primary Runoff,,,11,2409,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,7,11
Brazos County,5/24/2022,Primary Runoff,,,11,2409,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,14,16
Brazos County,5/24/2022,Primary Runoff,,,11,2409,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,5,6
Brazos County,5/24/2022,Primary Runoff,,,11,2409,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,9,6
Brazos County,5/24/2022,Primary Runoff,,,11,2409,RAILROAD COMMISSIONER,Wayne Christian,REP,15,18
Brazos County,5/24/2022,Primary Runoff,,,11,2409,RAILROAD COMMISSIONER,Sarah Stogner,REP,8,10
Brazos County,5/24/2022,Primary Runoff,,,11,2409,DISTRICT CLERK,Gabriel Garcia,REP,11,17
Brazos County,5/24/2022,Primary Runoff,,,11,2409,DISTRICT CLERK,Margaret Meece,REP,10,11
Brazos County,5/24/2022,Primary Runoff,,,11,2409,"COUNTY COMMISSIONER, PRECINCT 2",Russ Ford,REP,14,15
Brazos County,5/24/2022,Primary Runoff,,,11,2409,"COUNTY COMMISSIONER, PRECINCT 2",Chuck Konderla,REP,8,14
Brazos County,5/24/2022,Primary Runoff,,,12,4186,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,16,19
Brazos County,5/24/2022,Primary Runoff,,,12,4186,LIEUTENANT GOVERNOR,Mike Collier,DEM,30,14
Brazos County,5/24/2022,Primary Runoff,,,12,4186,ATTORNEY GENERAL,Ken Paxton,REP,103,126
Brazos County,5/24/2022,Primary Runoff,,,12,4186,ATTORNEY GENERAL,George P. Bush,REP,66,92
Brazos County,5/24/2022,Primary Runoff,,,12,4186,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,19,20
Brazos County,5/24/2022,Primary Runoff,,,12,4186,ATTORNEY GENERAL,Joe Jaworski,DEM,28,13
Brazos County,5/24/2022,Primary Runoff,,,12,4186,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,41,28
Brazos County,5/24/2022,Primary Runoff,,,12,4186,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,6,6
Brazos County,5/24/2022,Primary Runoff,,,12,4186,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,51,70
Brazos County,5/24/2022,Primary Runoff,,,12,4186,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,103,130
Brazos County,5/24/2022,Primary Runoff,,,12,4186,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,13,17
Brazos County,5/24/2022,Primary Runoff,,,12,4186,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,34,16
Brazos County,5/24/2022,Primary Runoff,,,12,4186,RAILROAD COMMISSIONER,Wayne Christian,REP,102,116
Brazos County,5/24/2022,Primary Runoff,,,12,4186,RAILROAD COMMISSIONER,Sarah Stogner,REP,59,87
Brazos County,5/24/2022,Primary Runoff,,,12,4186,DISTRICT CLERK,Gabriel Garcia,REP,111,133
