,,,,,#FormatVersion 1,,,,,
Bandera County,24-May-22,Republican Runoff,0,0,102,2812,"Precinct Chairman, Precinct 102",Patricia Miller,87,81
Bandera County,24-May-22,Republican Runoff,0,0,203,2812,Attorney General,George P. Bush,42,35
Bandera County,24-May-22,Republican Runoff,0,0,203,2812,Attorney General,Ken Paxton,109,124
Bandera County,24-May-22,Republican Runoff,0,0,203,2812,Commissioner of the General Land Office,Tim Westley,33,34
Bandera County,24-May-22,Republican Runoff,0,0,203,2812,Commissioner of the General Land Office,Dawn Buckingham,117,121
Bandera County,24-May-22,Republican Runoff,0,0,203,2812,Railroad Commissioner,Wayne Christian,91,80
Bandera County,24-May-22,Republican Runoff,0,0,203,2812,Railroad Commissioner,Sarah Stogner,54,78
Bandera County,24-May-22,Republican Runoff,0,0,203,2404,"State Senator, District No. 24",Pete Flores,100,91
Bandera County,24-May-22,Republican Runoff,0,0,203,2404,"State Senator, District No. 24",Raul Reyes,50,65
Bandera County,24-May-22,Republican Runoff,0,0,203,2404,"Precinct Chairman, Precinct 203",Brandi Conover,90,91
Bandera County,24-May-22,Republican Runoff,0,0,203,2404,"Precinct Chairman, Precinct 203",Cheri Krieg,42,49
Bandera County,24-May-22,Republican Runoff,0,0,204,2404,Attorney General,George P. Bush,27,20
Bandera County,24-May-22,Republican Runoff,0,0,204,2404,Attorney General,Ken Paxton,95,69
Bandera County,24-May-22,Republican Runoff,0,0,204,2404,Commissioner of the General Land Office,Tim Westley,36,23
Bandera County,24-May-22,Republican Runoff,0,0,204,2404,Commissioner of the General Land Office,Dawn Buckingham,88,65
Bandera County,24-May-22,Republican Runoff,0,0,204,2404,Railroad Commissioner,Wayne Christian,77,48
Bandera County,24-May-22,Republican Runoff,0,0,204,2404,Railroad Commissioner,Sarah Stogner,46,38
Bandera County,24-May-22,Republican Runoff,0,0,204,2404,"State Senator, District No. 24",Pete Flores,83,54
Bandera County,24-May-22,Republican Runoff,0,0,204,2404,"State Senator, District No. 24",Raul Reyes,41,31
Bandera County,24-May-22,Republican Runoff,0,0,305,1895,Attorney General,George P. Bush,67,56
Bandera County,24-May-22,Republican Runoff,0,0,305,1895,Attorney General,Ken Paxton,161,143
Bandera County,24-May-22,Republican Runoff,0,0,305,1895,Commissioner of the General Land Office,Tim Westley,62,52
Bandera County,24-May-22,Republican Runoff,0,0,305,1895,Commissioner of the General Land Office,Dawn Buckingham,160,138
Bandera County,24-May-22,Republican Runoff,0,0,305,1895,Railroad Commissioner,Wayne Christian,126,117
Bandera County,24-May-22,Republican Runoff,0,0,305,1895,Railroad Commissioner,Sarah Stogner,93,74
Bandera County,24-May-22,Republican Runoff,0,0,305,1895,"State Senator, District No. 24",Pete Flores,134,117
Bandera County,24-May-22,Republican Runoff,0,0,305,1895,"State Senator, District No. 24",Raul Reyes,85,75
Bandera County,24-May-22,Republican Runoff,0,0,305,1895,"Precinct Chairman, Precinct 305",Darcy Hasty,90,83
Bandera County,24-May-22,Republican Runoff,0,0,305,1895,"Precinct Chairman, Precinct 305",Joe Kitzman,128,102
Bandera County,24-May-22,Republican Runoff,0,0,306,1895,Attorney General,George P. Bush,42,7
Bandera County,24-May-22,Republican Runoff,0,0,306,1895,Attorney General,Ken Paxton,170,56
Bandera County,24-May-22,Republican Runoff,0,0,306,2818,Commissioner of the General Land Office,Tim Westley,43,16
Bandera County,24-May-22,Republican Runoff,0,0,306,2818,Commissioner of the General Land Office,Dawn Buckingham,160,46
Bandera County,24-May-22,Republican Runoff,0,0,306,2818,Railroad Commissioner,Wayne Christian,134,40
Bandera County,24-May-22,Republican Runoff,0,0,306,2818,Railroad Commissioner,Sarah Stogner,66,21
Bandera County,24-May-22,Republican Runoff,0,0,306,2818,"State Senator, District No. 24",Pete Flores,1145,36
Bandera County,24-May-22,Republican Runoff,0,0,306,2818,"State Senator, District No. 24",Raul Reyes,65,26
Bandera County,24-May-22,Republican Runoff,0,0,306,2818,"Precinct Chairman, Precinct 306",Cammie Burger Morgan,142,48
Bandera County,24-May-22,Republican Runoff,0,0,306,2818,"Precinct Chairman, Precinct 306",Rene Leith,58,11
Bandera County,24-May-22,Republican Runoff,1,1,407,2818,Attorney General,George P. Bush,76,55
Bandera County,24-May-22,Republican Runoff,1,1,407,2818,Attorney General,Ken Paxton,218,147
Bandera County,24-May-22,Republican Runoff,1,1,407,2818,Commissioner of the General Land Office,Tim Westley,70,51
Bandera County,24-May-22,Republican Runoff,1,1,407,2818,Commissioner of the General Land Office,Dawn Buckingham,217,146
Bandera County,24-May-22,Republican Runoff,1,1,407,1493,Railroad Commissioner,Wayne Christian,179,111
Bandera County,24-May-22,Republican Runoff,1,1,407,1493,Railroad Commissioner,Sarah Stogner,98,82
Bandera County,24-May-22,Republican Runoff,1,1,407,1493,"State Senator, District No. 24",Pete Flores,196,124
Bandera County,24-May-22,Republican Runoff,1,1,407,1493,"State Senator, District No. 24",Raul Reyes,89,76
Bandera County,24-May-22,Republican Runoff,1,1,407,1493,"Precinct Chairman, Precinct 407",Elisa Greene,171,121
Bandera County,24-May-22,Republican Runoff,1,1,407,1493,"Precinct Chairman, Precinct 407",Bob Haueter,98,70
Bandera County,24-May-22,Republican Runoff,0,0,408,1493,Attorney General,George P. Bush,12,5
Bandera County,24-May-22,Republican Runoff,0,0,408,1493,Attorney General,Ken Paxton,11,15
Bandera County,24-May-22,Republican Runoff,0,0,408,1493,Commissioner of the General Land Office,Tim Westley,6,3
Bandera County,24-May-22,Republican Runoff,0,0,408,1493,Commissioner of the General Land Office,Dawn Buckingham,17,17
Bandera County,24-May-22,Republican Runoff,0,0,408,1493,Railroad Commissioner,Wayne Christian,11,14
Bandera County,24-May-22,Republican Runoff,0,0,408,1493,Railroad Commissioner,Sarah Stogner,11,6
Bandera County,24-May-22,Republican Runoff,0,0,408,2547,"State Senator, District No. 24",Pete Flores,13,10
Bandera County,24-May-22,Republican Runoff,0,0,408,2547,"State Senator, District No. 24",Raul Reyes,10,10
Bandera County,24-May-22,Republican Runoff,0,0,409,2547,Attorney General,George P. Bush,15,3
Bandera County,24-May-22,Republican Runoff,0,0,409,2547,Attorney General,Ken Paxton,21,23
Bandera County,24-May-22,Republican Runoff,0,0,409,2547,Commissioner of the General Land Office,Tim Westley,10,6
Bandera County,24-May-22,Republican Runoff,0,0,409,2547,Commissioner of the General Land Office,Dawn Buckingham,25,18
Bandera County,24-May-22,Republican Runoff,0,0,409,2547,Railroad Commissioner,Wayne Christian,15,19
Bandera County,24-May-22,Republican Runoff,0,0,409,2547,Railroad Commissioner,Sarah Stogner,19,5
Bandera County,24-May-22,Republican Runoff,0,0,409,2547,"State Senator, District No. 24",Pete Flores,20,11
Bandera County,24-May-22,Republican Runoff,0,0,409,2547,"State Senator, District No. 24",Raul Reyes,15,14
Bandera County,24-May-22,Republican Runoff,0,0,410,2547,Attorney General,George P. Bush,18,6
Bandera County,24-May-22,Republican Runoff,0,0,410,2547,Attorney General,Ken Paxton,30,16
Bandera County,24-May-22,Republican Runoff,0,0,410,274,Commissioner of the General Land Office,Tim Westley,10,3
Bandera County,24-May-22,Republican Runoff,0,0,410,274,Commissioner of the General Land Office,Dawn Buckingham,38,17
Bandera County,24-May-22,Republican Runoff,0,0,410,274,Railroad Commissioner,Wayne Christian,32,12
Bandera County,24-May-22,Republican Runoff,0,0,410,274,Railroad Commissioner,Sarah Stogner,16,9
Bandera County,24-May-22,Republican Runoff,0,0,410,274,"State Senator, District No. 24",Pete Flores,33,11
Bandera County,24-May-22,Republican Runoff,0,0,410,274,"State Senator, District No. 24",Raul Reyes,14,7
