political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,early_votes,election_votes
Bee County,5/24/2022,Primary Runoff,,,4,624,Railroad Commissioner,Sarah Stogner,4,15
Bee County,5/24/2022,Primary Runoff,,,4,624,Railroad Commissioner,Wayne Christian,8,34
Bee County,5/24/2022,Primary Runoff,,,4,624,"County Commissioner, Precinct No. 4",Tino Olivares,12,27
Bee County,5/24/2022,Primary Runoff,,,4,624,"County Commissioner, Precinct No. 4",Kenneth Haggard,3,32
Bee County,5/24/2022,Primary Runoff,,,5,896,Lieutenant Governor,Michelle Beckley,5,2
Bee County,5/24/2022,Primary Runoff,,,5,896,Lieutenant Governor,Mike Collier,2,0
Bee County,5/24/2022,Primary Runoff,,,5,896,Attorney General,Joe Jaworski,3,0
Bee County,5/24/2022,Primary Runoff,,,5,896,Attorney General,Rochelle Mercedes Garza,4,2
Bee County,5/24/2022,Primary Runoff,,,5,896,Comptroller of Public Accounts,Janet T. Dudding,3,0
Bee County,5/24/2022,Primary Runoff,,,5,896,Comptroller of Public Accounts,Angel Luis Vega,4,2
Bee County,5/24/2022,Primary Runoff,,,5,896,Commissioner of the General Land Office,Sandragrace Martinez,4,1
Bee County,5/24/2022,Primary Runoff,,,5,896,Commissioner of the General Land Office,Jay Kleberg,3,1
Bee County,5/24/2022,Primary Runoff,,,5,896,"State Senator, District No. 27",Morgan LaMantia,1,0
Bee County,5/24/2022,Primary Runoff,,,5,896,"State Senator, District No. 27",Sara Stapleton-Barrera,6,2
Bee County,5/24/2022,Primary Runoff,,,5,896,Attorney General,George P. Bush,3,5
Bee County,5/24/2022,Primary Runoff,,,5,896,Attorney General,Ken Paxton,7,35
Bee County,5/24/2022,Primary Runoff,,,5,896,Commissioner of the General Land Office,Dawn Buckingham,5,22
Bee County,5/24/2022,Primary Runoff,,,5,896,Commissioner of the General Land Office,Tim Westley,4,18
Bee County,5/24/2022,Primary Runoff,,,5,896,Railroad Commissioner,Sarah Stogner,3,12
Bee County,5/24/2022,Primary Runoff,,,5,896,Railroad Commissioner,Wayne Christian,6,27
Bee County,5/24/2022,Primary Runoff,,,6,1271,Lieutenant Governor,Michelle Beckley,9,6
Bee County,5/24/2022,Primary Runoff,,,6,1271,Lieutenant Governor,Mike Collier,4,4
Bee County,5/24/2022,Primary Runoff,,,6,1271,Attorney General,Joe Jaworski,3,3
Bee County,5/24/2022,Primary Runoff,,,6,1271,Attorney General,Rochelle Mercedes Garza,10,7
Bee County,5/24/2022,Primary Runoff,,,6,1271,Comptroller of Public Accounts,Janet T. Dudding,4,5
Bee County,5/24/2022,Primary Runoff,,,6,1271,Comptroller of Public Accounts,Angel Luis Vega,9,5
Bee County,5/24/2022,Primary Runoff,,,6,1271,Commissioner of the General Land Office,Sandragrace Martinez,8,3
Bee County,5/24/2022,Primary Runoff,,,6,1271,Commissioner of the General Land Office,Jay Kleberg,5,7
Bee County,5/24/2022,Primary Runoff,,,6,1271,"State Senator, District No. 27",Morgan LaMantia,4,5
Bee County,5/24/2022,Primary Runoff,,,6,1271,"State Senator, District No. 27",Sara Stapleton-Barrera,9,5
Bee County,5/24/2022,Primary Runoff,,,6,1271,Attorney General,George P. Bush,29,46
Bee County,5/24/2022,Primary Runoff,,,6,1271,Attorney General,Ken Paxton,22,62
Bee County,5/24/2022,Primary Runoff,,,6,1271,Commissioner of the General Land Office,Dawn Buckingham,29,47
Bee County,5/24/2022,Primary Runoff,,,6,1271,Commissioner of the General Land Office,Tim Westley,15,45
Bee County,5/24/2022,Primary Runoff,,,6,1271,Railroad Commissioner,Sarah Stogner,25,53
Bee County,5/24/2022,Primary Runoff,,,6,1271,Railroad Commissioner,Wayne Christian,21,41
Bee County,5/24/2022,Primary Runoff,,,6,1271,"County Commissioner, Precinct No. 4",Tino Olivares,45,76
Bee County,5/24/2022,Primary Runoff,,,6,1271,"County Commissioner, Precinct No. 4",Kenneth Haggard,11,37
Bee County,5/24/2022,Primary Runoff,,,9,729,Lieutenant Governor,Michelle Beckley,22,8
Bee County,5/24/2022,Primary Runoff,,,9,729,Lieutenant Governor,Mike Collier,9,0
Bee County,5/24/2022,Primary Runoff,,,9,729,Attorney General,Joe Jaworski,7,1
Bee County,5/24/2022,Primary Runoff,,,9,729,Attorney General,Rochelle Mercedes Garza,25,8
Bee County,5/24/2022,Primary Runoff,,,9,729,Comptroller of Public Accounts,Janet T. Dudding,7,1
Bee County,5/24/2022,Primary Runoff,,,9,729,Comptroller of Public Accounts,Angel Luis Vega,25,8
Bee County,5/24/2022,Primary Runoff,,,9,729,Commissioner of the General Land Office,Sandragrace Martinez,27,9
Bee County,5/24/2022,Primary Runoff,,,9,729,Commissioner of the General Land Office,Jay Kleberg,5,0
Bee County,5/24/2022,Primary Runoff,,,9,729,"State Senator, District No. 27",Morgan LaMantia,12,1
Bee County,5/24/2022,Primary Runoff,,,9,729,"State Senator, District No. 27",Sara Stapleton-Barrera,20,8
Bee County,5/24/2022,Primary Runoff,,,9,729,Attorney General,George P. Bush,1,5
Bee County,5/24/2022,Primary Runoff,,,9,729,Attorney General,Ken Paxton,3,2
Bee County,5/24/2022,Primary Runoff,,,9,729,Commissioner of the General Land Office,Dawn Buckingham,1,5
Bee County,5/24/2022,Primary Runoff,,,9,729,Commissioner of the General Land Office,Tim Westley,2,2
Bee County,5/24/2022,Primary Runoff,,,9,729,Railroad Commissioner,Sarah Stogner,1,4
Bee County,5/24/2022,Primary Runoff,,,9,729,Railroad Commissioner,Wayne Christian,2,2
Bee County,5/24/2022,Primary Runoff,,,10,1499,Lieutenant Governor,Michelle Beckley,12,3
Bee County,5/24/2022,Primary Runoff,,,10,1499,Lieutenant Governor,Mike Collier,6,4
Bee County,5/24/2022,Primary Runoff,,,10,1499,Attorney General,Joe Jaworski,5,1
Bee County,5/24/2022,Primary Runoff,,,10,1499,Attorney General,Rochelle Mercedes Garza,15,7
Bee County,5/24/2022,Primary Runoff,,,10,1499,Comptroller of Public Accounts,Janet T. Dudding,5,3
Bee County,5/24/2022,Primary Runoff,,,10,1499,Comptroller of Public Accounts,Angel Luis Vega,13,3
Bee County,5/24/2022,Primary Runoff,,,10,1499,Commissioner of the General Land Office,Sandragrace Martinez,11,4
Bee County,5/24/2022,Primary Runoff,,,10,1499,Commissioner of the General Land Office,Jay Kleberg,5,2
Bee County,5/24/2022,Primary Runoff,,,10,1499,"State Senator, District No. 27",Morgan LaMantia,8,1
Bee County,5/24/2022,Primary Runoff,,,10,1499,"State Senator, District No. 27",Sara Stapleton-Barrera,13,7
Bee County,5/24/2022,Primary Runoff,,,10,1499,Attorney General,George P. Bush,4,2
Bee County,5/24/2022,Primary Runoff,,,10,1499,Attorney General,Ken Paxton,3,7
Bee County,5/24/2022,Primary Runoff,,,10,1499,Commissioner of the General Land Office,Dawn Buckingham,2,4
Bee County,5/24/2022,Primary Runoff,,,10,1499,Commissioner of the General Land Office,Tim Westley,4,5
Bee County,5/24/2022,Primary Runoff,,,10,1499,Railroad Commissioner,Sarah Stogner,3,3
Bee County,5/24/2022,Primary Runoff,,,10,1499,Railroad Commissioner,Wayne Christian,3,6
Bee County,5/24/2022,Primary Runoff,,,13,1571,Lieutenant Governor,Michelle Beckley,9,11
Bee County,5/24/2022,Primary Runoff,,,13,1571,Lieutenant Governor,Mike Collier,14,1
Bee County,5/24/2022,Primary Runoff,,,13,1571,Attorney General,Joe Jaworski,8,3
Bee County,5/24/2022,Primary Runoff,,,13,1571,Attorney General,Rochelle Mercedes Garza,16,9
Bee County,5/24/2022,Primary Runoff,,,13,1571,Comptroller of Public Accounts,Janet T. Dudding,10,3
Bee County,5/24/2022,Primary Runoff,,,13,1571,Comptroller of Public Accounts,Angel Luis Vega,14,9
Bee County,5/24/2022,Primary Runoff,,,13,1571,Commissioner of the General Land Office,Sandragrace Martinez,18,8
Bee County,5/24/2022,Primary Runoff,,,13,1571,Commissioner of the General Land Office,Jay Kleberg,6,4
Bee County,5/24/2022,Primary Runoff,,,13,1571,"State Senator, District No. 27",Morgan LaMantia,11,5
Bee County,5/24/2022,Primary Runoff,,,13,1571,"State Senator, District No. 27",Sara Stapleton-Barrera,13,8
Bee County,5/24/2022,Primary Runoff,,,13,1571,Attorney General,George P. Bush,9,14
Bee County,5/24/2022,Primary Runoff,,,13,1571,Attorney General,Ken Paxton,16,33
Bee County,5/24/2022,Primary Runoff,,,13,1571,Commissioner of the General Land Office,Dawn Buckingham,17,24
Bee County,5/24/2022,Primary Runoff,,,13,1571,Commissioner of the General Land Office,Tim Westley,6,21
Bee County,5/24/2022,Primary Runoff,,,13,1571,Railroad Commissioner,Sarah Stogner,5,9
Bee County,5/24/2022,Primary Runoff,,,13,1571,Railroad Commissioner,Wayne Christian,17,36
Bee County,5/24/2022,Primary Runoff,,,16,1057,Lieutenant Governor,Michelle Beckley,8,6
Bee County,5/24/2022,Primary Runoff,,,16,1057,Lieutenant Governor,Mike Collier,5,5
Bee County,5/24/2022,Primary Runoff,,,16,1057,Attorney General,Joe Jaworski,2,0
Bee County,5/24/2022,Primary Runoff,,,16,1057,Attorney General,Rochelle Mercedes Garza,12,11
Bee County,5/24/2022,Primary Runoff,,,16,1057,Comptroller of Public Accounts,Janet T. Dudding,5,2
Bee County,5/24/2022,Primary Runoff,,,16,1057,Comptroller of Public Accounts,Angel Luis Vega,10,9
Bee County,5/24/2022,Primary Runoff,,,16,1057,Commissioner of the General Land Office,Sandragrace Martinez,13,9
Bee County,5/24/2022,Primary Runoff,,,16,1057,Commissioner of the General Land Office,Jay Kleberg,1,2
Bee County,5/24/2022,Primary Runoff,,,16,1057,"State Senator, District No. 27",Morgan LaMantia,6,4
Bee County,5/24/2022,Primary Runoff,,,16,1057,"State Senator, District No. 27",Sara Stapleton-Barrera,9,7
Bee County,5/24/2022,Primary Runoff,,,16,1057,Attorney General,George P. Bush,10,8
Bee County,5/24/2022,Primary Runoff,,,16,1057,Attorney General,Ken Paxton,19,13
Bee County,5/24/2022,Primary Runoff,,,16,1057,Commissioner of the General Land Office,Dawn Buckingham,21,16
Bee County,5/24/2022,Primary Runoff,,,16,1057,Commissioner of the General Land Office,Tim Westley,8,4
Bee County,5/24/2022,Primary Runoff,,,16,1057,Railroad Commissioner,Sarah Stogner,8,9
Bee County,5/24/2022,Primary Runoff,,,16,1057,Railroad Commissioner,Wayne Christian,21,11
Bee County,5/24/2022,Primary Runoff,,,17,1165,Lieutenant Governor,Michelle Beckley,22,8
Bee County,5/24/2022,Primary Runoff,,,17,1165,Lieutenant Governor,Mike Collier,7,1
Bee County,5/24/2022,Primary Runoff,,,17,1165,Attorney General,Joe Jaworski,9,4
Bee County,5/24/2022,Primary Runoff,,,17,1165,Attorney General,Rochelle Mercedes Garza,19,5
Bee County,5/24/2022,Primary Runoff,,,17,1165,Comptroller of Public Accounts,Janet T. Dudding,7,3
Bee County,5/24/2022,Primary Runoff,,,17,1165,Comptroller of Public Accounts,Angel Luis Vega,21,6
Bee County,5/24/2022,Primary Runoff,,,17,1165,Commissioner of the General Land Office,Sandragrace Martinez,15,9
Bee County,5/24/2022,Primary Runoff,,,17,1165,Commissioner of the General Land Office,Jay Kleberg,14,0
Bee County,5/24/2022,Primary Runoff,,,17,1165,"State Senator, District No. 27",Morgan LaMantia,10,0
Bee County,5/24/2022,Primary Runoff,,,17,1165,"State Senator, District No. 27",Sara Stapleton-Barrera,19,9
Bee County,5/24/2022,Primary Runoff,,,17,1165,Attorney General,George P. Bush,4,1
Bee County,5/24/2022,Primary Runoff,,,17,1165,Attorney General,Ken Paxton,22,11
Bee County,5/24/2022,Primary Runoff,,,17,1165,Commissioner of the General Land Office,Dawn Buckingham,17,10
Bee County,5/24/2022,Primary Runoff,,,17,1165,Commissioner of the General Land Office,Tim Westley,9,2
Bee County,5/24/2022,Primary Runoff,,,17,1165,Railroad Commissioner,Sarah Stogner,6,1
Bee County,5/24/2022,Primary Runoff,,,17,1165,Railroad Commissioner,Wayne Christian,20,11
Bee County,5/24/2022,Primary Runoff,,,18,1748,Lieutenant Governor,Michelle Beckley,8,4
Bee County,5/24/2022,Primary Runoff,,,18,1748,Lieutenant Governor,Mike Collier,8,3
Bee County,5/24/2022,Primary Runoff,,,18,1748,Attorney General,Joe Jaworski,5,2
Bee County,5/24/2022,Primary Runoff,,,18,1748,Attorney General,Rochelle Mercedes Garza,11,5
Bee County,5/24/2022,Primary Runoff,,,18,1748,Comptroller of Public Accounts,Janet T. Dudding,6,3
Bee County,5/24/2022,Primary Runoff,,,18,1748,Comptroller of Public Accounts,Angel Luis Vega,10,4
Bee County,5/24/2022,Primary Runoff,,,18,1748,Commissioner of the General Land Office,Sandragrace Martinez,10,4
Bee County,5/24/2022,Primary Runoff,,,18,1748,Commissioner of the General Land Office,Jay Kleberg,6,3
Bee County,5/24/2022,Primary Runoff,,,18,1748,"State Senator, District No. 27",Morgan LaMantia,5,2
Bee County,5/24/2022,Primary Runoff,,,18,1748,"State Senator, District No. 27",Sara Stapleton-Barrera,11,5
Bee County,5/24/2022,Primary Runoff,,,18,1748,Attorney General,George P. Bush,16,23
Bee County,5/24/2022,Primary Runoff,,,18,1748,Attorney General,Ken Paxton,36,45
Bee County,5/24/2022,Primary Runoff,,,18,1748,Commissioner of the General Land Office,Dawn Buckingham,34,38
Bee County,5/24/2022,Primary Runoff,,,18,1748,Commissioner of the General Land Office,Tim Westley,15,24
Bee County,5/24/2022,Primary Runoff,,,18,1748,Railroad Commissioner,Sarah Stogner,10,18
Bee County,5/24/2022,Primary Runoff,,,18,1748,Railroad Commissioner,Wayne Christian,38,45
Bee County,5/24/2022,Primary Runoff,,,19,600,Lieutenant Governor,Michelle Beckley,9,2
Bee County,5/24/2022,Primary Runoff,,,19,600,Lieutenant Governor,Mike Collier,3,1
Bee County,5/24/2022,Primary Runoff,,,19,600,Attorney General,Joe Jaworski,2,1
Bee County,5/24/2022,Primary Runoff,,,19,600,Attorney General,Rochelle Mercedes Garza,10,2
Bee County,5/24/2022,Primary Runoff,,,19,600,Comptroller of Public Accounts,Janet T. Dudding,0,1
Bee County,5/24/2022,Primary Runoff,,,19,600,Comptroller of Public Accounts,Angel Luis Vega,12,2
Bee County,5/24/2022,Primary Runoff,,,19,600,Commissioner of the General Land Office,Sandragrace Martinez,11,2
Bee County,5/24/2022,Primary Runoff,,,19,600,Commissioner of the General Land Office,Jay Kleberg,1,1
Bee County,5/24/2022,Primary Runoff,,,19,600,"State Senator, District No. 27",Morgan LaMantia,5,2
Bee County,5/24/2022,Primary Runoff,,,19,600,"State Senator, District No. 27",Sara Stapleton-Barrera,7,1
Bee County,5/24/2022,Primary Runoff,,,19,600,Attorney General,George P. Bush,0,0
Bee County,5/24/2022,Primary Runoff,,,19,600,Attorney General,Ken Paxton,2,1
Bee County,5/24/2022,Primary Runoff,,,19,600,Commissioner of the General Land Office,Dawn Buckingham,0,0
Bee County,5/24/2022,Primary Runoff,,,19,600,Commissioner of the General Land Office,Tim Westley,1,1
Bee County,5/24/2022,Primary Runoff,,,19,600,Railroad Commissioner,Sarah Stogner,0,0
Bee County,5/24/2022,Primary Runoff,,,19,600,Railroad Commissioner,Wayne Christian,0,1
