COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST - Democratic,BALLOTS CAST BLANK,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Comptroller of Public Accounts,DEM Comptroller of Public Accounts,DEM Comptroller of Public Accounts,DEM Comptroller of Public Accounts,DEM Commissioner of the General Land Office,DEM Commissioner of the General Land Office,DEM Commissioner of the General Land Office,DEM Commissioner of the General Land Office,"DEM State Representative, District 70","DEM State Representative, District 70","DEM State Representative, District 70","DEM State Representative, District 70",DEM County Chair,DEM County Chair,DEM County Chair,DEM County Chair,"DEM Precinct Chair, Precinct 28","DEM Precinct Chair, Precinct 28","DEM Precinct Chair, Precinct 28","DEM Precinct Chair, Precinct 28",
COLN,0003,PCT 003,2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0004,PCT 004,2907,106,20,0,7,13,0,0,11,9,0,0,5,15,0,0,15,5,0,0,0,0,0,0,9,11,0,0,0,0,0,0,
COLN,0004,PCT 004,2907,102,18,0,5,13,0,0,6,12,0,0,3,15,0,0,8,10,0,0,0,0,0,0,12,6,0,0,0,0,0,0,
COLN,0004,PCT 004,2907,13,4,0,3,1,0,0,3,1,0,0,2,2,0,0,1,2,0,1,0,0,0,0,3,1,0,0,0,0,0,0,
COLN,0004,PCT 004,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0004,PCT 004,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0005,PCT 005,1006,52,13,0,4,8,0,1,5,8,0,0,1,11,0,1,8,5,0,0,0,0,0,0,9,4,0,0,0,0,0,0,
COLN,0005,PCT 005,1006,45,7,0,2,5,0,0,5,2,0,0,2,5,0,0,5,2,0,0,0,0,0,0,4,3,0,0,0,0,0,0,
COLN,0005,PCT 005,1006,22,7,0,4,3,0,0,0,6,0,1,2,4,0,1,5,1,0,1,0,0,0,0,3,4,0,0,0,0,0,0,
COLN,0005,PCT 005,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0005,PCT 005,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0006,PCT 006,1589,40,17,1,7,9,0,1,9,7,0,1,5,11,0,1,9,7,0,1,0,0,0,0,9,7,0,1,0,0,0,0,
COLN,0006,PCT 006,1589,20,3,0,2,1,0,0,2,1,0,0,2,1,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,
COLN,0006,PCT 006,1589,4,3,0,2,1,0,0,2,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,
COLN,0006,PCT 006,1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0006,PCT 006,1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0007,PCT 007,1537,58,23,0,6,17,0,0,9,14,0,0,2,20,0,1,19,4,0,0,0,0,0,0,17,6,0,0,0,0,0,0,
COLN,0007,PCT 007,1537,65,25,0,5,19,0,1,7,17,0,1,6,18,0,1,19,5,0,1,0,0,0,0,18,6,0,1,0,0,0,0,
COLN,0007,PCT 007,1537,15,8,0,2,6,0,0,2,6,0,0,0,7,0,1,7,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,
COLN,0007,PCT 007,1537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0007,PCT 007,1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0008,PCT 008,3420,96,7,0,3,3,0,1,6,1,0,0,2,5,0,0,2,5,0,0,0,0,0,0,2,5,0,0,0,0,0,0,
COLN,0008,PCT 008,3420,73,17,0,7,10,0,0,10,7,0,0,6,11,0,0,11,6,0,0,0,0,0,0,8,9,0,0,0,0,0,0,
COLN,0008,PCT 008,3420,24,10,0,3,7,0,0,3,7,0,0,3,6,0,1,8,2,0,0,0,0,0,0,3,7,0,0,0,0,0,0,
COLN,0008,PCT 008,3420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0008,PCT 008,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0009,PCT 009,3232,105,14,0,4,10,0,0,9,4,0,1,1,11,0,2,9,3,0,2,0,0,0,0,4,8,0,2,0,0,0,0,
COLN,0009,PCT 009,3232,79,16,0,8,8,0,0,12,4,0,0,6,10,0,0,5,11,0,0,0,0,0,0,11,5,0,0,0,0,0,0,
COLN,0009,PCT 009,3232,13,4,0,4,0,0,0,3,1,0,0,2,2,0,0,2,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,
COLN,0009,PCT 009,3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0009,PCT 009,3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0010,PCT 010,785,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0010,PCT 010,785,29,5,0,1,4,0,0,1,4,0,0,3,2,0,0,4,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,
COLN,0010,PCT 010,785,7,2,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
COLN,0010,PCT 010,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0010,PCT 010,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0011,PCT 011,4419,177,21,0,10,11,0,0,13,8,0,0,6,14,0,1,11,9,0,1,0,0,0,0,12,8,0,1,0,0,0,0,
COLN,0011,PCT 011,4419,102,14,0,2,12,0,0,7,7,0,0,4,9,0,1,13,1,0,0,0,0,0,0,5,9,0,0,0,0,0,0,
COLN,0011,PCT 011,4419,21,7,0,3,4,0,0,4,3,0,0,3,4,0,0,4,2,0,1,0,0,0,0,4,3,0,0,0,0,0,0,
COLN,0011,PCT 011,4419,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0011,PCT 011,4419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0012,PCT 012,2093,82,22,0,9,13,0,0,9,13,0,0,4,16,0,2,13,7,0,2,0,0,0,0,11,10,0,1,0,0,0,0,
COLN,0012,PCT 012,2093,192,39,0,16,22,0,1,20,18,0,1,12,24,0,3,23,14,0,2,0,0,0,0,24,14,0,1,0,0,0,0,
COLN,0012,PCT 012,2093,45,9,0,2,7,0,0,3,5,0,1,3,6,0,0,5,3,0,1,0,0,0,0,5,3,0,1,0,0,0,0,
COLN,0012,PCT 012,2093,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0012,PCT 012,2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0013,PCT 013,2036,92,5,0,2,3,0,0,2,3,0,0,3,2,0,0,3,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,
COLN,0013,PCT 013,2036,91,10,0,5,5,0,0,8,2,0,0,3,7,0,0,6,4,0,0,0,0,0,0,6,4,0,0,0,0,0,0,
COLN,0013,PCT 013,2036,11,4,0,2,2,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,
COLN,0013,PCT 013,2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0013,PCT 013,2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0014,PCT 014,3205,82,33,0,11,21,0,1,13,19,0,1,8,23,0,2,20,11,0,2,21,11,0,1,17,13,0,3,0,0,0,0,
COLN,0014,PCT 014,3205,92,29,0,10,19,0,0,11,18,0,0,6,23,0,0,20,9,0,0,15,12,0,2,24,5,0,0,0,0,0,0,
COLN,0014,PCT 014,3205,25,9,0,4,5,0,0,5,4,0,0,1,8,0,0,3,6,0,0,3,6,0,0,1,8,0,0,0,0,0,0,
COLN,0014,PCT 014,3205,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
COLN,0014,PCT 014,3205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0015,PCT 015,1646,44,21,0,6,15,0,0,8,12,0,1,4,17,0,0,18,2,0,1,13,6,0,2,15,5,0,1,0,0,0,0,
COLN,0015,PCT 015,1646,103,37,0,13,24,0,0,21,16,0,0,10,24,0,3,26,10,0,1,21,14,0,2,22,14,0,1,0,0,0,0,
COLN,0015,PCT 015,1646,26,14,0,6,7,0,1,10,4,0,0,3,10,0,1,7,6,0,1,6,8,0,0,4,10,0,0,0,0,0,0,
COLN,0015,PCT 015,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0015,PCT 015,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0016,PCT 016,4485,169,33,0,18,14,0,1,19,14,0,0,11,19,0,3,19,12,0,2,0,0,0,0,25,5,0,3,0,0,0,0,
COLN,0016,PCT 016,4485,130,23,0,11,12,0,0,17,6,0,0,5,18,0,0,13,9,0,1,0,0,0,0,14,8,0,1,0,0,0,0,
COLN,0016,PCT 016,4485,20,10,0,3,7,0,0,4,6,0,0,2,7,0,1,7,2,0,1,0,0,0,0,4,5,0,1,0,0,0,0,
COLN,0016,PCT 016,4485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0016,PCT 016,4485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0017,PCT 017,4381,176,31,0,14,17,0,0,19,12,0,0,10,20,0,1,16,14,0,1,0,0,0,0,18,11,0,2,0,0,0,0,
COLN,0017,PCT 017,4381,169,34,0,14,20,0,0,22,12,0,0,10,24,0,0,23,11,0,0,0,0,0,0,17,16,0,1,0,0,0,0,
COLN,0017,PCT 017,4381,41,16,0,8,8,0,0,10,6,0,0,2,13,0,1,9,7,0,0,0,0,0,0,7,8,0,1,0,0,0,0,
COLN,0017,PCT 017,4381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0017,PCT 017,4381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0018,PCT 018,920,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0018,PCT 018,920,51,3,0,2,1,0,0,2,1,0,0,2,1,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,
COLN,0018,PCT 018,920,7,2,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
COLN,0018,PCT 018,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0018,PCT 018,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0019,PCT 019,1632,87,18,0,7,10,0,1,8,9,0,1,4,11,0,3,7,8,0,3,9,9,0,0,10,6,0,2,0,0,0,0,
COLN,0019,PCT 019,1632,132,44,0,14,29,0,1,20,22,0,2,8,33,0,3,30,12,0,2,20,24,0,0,30,14,0,0,0,0,0,0,
COLN,0019,PCT 019,1632,32,11,2,2,7,0,2,6,3,0,2,5,4,0,2,3,6,0,2,0,9,0,2,2,7,0,2,0,0,0,0,
COLN,0019,PCT 019,1632,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0019,PCT 019,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0020,PCT 020,891,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0020,PCT 020,891,43,4,0,0,4,0,0,0,4,0,0,1,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
COLN,0020,PCT 020,891,7,5,0,1,4,0,0,3,2,0,0,0,5,0,0,4,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,
COLN,0020,PCT 020,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0020,PCT 020,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0021,PCT 021,4245,232,82,0,33,45,0,4,42,37,0,3,20,53,0,9,49,27,0,6,54,28,0,0,50,27,0,5,0,0,0,0,
COLN,0021,PCT 021,4245,376,109,0,31,74,0,4,42,63,0,4,21,82,0,6,69,35,0,5,64,43,0,2,55,52,0,2,0,0,0,0,
COLN,0021,PCT 021,4245,65,19,0,2,17,0,0,9,10,0,0,5,14,0,0,14,3,0,2,5,13,0,1,4,15,0,0,0,0,0,0,
COLN,0021,PCT 021,4245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0021,PCT 021,4245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0022,PCT 022,4330,178,21,0,11,10,0,0,16,5,0,0,5,16,0,0,11,10,0,0,0,0,0,0,13,7,0,1,0,0,0,0,
COLN,0022,PCT 022,4330,110,14,0,9,5,0,0,9,4,0,1,3,10,0,1,8,5,0,1,0,0,0,0,10,4,0,0,0,0,0,0,
COLN,0022,PCT 022,4330,35,11,1,5,5,0,1,6,4,0,1,1,9,0,1,7,3,0,1,0,0,0,0,4,6,0,1,0,0,0,0,
COLN,0022,PCT 022,4330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0022,PCT 022,4330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0023,PCT 023,3000,30,19,0,10,9,0,0,14,4,0,1,6,12,0,1,12,6,0,1,0,0,0,0,15,4,0,0,0,0,0,0,
COLN,0023,PCT 023,3000,38,19,0,12,6,0,1,17,2,0,0,5,13,0,1,11,7,0,1,0,0,0,0,12,7,0,0,0,0,0,0,
COLN,0023,PCT 023,3000,11,6,0,3,3,0,0,4,2,0,0,1,5,0,0,4,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,
COLN,0023,PCT 023,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0023,PCT 023,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0024,PCT 024,2330,54,26,0,13,12,0,1,17,8,0,1,10,13,0,3,16,9,0,1,20,6,0,0,21,5,0,0,0,0,0,0,
COLN,0024,PCT 024,2330,76,32,0,9,23,0,0,19,13,0,0,10,20,0,2,14,16,0,2,21,11,0,0,14,16,0,2,0,0,0,0,
COLN,0024,PCT 024,2330,12,9,0,5,4,0,0,7,2,0,0,1,7,0,1,4,5,0,0,2,7,0,0,2,7,0,0,0,0,0,0,
COLN,0024,PCT 024,2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0024,PCT 024,2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0025,PCT 025,3857,141,41,0,13,28,0,0,27,14,0,0,12,29,0,0,33,8,0,0,0,0,0,0,24,15,0,2,0,0,0,0,
COLN,0025,PCT 025,3857,119,45,0,13,31,0,1,24,20,0,1,9,35,0,1,27,17,0,1,0,0,0,0,22,22,0,1,0,0,0,0,
COLN,0025,PCT 025,3857,11,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
COLN,0025,PCT 025,3857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0025,PCT 025,3857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0026,PCT 026,1273,59,19,0,8,11,0,0,7,12,0,0,5,14,0,0,14,5,0,0,12,7,0,0,12,6,0,1,0,0,0,0,
COLN,0026,PCT 026,1273,76,27,0,13,13,0,1,17,10,0,0,10,15,0,2,12,14,0,1,13,14,0,0,14,11,0,2,0,0,0,0,
COLN,0026,PCT 026,1273,17,10,0,1,9,0,0,6,4,0,0,4,6,0,0,10,0,0,0,4,6,0,0,5,5,0,0,0,0,0,0,
COLN,0026,PCT 026,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0026,PCT 026,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0027,PCT 027,2710,69,24,0,13,11,0,0,20,4,0,0,9,15,0,0,10,14,0,0,0,0,0,0,14,10,0,0,0,0,0,0,
COLN,0027,PCT 027,2710,55,13,0,8,5,0,0,7,6,0,0,3,10,0,0,10,3,0,0,0,0,0,0,8,5,0,0,0,0,0,0,
COLN,0027,PCT 027,2710,14,4,0,3,1,0,0,3,1,0,0,0,3,0,1,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,
COLN,0027,PCT 027,2710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0027,PCT 027,2710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0028,PCT 028,3601,141,41,0,11,30,0,0,24,17,0,0,9,32,0,0,25,16,0,0,0,0,0,0,20,20,0,1,23,8,0,10,
COLN,0028,PCT 028,3601,199,67,0,25,42,0,0,31,36,0,0,10,52,0,5,46,18,0,3,0,0,0,0,40,25,0,2,26,18,0,23,
COLN,0028,PCT 028,3601,29,12,0,5,7,0,0,8,4,0,0,5,7,0,0,6,6,0,0,0,0,0,0,5,7,0,0,5,4,0,3,
COLN,0028,PCT 028,3601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0028,PCT 028,3601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0029,PCT 029,3629,93,20,0,7,13,0,0,6,14,0,0,6,13,0,1,14,6,0,0,0,0,0,0,17,3,0,0,0,0,0,0,
COLN,0029,PCT 029,3629,89,20,0,5,15,0,0,11,9,0,0,6,14,0,0,14,6,0,0,0,0,0,0,17,3,0,0,0,0,0,0,
COLN,0029,PCT 029,3629,6,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
COLN,0029,PCT 029,3629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0029,PCT 029,3629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0030,PCT 030,4835,170,39,0,18,21,0,0,22,17,0,0,12,26,0,1,21,18,0,0,0,0,0,0,20,18,0,1,0,0,0,0,
COLN,0030,PCT 030,4835,114,36,0,11,25,0,0,18,18,0,0,14,22,0,0,21,15,0,0,0,0,0,0,19,17,0,0,0,0,0,0,
COLN,0030,PCT 030,4835,22,15,0,7,8,0,0,8,7,0,0,5,9,0,1,7,7,0,1,0,0,0,0,4,10,0,1,0,0,0,0,
COLN,0030,PCT 030,4835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0030,PCT 030,4835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0031,PCT 031,2045,157,30,0,11,18,0,1,11,19,0,0,7,23,0,0,20,10,0,0,20,10,0,0,20,9,0,1,0,0,0,0,
COLN,0031,PCT 031,2045,219,51,0,19,31,0,1,21,29,0,1,14,37,0,0,28,23,0,0,24,27,0,0,29,22,0,0,0,0,0,0,
COLN,0031,PCT 031,2045,39,13,0,6,7,0,0,5,8,0,0,4,9,0,0,11,2,0,0,3,10,0,0,3,10,0,0,0,0,0,0,
COLN,0031,PCT 031,2045,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
COLN,0031,PCT 031,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0032,PCT 032,2473,132,37,0,16,21,0,0,19,18,0,0,9,28,0,0,25,11,0,1,0,0,0,0,17,19,0,1,0,0,0,0,
COLN,0032,PCT 032,2473,133,44,0,12,31,0,1,19,25,0,0,15,28,0,1,32,11,0,1,0,0,0,0,20,24,0,0,0,0,0,0,
COLN,0032,PCT 032,2473,39,10,0,3,7,0,0,2,8,0,0,0,10,0,0,8,2,0,0,0,0,0,0,1,9,0,0,0,0,0,0,
COLN,0032,PCT 032,2473,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0032,PCT 032,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
