Pol Subdivision,Election Date,Election Name,Total Prov.,Total Prov Counted,#FormatVersion 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Co,11.08.2022,2022 General,1,1,#Precinct,Precinct ID,Precinct Reporting,Registered Voters,Ballots Cast,Turnout Percentage,Contest Title,Contest ID,Contest Party,Choice Name,Choice ID,Choice Party,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,Absentee Voting Votes,Absentee Voting Overvotes,Absentee Voting Undervotes,Absentee Voting Invalid Votes,Early Voting Votes,Early Voting Overvotes,Early Voting Undervotes,Early Voting Invalid Votes,Election Day Voting Votes,Election Day Voting Overvotes,Election Day Voting Undervotes,Election Day Voting Invalid Votes
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,Attorney General,10,,Ken Paxton,2,REP,210,0,9,0,2,0,0,0,116,0,8,0,92,0,1,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,Attorney General,10,,Rochelle Mercedes Garza,1,DEM,44,0,9,0,2,0,0,0,27,0,8,0,15,0,1,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,Attorney General,10,,Mark Ash,3,LIB,6,0,9,0,0,0,0,0,2,0,8,0,4,0,1,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,Comptroller of Public Accounts,6,,Glenn Hegar,2,REP,209,0,9,0,3,0,0,0,117,0,8,0,89,0,1,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,Comptroller of Public Accounts,6,,Janet T. Dudding,1,DEM,45,0,9,0,0,0,0,0,26,0,8,0,19,0,1,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,Comptroller of Public Accounts,6,,V. Alonzo Echevarria-Garza,3,LIB,6,0,9,0,1,0,0,0,2,0,8,0,3,0,1,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,Commissioner of the General Land Office,8,,Dawn Buckingham,1,REP,215,0,12,0,3,0,0,0,120,0,9,0,92,0,3,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,Commissioner of the General Land Office,8,,Jay Kleberg,2,DEM,37,0,12,0,1,0,0,0,24,0,9,0,12,0,3,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,Commissioner of the General Land Office,8,,"Alfred Molison, Jr.",3,GRN,5,0,12,0,0,0,0,0,0,0,9,0,5,0,3,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,Commissioner of the General Land Office,8,,Rejected write-ins,0,,0,0,12,0,0,0,0,0,0,0,9,0,0,0,3,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,Commissioner of the General Land Office,8,,Unassigned write-ins,0,,0,0,12,0,0,0,0,0,0,0,9,0,0,0,3,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,Commissioner of Agriculture,16,,Sid Miller,2,REP,212,0,10,0,2,0,0,0,116,0,9,0,94,0,1,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,Commissioner of Agriculture,16,,Susan Hays,1,DEM,47,0,10,0,2,0,0,0,28,0,9,0,17,0,1,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,Railroad Commissioner,2,,Wayne Christian,1,REP,212,0,10,0,2,0,0,0,116,0,10,0,94,0,0,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,Railroad Commissioner,2,,Luke Warford,2,DEM,38,0,10,0,2,0,0,0,24,0,10,0,12,0,0,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,Railroad Commissioner,2,,Jaime Andres Diez,4,LIB,7,0,10,0,0,0,0,0,3,0,10,0,4,0,0,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,Railroad Commissioner,2,,Hunter Wayne Crow,3,GRN,2,0,10,0,0,0,0,0,0,0,10,0,2,0,0,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,"Justice, Supreme Court, Place 3",9,,Debra Lehrmann,2,REP,217,0,12,0,2,0,0,0,119,0,10,0,96,0,2,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,"Justice, Supreme Court, Place 3",9,,Erin A. Nowell,1,DEM,40,0,12,0,2,0,0,0,24,0,10,0,14,0,2,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,"Justice, Supreme Court, Place 3",9,,Thomas Edward Oxford,3,LIB,0,0,12,0,0,0,0,0,0,0,10,0,0,0,2,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,"Justice, Supreme Court, Place 5",17,,Rebeca Huddle,1,REP,212,0,11,0,2,0,0,0,117,0,10,0,93,0,1,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,"Justice, Supreme Court, Place 5",17,,Amanda Reichek,2,DEM,46,0,11,0,2,0,0,0,26,0,10,0,18,0,1,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,"Justice, Supreme Court, Place 9",23,,Evan Young,2,REP,211,0,10,0,2,0,0,0,116,0,9,0,93,0,1,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,"Justice, Supreme Court, Place 9",23,,Julia Maldonado,1,DEM,48,0,10,0,2,0,0,0,28,0,9,0,18,0,1,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,"Judge, Court of Criminal Appeals, Place 5",24,,Scott Walker,2,REP,213,0,11,0,2,0,0,0,117,0,10,0,94,0,1,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,"Judge, Court of Criminal Appeals, Place 5",24,,Dana Huffman,1,DEM,45,0,11,0,2,0,0,0,26,0,10,0,17,0,1,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,"Judge, Court of Criminal Appeals, Place 6",5,,Jesse F. McClure III,2,REP,215,0,12,0,2,0,0,0,119,0,10,0,94,0,2,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,"Judge, Court of Criminal Appeals, Place 6",5,,Robert Johnson,1,DEM,42,0,12,0,2,0,0,0,24,0,10,0,16,0,2,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,"County Commissioner, Precinct No. 2",41,,Auggie Ramos,1,REP,190,0,14,0,3,0,1,0,105,0,5,0,82,0,8,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,"County Commissioner, Precinct No. 2",41,,Shane Denson,0,,64,0,14,0,0,0,1,0,42,0,5,0,22,0,8,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,"County Commissioner, Precinct No. 2",41,,Rejected write-ins,0,,1,0,14,0,0,0,1,0,1,0,5,0,0,0,8,0
Martin Co,11.08.2022,2022 General,1,1,2,3,Reporting         ,753,269,35.72,"County Commissioner, Precinct No. 2",41,,Unassigned write-ins,0,,0,0,14,0,0,0,1,0,0,0,5,0,0,0,8,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,"United States Representative, District No. 19",3,,Jodey C. Arrington,1,REP,331,0,14,0,4,0,0,0,205,0,11,0,122,0,3,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,"United States Representative, District No. 19",3,,Nathan Lewis,2,IND,34,0,14,0,4,0,0,0,20,0,11,0,10,0,3,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Governor,14,,Greg Abbott,1,REP,340,0,2,0,4,0,0,0,210,0,1,0,126,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Governor,14,,Beto O'Rourke,2,DEM,35,0,2,0,4,0,0,0,24,0,1,0,7,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Governor,14,,Mark Tippetts,4,LIB,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Governor,14,,Delilah Barrios,3,GRN,2,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Governor,14,,Rejected write-ins,0,,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Governor,14,,Unassigned write-ins,0,,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Lieutenant Governor,12,,Dan Patrick,2,REP,329,0,2,0,4,0,0,0,204,0,1,0,121,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Lieutenant Governor,12,,Mike Collier,1,DEM,45,0,2,0,4,0,0,0,30,0,1,0,11,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Lieutenant Governor,12,,Shanna Steele,3,LIB,3,0,2,0,0,0,0,0,1,0,1,0,2,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Attorney General,10,,Ken Paxton,2,REP,331,0,6,0,4,0,0,0,203,0,5,0,124,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Attorney General,10,,Rochelle Mercedes Garza,1,DEM,40,0,6,0,4,0,0,0,27,0,5,0,9,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Attorney General,10,,Mark Ash,3,LIB,2,0,6,0,0,0,0,0,1,0,5,0,1,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Comptroller of Public Accounts,6,,Glenn Hegar,2,REP,335,0,6,0,4,0,0,0,206,0,5,0,125,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Comptroller of Public Accounts,6,,Janet T. Dudding,1,DEM,33,0,6,0,4,0,0,0,22,0,5,0,7,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Comptroller of Public Accounts,6,,V. Alonzo Echevarria-Garza,3,LIB,5,0,6,0,0,0,0,0,3,0,5,0,2,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Commissioner of the General Land Office,8,,Dawn Buckingham,1,REP,334,0,7,0,4,0,0,0,207,0,5,0,123,0,2,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Commissioner of the General Land Office,8,,Jay Kleberg,2,DEM,37,0,7,0,4,0,0,0,24,0,5,0,9,0,2,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Commissioner of the General Land Office,8,,"Alfred Molison, Jr.",3,GRN,1,0,7,0,0,0,0,0,0,0,5,0,1,0,2,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Commissioner of the General Land Office,8,,Rejected write-ins,0,,0,0,7,0,0,0,0,0,0,0,5,0,0,0,2,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Commissioner of the General Land Office,8,,Unassigned write-ins,0,,0,0,7,0,0,0,0,0,0,0,5,0,0,0,2,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Commissioner of Agriculture,16,,Sid Miller,2,REP,334,0,6,0,4,0,0,0,205,0,5,0,125,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Commissioner of Agriculture,16,,Susan Hays,1,DEM,39,0,6,0,4,0,0,0,26,0,5,0,9,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Railroad Commissioner,2,,Wayne Christian,1,REP,326,0,7,0,4,0,0,0,201,0,6,0,121,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Railroad Commissioner,2,,Luke Warford,2,DEM,38,0,7,0,4,0,0,0,26,0,6,0,8,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Railroad Commissioner,2,,Jaime Andres Diez,4,LIB,7,0,7,0,0,0,0,0,2,0,6,0,5,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,Railroad Commissioner,2,,Hunter Wayne Crow,3,GRN,1,0,7,0,0,0,0,0,1,0,6,0,0,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,"Justice, Supreme Court, Place 3",9,,Debra Lehrmann,2,REP,332,0,9,0,4,0,0,0,202,0,8,0,126,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,"Justice, Supreme Court, Place 3",9,,Erin A. Nowell,1,DEM,35,0,9,0,4,0,0,0,24,0,8,0,7,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,"Justice, Supreme Court, Place 3",9,,Thomas Edward Oxford,3,LIB,3,0,9,0,0,0,0,0,2,0,8,0,1,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,"Justice, Supreme Court, Place 5",17,,Rebeca Huddle,1,REP,333,0,9,0,4,0,0,0,202,0,8,0,127,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,"Justice, Supreme Court, Place 5",17,,Amanda Reichek,2,DEM,37,0,9,0,4,0,0,0,26,0,8,0,7,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,"Justice, Supreme Court, Place 9",23,,Evan Young,2,REP,336,0,9,0,4,0,0,0,207,0,8,0,125,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,"Justice, Supreme Court, Place 9",23,,Julia Maldonado,1,DEM,34,0,9,0,4,0,0,0,21,0,8,0,9,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,"Judge, Court of Criminal Appeals, Place 5",24,,Scott Walker,2,REP,336,0,10,0,4,0,0,0,206,0,8,0,126,0,2,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,"Judge, Court of Criminal Appeals, Place 5",24,,Dana Huffman,1,DEM,33,0,10,0,4,0,0,0,22,0,8,0,7,0,2,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,"Judge, Court of Criminal Appeals, Place 6",5,,Jesse F. McClure III,2,REP,338,0,9,0,4,0,0,0,207,0,8,0,127,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3,10,Reporting         ,649,379,58.4,"Judge, Court of Criminal Appeals, Place 6",5,,Robert Johnson,1,DEM,32,0,9,0,4,0,0,0,21,0,8,0,7,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,"United States Representative, District No. 19",3,,Jodey C. Arrington,1,REP,251,0,8,0,4,0,2,0,158,0,4,0,89,0,2,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,"United States Representative, District No. 19",3,,Nathan Lewis,2,IND,21,0,8,0,0,0,2,0,16,0,4,0,5,0,2,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Governor,14,,Greg Abbott,1,REP,253,0,0,0,4,0,0,0,158,0,0,0,91,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Governor,14,,Beto O'Rourke,2,DEM,20,0,0,0,2,0,0,0,15,0,0,0,3,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Governor,14,,Mark Tippetts,4,LIB,7,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Governor,14,,Delilah Barrios,3,GRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Governor,14,,Rejected write-ins,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Governor,14,,Unassigned write-ins,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
