COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,"United States Representative, District 19","United States Representative, District 19",Governor,Governor,Governor,Governor,Governor,Lieutenant Governor,Lieutenant Governor,Lieutenant Governor,Attorney General,Attorney General,Attorney General,Comptroller of Public Accounts,Comptroller of Public Accounts,Comptroller of Public Accounts,Commissioner of General Land Office,Commissioner of General Land Office,Commissioner of General Land Office,Commissioner of General Land Office,Commissioner of Agriculture,Commissioner of Agriculture,Railroad Commissioner,Railroad Commissioner,Railroad Commissioner,Railroad Commissioner,"Justice, Supreme Court, Place 3","Justice, Supreme Court, Place 3","Justice, Supreme Court, Place 3","Justice, Supreme Court, Place 5","Justice, Supreme Court, Place 5","Justice, Supreme Court, Place 9","Justice, Supreme Court, Place 9","Judge, Court of Criminal Appeals, Place 5","Judge, Court of Criminal Appeals, Place 5","Judge, Court of Criminal Appeals, Place 6","Judge, Court of Criminal Appeals, Place 6",County Judge,County Judge
114,3,Precinct 12a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,3,Precinct 12a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,3,Precinct 12a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,4,Precinct 13,22,7,18,11,1,0,0,17,8,4,18,10,1,19,7,4,19,9,1,0,21,8,18,8,3,0,19,8,2,20,9,20,9,20,10,21,8,21,8
114,4,Precinct 13,57,13,56,18,1,1,0,55,17,4,57,17,0,56,16,3,57,16,1,0,57,16,54,15,4,1,54,18,2,58,18,57,19,57,18,58,17,57,16
114,4,Precinct 13,3,4,4,4,0,0,0,3,4,1,3,4,1,4,4,0,3,5,0,0,4,4,4,3,0,1,3,5,0,4,4,4,4,4,4,3,5,4,4
114,4,Precinct 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,4,Precinct 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,5,Precinct 14,10,0,10,1,0,0,0,10,1,0,10,1,0,10,1,0,10,1,0,0,10,1,10,1,0,0,10,1,0,10,1,10,1,10,1,10,1,10,1
114,5,Precinct 14,19,3,20,4,0,0,0,19,4,0,19,4,0,19,4,0,19,4,0,0,19,4,18,4,0,0,19,4,0,19,4,19,4,18,5,19,4,18,4
114,5,Precinct 14,2,1,3,2,0,0,0,3,2,0,3,2,0,3,2,0,3,2,0,0,3,2,3,2,0,0,3,2,0,3,2,3,2,3,1,3,2,3,2
114,5,Precinct 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,5,Precinct 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,6,Precinct 16,10,6,12,5,1,0,0,11,5,1,10,5,2,10,4,3,10,5,2,0,12,4,11,5,1,0,10,5,2,11,5,12,5,12,5,11,5,11,6
114,6,Precinct 16,14,8,14,7,0,1,0,14,7,0,12,8,2,14,7,1,16,6,0,0,15,7,14,6,2,0,15,7,0,15,7,14,8,15,7,14,8,14,8
114,6,Precinct 16,5,1,5,2,0,0,0,5,1,1,5,2,0,5,2,0,5,2,0,0,5,2,5,2,0,0,5,1,0,5,1,4,1,5,1,5,1,5,1
114,6,Precinct 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,6,Precinct 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,7,Precinct 103,25,4,24,7,0,1,0,23,6,1,25,5,1,22,5,1,23,5,1,0,23,7,23,5,1,1,23,7,0,23,7,23,8,23,7,23,7,24,7
114,7,Precinct 103,32,5,33,5,0,0,0,31,6,1,31,6,1,31,5,2,32,5,0,0,32,6,32,3,2,1,30,5,2,31,5,33,4,32,5,33,4,34,4
114,7,Precinct 103,3,1,3,1,0,0,0,3,1,0,2,1,0,2,1,0,2,1,0,0,2,1,2,1,0,0,2,1,0,2,1,2,1,2,1,2,1,3,1
114,7,Precinct 103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,7,Precinct 103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,8,Precinct 104,9,1,11,1,0,0,0,11,0,1,10,0,1,10,0,1,12,0,0,0,11,1,10,0,2,0,10,0,1,10,1,10,1,10,1,10,1,9,1
114,8,Precinct 104,48,1,48,1,0,0,0,47,1,1,45,1,2,48,1,0,47,1,0,0,48,1,48,1,0,0,47,1,0,47,1,48,1,48,1,48,1,48,1
114,8,Precinct 104,3,2,3,2,0,0,0,3,2,0,3,2,0,3,0,2,3,2,0,0,3,2,3,0,2,0,3,2,0,3,2,3,2,3,2,3,1,3,2
114,8,Precinct 104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,8,Precinct 104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,9,Precinct 24,69,5,68,8,0,0,0,66,8,2,67,8,0,65,8,1,66,8,0,0,66,8,64,7,1,1,65,8,2,67,8,65,8,65,8,64,9,66,8
114,9,Precinct 24,144,27,138,34,2,2,0,134,37,4,138,34,3,142,26,4,142,28,2,0,141,32,139,29,2,1,140,29,3,139,30,141,31,141,30,142,30,145,29
114,9,Precinct 24,8,2,9,2,0,0,0,9,2,0,8,3,0,9,2,0,9,2,0,0,9,2,8,2,1,0,8,3,0,9,2,9,2,9,2,9,2,8,2
114,9,Precinct 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,9,Precinct 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,10,Precinct 25,104,31,107,34,4,0,0,99,31,10,102,31,8,99,30,11,103,33,2,0,107,33,95,29,11,3,99,29,9,103,33,99,37,102,36,104,33,105,36
114,10,Precinct 25,322,70,319,78,7,1,1,305,83,13,307,83,12,312,77,9,315,75,8,0,315,81,309,74,10,5,304,77,15,310,82,315,82,308,80,308,80,324,74
114,10,Precinct 25,32,6,31,9,0,0,0,30,10,0,31,8,1,29,10,0,29,10,0,0,29,9,30,10,0,0,30,10,0,30,10,30,10,30,10,29,10,27,10
114,10,Precinct 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,10,Precinct 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,11,Precinct 26,28,1,29,0,0,0,0,28,0,1,27,2,0,25,2,1,27,0,1,0,28,1,27,0,1,0,27,0,1,27,0,25,3,28,0,28,0,29,0
114,11,Precinct 26,56,9,58,7,0,0,0,57,9,0,56,9,1,58,7,1,57,9,0,0,55,11,56,8,2,0,57,8,1,57,8,55,10,55,10,55,10,55,10
114,11,Precinct 26,7,1,7,1,0,0,0,7,1,0,7,1,0,7,1,0,6,1,0,0,7,1,7,1,0,0,6,1,0,6,1,6,1,6,1,6,1,7,1
114,11,Precinct 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,11,Precinct 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,12,Precinct 205,156,8,151,12,4,1,0,150,11,5,144,13,6,147,10,5,152,9,0,0,154,11,148,9,7,0,147,12,6,153,12,154,12,153,13,153,11,150,14
114,12,Precinct 205,459,30,465,31,3,2,0,445,34,17,456,35,8,462,26,6,459,27,4,1,464,27,455,27,9,3,458,25,7,460,30,456,34,458,29,459,29,456,31
114,12,Precinct 205,26,4,23,6,0,0,1,22,6,0,22,6,0,24,6,0,24,6,0,0,23,7,21,5,2,0,22,6,0,22,5,21,7,20,8,21,7,21,5
114,12,Precinct 205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,12,Precinct 205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,13,Precinct 207,175,9,176,5,5,1,0,173,7,5,174,7,5,170,9,6,171,10,2,0,175,10,169,9,6,0,168,7,8,176,8,175,9,175,10,177,8,176,9
114,13,Precinct 207,287,17,293,17,5,0,0,292,17,5,286,22,5,286,17,5,289,17,3,0,290,21,284,20,2,3,286,19,5,283,20,287,20,290,19,289,20,298,12
114,13,Precinct 207,20,1,20,1,0,0,0,20,1,0,20,1,0,19,1,0,20,1,0,0,18,1,19,1,0,0,18,1,0,17,1,17,1,17,1,17,1,14,1
114,13,Precinct 207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,13,Precinct 207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,14,Precinct 207c,148,20,150,23,0,2,0,148,22,2,147,22,4,146,22,2,149,22,0,0,151,21,149,20,1,1,143,24,5,147,22,149,22,148,22,146,25,151,21
114,14,Precinct 207c,114,14,115,15,0,1,0,111,13,4,111,15,4,113,11,6,115,13,1,0,115,16,110,13,6,0,115,15,1,114,15,113,18,114,17,115,16,117,14
114,14,Precinct 207c,9,3,9,3,0,0,0,9,3,0,9,3,0,9,3,0,9,3,0,0,8,4,9,2,0,0,8,3,0,8,2,10,2,9,3,8,2,9,2
114,14,Precinct 207c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,14,Precinct 207c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,15,Precinct 208,2,0,2,0,1,0,0,2,0,0,2,1,0,1,0,0,2,0,1,0,2,1,2,0,1,0,2,0,0,2,0,2,0,2,0,2,0,2,1
114,15,Precinct 208,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
114,15,Precinct 208,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
114,15,Precinct 208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,15,Precinct 208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,16,Precinct 208c,23,1,24,0,0,0,0,20,3,1,21,2,1,21,0,2,22,0,1,0,23,0,22,0,0,1,22,1,1,23,1,23,1,23,1,22,2,22,2
114,16,Precinct 208c,51,4,54,4,0,1,0,49,10,0,55,4,0,53,5,0,53,4,1,0,52,6,51,5,1,0,53,5,0,52,5,53,5,53,5,53,5,49,8
114,16,Precinct 208c,4,1,6,1,0,0,0,4,3,0,6,1,0,5,1,1,7,0,0,0,6,1,6,1,0,0,4,0,0,4,0,4,0,4,0,3,1,2,0
114,16,Precinct 208c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,16,Precinct 208c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,17,Precinct 31,17,4,16,5,1,0,0,16,5,1,16,5,1,17,4,1,16,6,0,0,17,5,16,5,1,0,16,4,2,16,6,16,6,18,4,17,5,16,5
114,17,Precinct 31,29,15,28,20,0,0,0,26,20,1,28,18,2,28,19,1,28,20,0,0,28,20,27,19,1,0,26,19,1,27,20,28,20,28,20,28,20,28,19
114,17,Precinct 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,17,Precinct 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,17,Precinct 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,18,Precinct 31a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,18,Precinct 31a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,18,Precinct 31a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,18,Precinct 31a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,18,Precinct 31a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,19,Precinct 32,5,3,5,3,0,0,0,5,3,0,5,3,0,5,3,0,5,3,0,0,5,3,5,3,0,0,5,3,0,5,3,5,3,6,2,6,2,5,3
114,19,Precinct 32,27,2,27,3,0,0,0,28,2,0,26,3,0,26,3,0,26,3,0,0,26,3,25,3,0,0,26,3,0,26,3,26,3,26,3,26,3,25,3
114,19,Precinct 32,3,4,3,4,0,0,0,3,4,0,3,5,0,3,4,0,3,4,0,0,3,4,3,4,0,0,2,4,0,2,5,1,5,2,5,2,5,2,4
114,19,Precinct 32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,19,Precinct 32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,20,Precinct 33,121,34,120,34,10,0,0,115,38,5,116,34,7,119,34,5,118,36,4,0,119,37,118,34,6,0,115,36,7,118,38,115,42,117,41,115,43,118,41
114,20,Precinct 33,297,51,284,64,3,2,0,278,67,7,279,66,8,280,63,8,282,67,3,0,280,65,276,63,6,3,272,70,9,280,67,282,68,282,67,283,68,287,65
114,20,Precinct 33,28,9,28,14,0,0,0,29,15,0,28,15,0,29,14,0,28,15,0,0,29,15,28,15,0,0,29,15,0,28,15,29,15,29,15,29,15,28,15
114,20,Precinct 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,20,Precinct 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,21,Precinct 34,115,34,111,38,2,1,0,108,37,6,108,39,6,112,33,7,116,33,1,1,117,33,108,32,8,3,109,36,6,110,39,110,40,112,38,109,41,114,38
114,21,Precinct 34,316,60,312,76,2,4,0,306,69,10,308,73,6,309,66,9,310,65,7,0,310,73,303,68,11,4,304,68,8,310,69,307,75,308,73,308,72,305,79
114,21,Precinct 34,30,8,28,10,1,1,0,28,12,1,27,12,2,31,9,0,31,10,0,0,29,11,30,10,1,0,30,9,0,30,8,31,9,31,8,30,8,30,9
114,21,Precinct 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,21,Precinct 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,22,Precinct 34a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,22,Precinct 34a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,22,Precinct 34a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,22,Precinct 34a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,22,Precinct 34a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,23,Precinct 35,27,8,28,6,1,0,0,27,5,3,27,6,2,27,6,2,28,6,0,0,28,7,28,5,2,0,27,6,2,28,6,28,6,29,5,28,6,28,7
114,23,Precinct 35,54,9,58,8,2,0,0,54,9,3,51,9,5,56,9,2,56,8,3,0,57,9,55,7,3,0,57,6,2,58,7,58,6,57,9,58,9,58,9
114,23,Precinct 35,5,2,5,1,0,0,0,5,1,0,5,1,0,6,1,0,4,1,1,0,6,1,6,0,0,1,6,1,0,6,1,6,1,6,1,6,1,6,1
114,23,Precinct 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,23,Precinct 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,24,Precinct 304,82,9,85,8,0,0,0,86,6,1,85,7,0,84,6,1,85,6,1,1,86,7,83,6,1,1,85,5,1,84,7,85,7,84,8,84,8,83,8
114,24,Precinct 304,170,11,170,16,0,0,0,166,17,2,166,20,0,169,12,1,169,14,0,0,169,17,166,15,0,3,165,16,3,168,15,170,14,169,15,167,17,166,21
114,24,Precinct 304,14,1,14,1,0,0,0,14,1,0,14,1,0,14,1,0,14,1,0,0,14,1,14,1,0,0,14,1,0,14,1,13,1,14,1,14,1,12,3
114,24,Precinct 304,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
114,24,Precinct 304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,25,Precinct 41,2,2,3,1,0,0,0,3,1,0,1,2,1,3,1,0,1,3,0,0,1,3,0,2,1,1,1,2,0,1,2,0,3,1,2,1,2,1,2
114,25,Precinct 41,3,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,3,0,3,0,2,0,3,0,3,0
114,25,Precinct 41,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
114,25,Precinct 41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,25,Precinct 41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,26,Precinct 42,53,17,50,17,2,2,1,51,17,2,47,19,4,46,19,5,48,19,2,0,50,20,46,17,4,3,46,20,3,50,18,50,19,49,19,48,21,48,23
114,26,Precinct 42,104,23,100,38,0,0,1,95,38,2,96,43,0,98,36,2,94,37,3,1,96,42,94,36,1,0,95,36,2,95,38,96,40,91,40,92,42,101,38
114,26,Precinct 42,4,1,4,2,0,0,0,4,2,0,3,2,0,3,1,0,3,2,0,0,3,1,3,2,0,0,3,3,0,3,2,3,2,3,2,3,3,3,2
114,26,Precinct 42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,26,Precinct 42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,27,Precinct 45,59,15,59,16,1,0,0,56,18,0,57,16,2,58,16,2,60,16,0,0,58,17,58,17,1,0,57,17,2,60,16,58,18,59,17,58,18,58,18
114,27,Precinct 45,103,27,103,27,1,1,0,97,28,7,100,28,4,101,26,3,102,27,3,0,100,30,100,28,3,0,100,28,4,104,28,99,31,101,29,103,27,99,30
114,27,Precinct 45,17,2,18,3,0,0,0,17,4,0,16,4,0,18,3,0,17,4,0,0,17,3,15,4,0,0,16,4,0,16,4,16,4,16,4,15,4,16,4
114,27,Precinct 45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,27,Precinct 45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,28,Precinct 46,126,18,128,15,5,3,0,126,17,5,123,20,7,122,15,8,127,14,1,0,126,18,119,17,8,0,126,16,5,127,18,129,19,126,17,127,18,129,20
114,28,Precinct 46,160,41,165,47,1,0,0,160,49,1,164,45,0,161,44,1,161,44,3,0,162,47,159,43,3,2,161,49,1,163,48,164,46,163,45,159,48,160,51
114,28,Precinct 46,9,2,9,4,0,0,0,9,4,0,9,4,0,9,4,0,9,4,0,0,9,4,8,4,0,0,8,3,1,8,4,7,4,7,4,7,3,9,2
114,28,Precinct 46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
