,,,,,#FormatVersion 1,,,,,,,,
RED RIVER,11/8/2022,GENERAL,4,0,2-4,474,Railroad Commissioner,Jaime Andres Diez,LIB,0,1,0,0
RED RIVER,11/8/2022,GENERAL,4,0,2-4,474,Railroad Commissioner,Hunter Wayne Crow,GRN,0,1,0,0
RED RIVER,11/8/2022,GENERAL,4,0,2-4,474,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,199,63,12,187
RED RIVER,11/8/2022,GENERAL,4,0,2-4,474,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,10,8,1,9
RED RIVER,11/8/2022,GENERAL,4,0,2-4,474,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,1,0,0
RED RIVER,11/8/2022,GENERAL,4,0,2-4,474,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,197,65,12,185
RED RIVER,11/8/2022,GENERAL,4,0,2-4,474,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,11,9,1,10
RED RIVER,11/8/2022,GENERAL,4,0,2-4,474,"Justice, Supreme Court, Place 9",Evan Young,REP,195,64,12,183
RED RIVER,11/8/2022,GENERAL,4,0,2-4,474,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,11,9,1,10
RED RIVER,11/8/2022,GENERAL,4,0,2-4,474,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,197,65,12,185
RED RIVER,11/8/2022,GENERAL,4,0,2-4,474,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,12,9,1,11
RED RIVER,11/8/2022,GENERAL,4,0,2-4,474,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,197,64,12,185
RED RIVER,11/8/2022,GENERAL,4,0,2-4,474,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,11,10,1,10
RED RIVER,11/8/2022,GENERAL,4,0,2-4,474,"Member, State Board of Education, District No. 12",Pam Little,REP,195,65,12,183
RED RIVER,11/8/2022,GENERAL,4,0,2-4,474,"Member, State Board of Education, District No. 12",Alex Cornwallis,DEM,11,8,1,9
RED RIVER,11/8/2022,GENERAL,4,0,2-4,474,"Member, State Board of Education, District No. 12",Christy Mowrey,LIB,4,2,0,4
RED RIVER,11/8/2022,GENERAL,4,0,2-4,474,"Member, State Board of Education, District No. 12",Rosiland Davis,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,2-4,474,"Member, State Board of Education, District No. 12",Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,2-4,474,"Member, State Board of Education, District No. 12",Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,"United States Representative, District No. 1",Nathaniel Moran,REP,138,45,9,129
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,DEM,141,63,5,136
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Governor,Greg Abbott,REP,140,44,9,131
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Governor,Beto O'Rourke,DEM,148,61,6,142
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Governor,Mark Tippetts,LIB,0,2,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Governor,Delilah Barrios,GRN,1,2,0,1
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Governor,Jacqueline Abernathy,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Governor,Mark V Goloby,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Governor,Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Governor,Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Lieutenant Governor,Dan Patrick,REP,136,43,9,127
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Lieutenant Governor,Mike Collier,DEM,145,59,6,139
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Lieutenant Governor,Shanna Steele,LIB,6,4,0,6
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Attorney General,Ken Paxton,REP,135,43,8,127
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Attorney General,Rochelle Mercedes Garza,DEM,142,59,5,137
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Attorney General,Mark Ash,LIB,9,6,1,8
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Comptroller of Public Accounts,Glenn Hegar,REP,140,41,9,131
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Comptroller of Public Accounts,Janet T. Dudding,DEM,143,56,6,137
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,3,7,0,3
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Commissioner of the General Land Office,Dawn Buckingham,REP,138,45,8,130
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Commissioner of the General Land Office,Jay Kleberg,DEM,145,60,7,138
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,2,1,0,2
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Commissioner of the General Land Office,Rejected write-ins,,1,0,0,1
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Commissioner of Agriculture,Sid Miller,REP,139,42,9,130
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Commissioner of Agriculture,Susan Hays,DEM,149,60,6,143
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Railroad Commissioner,Wayne Christian,REP,135,43,8,127
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Railroad Commissioner,Luke Warford,DEM,141,56,6,135
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Railroad Commissioner,Jaime Andres Diez,LIB,8,3,0,8
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,Railroad Commissioner,Hunter Wayne Crow,GRN,1,2,1,0
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,133,42,8,125
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,146,60,6,140
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,4,4,1,3
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,142,44,9,133
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,144,62,6,138
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,"Justice, Supreme Court, Place 9",Evan Young,REP,138,45,9,129
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,148,60,6,142
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,139,45,8,131
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,145,62,7,138
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,144,44,9,135
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,144,62,6,138
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,"Member, State Board of Education, District No. 12",Pam Little,REP,135,43,8,127
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,"Member, State Board of Education, District No. 12",Alex Cornwallis,DEM,143,60,5,138
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,"Member, State Board of Education, District No. 12",Christy Mowrey,LIB,8,5,2,6
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,"Member, State Board of Education, District No. 12",Rosiland Davis,,1,0,0,1
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,"Member, State Board of Education, District No. 12",Rejected write-ins,,1,0,0,1
RED RIVER,11/8/2022,GENERAL,4,0,3-1,1010,"Member, State Board of Education, District No. 12",Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"United States Representative, District No. 4",Pat Fallon,REP,195,74,11,184
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"United States Representative, District No. 4",Iro Omere,DEM,61,22,11,50
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"United States Representative, District No. 4",John Simmons,LIB,6,3,0,6
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Governor,Greg Abbott,REP,202,75,11,191
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Governor,Beto O'Rourke,DEM,64,22,11,53
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Governor,Mark Tippetts,LIB,0,1,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Governor,Delilah Barrios,GRN,0,1,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Governor,Jacqueline Abernathy,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Governor,Mark V Goloby,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Governor,Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Governor,Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Lieutenant Governor,Dan Patrick,REP,195,72,10,185
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Lieutenant Governor,Mike Collier,DEM,66,26,11,55
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Lieutenant Governor,Shanna Steele,LIB,1,1,0,1
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Attorney General,Ken Paxton,REP,194,72,11,183
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Attorney General,Rochelle Mercedes Garza,DEM,65,24,11,54
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Attorney General,Mark Ash,LIB,3,3,0,3
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Comptroller of Public Accounts,Glenn Hegar,REP,201,76,11,190
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Comptroller of Public Accounts,Janet T. Dudding,DEM,59,20,11,48
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,2,1,0,2
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Commissioner of the General Land Office,Dawn Buckingham,REP,197,74,11,186
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Commissioner of the General Land Office,Jay Kleberg,DEM,63,23,11,52
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,1,1,0,1
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Commissioner of Agriculture,Sid Miller,REP,199,72,11,188
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Commissioner of Agriculture,Susan Hays,DEM,65,26,11,54
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Railroad Commissioner,Wayne Christian,REP,201,72,11,190
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Railroad Commissioner,Luke Warford,DEM,62,21,11,51
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Railroad Commissioner,Jaime Andres Diez,LIB,2,2,0,2
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,Railroad Commissioner,Hunter Wayne Crow,GRN,0,1,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,198,74,11,187
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,63,23,11,52
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,2,0,0,2
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,198,76,11,187
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,64,22,11,53
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"Justice, Supreme Court, Place 9",Evan Young,REP,199,77,11,188
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,64,22,11,53
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,197,74,11,186
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,65,23,11,54
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,198,73,11,187
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,66,24,11,55
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"Member, State Board of Education, District No. 12",Pam Little,REP,199,74,11,188
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"Member, State Board of Education, District No. 12",Alex Cornwallis,DEM,61,22,11,50
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"Member, State Board of Education, District No. 12",Christy Mowrey,LIB,2,2,0,2
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"Member, State Board of Education, District No. 12",Rosiland Davis,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"Member, State Board of Education, District No. 12",Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,3-4,632,"Member, State Board of Education, District No. 12",Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,"United States Representative, District No. 1",Nathaniel Moran,REP,254,114,8,246
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,DEM,97,45,12,85
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Governor,Greg Abbott,REP,256,110,8,248
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Governor,Beto O'Rourke,DEM,104,47,13,91
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Governor,Mark Tippetts,LIB,0,2,0,0
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Governor,Delilah Barrios,GRN,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Governor,Jacqueline Abernathy,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Governor,Mark V Goloby,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Governor,Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Governor,Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Lieutenant Governor,Dan Patrick,REP,251,107,8,243
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Lieutenant Governor,Mike Collier,DEM,106,42,13,93
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Lieutenant Governor,Shanna Steele,LIB,2,9,0,2
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Attorney General,Ken Paxton,REP,256,110,8,248
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Attorney General,Rochelle Mercedes Garza,DEM,97,43,12,85
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Attorney General,Mark Ash,LIB,7,5,1,6
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Comptroller of Public Accounts,Glenn Hegar,REP,257,112,8,249
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Comptroller of Public Accounts,Janet T. Dudding,DEM,101,42,13,88
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,2,2,0,2
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Commissioner of the General Land Office,Dawn Buckingham,REP,257,108,8,249
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Commissioner of the General Land Office,Jay Kleberg,DEM,99,47,13,86
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,1,1,0,1
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Commissioner of the General Land Office,Carrie Evelyn Menger,,1,0,0,1
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Commissioner of Agriculture,Sid Miller,REP,258,110,8,250
RED RIVER,11/8/2022,GENERAL,4,0,4,1153,Commissioner of Agriculture,Susan Hays,DEM,101,46,13,88
