political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidatee_name,party code,early_votes,election_votes
Roberts County,11/8/2022,General Election,1,0,1 - MISD,166,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0
Roberts County,11/8/2022,General Election,1,0,1 - MISD,166,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,52,43
Roberts County,11/8/2022,General Election,1,0,1 - MISD,166,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,1,0
Roberts County,11/8/2022,General Election,1,0,1 - MISD,166,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,1
Roberts County,11/8/2022,General Election,1,0,1 - MISD,166,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,52,44
Roberts County,11/8/2022,General Election,1,0,1 - MISD,166,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,1,0
Roberts County,11/8/2022,General Election,1,0,1 - MISD,166,"Justice, Supreme Court, Place 9",Evan Young,REP,51,44
Roberts County,11/8/2022,General Election,1,0,1 - MISD,166,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,2,0
Roberts County,11/8/2022,General Election,1,0,1 - MISD,166,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,54,44
Roberts County,11/8/2022,General Election,1,0,1 - MISD,166,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,1,0
Roberts County,11/8/2022,General Election,1,0,1 - MISD,166,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,52,44
Roberts County,11/8/2022,General Election,1,0,1 - MISD,166,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,1,0
Roberts County,,School Board,1,0,1 - MISD,166,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Zach McDowell,,13,9
Roberts County,,School Board,1,0,1 - MISD,166,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Rusty Early,,12,3
Roberts County,,School Board,1,0,1 - MISD,166,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Tyler Rankin,,34,29
Roberts County,,School Board,1,0,1 - MISD,166,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Robert C. La Deau,,16,15
Roberts County,,School Board,1,0,1 - MISD,166,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Chad Brooks,,29,29
Roberts County,,General Election,0,0,2 - MISD,170,"United States Representative, District No. 13",Ronny Jackson,REP,66,39
Roberts County,,General Election,0,0,2 - MISD,170,"United States Representative, District No. 13",Kathleen Brown,DEM,2,1
Roberts County,,General Election,0,0,2 - MISD,170,Governor,Greg Abbott,REP,68,39
Roberts County,,General Election,0,0,2 - MISD,170,Governor,Beto O'Rourke,DEM,1,1
Roberts County,,General Election,0,0,2 - MISD,170,Governor,Mark Tippetts,LIB,0,0
Roberts County,,General Election,0,0,2 - MISD,170,Governor,Delilah Barrios,GRN,0,0
Roberts County,,General Election,0,0,2 - MISD,170,Governor,Jacqueline Abernathy,,0,0
Roberts County,,General Election,0,0,2 - MISD,170,Governor,Mark V Goloby,,0,0
Roberts County,,General Election,0,0,2 - MISD,170,Governor,Rejected write-ins,,0,0
Roberts County,,General Election,0,0,2 - MISD,170,Governor,Unassigned write-ins,,0,0
Roberts County,,General Election,0,0,2 - MISD,170,Lieutenant Governor,Dan Patrick,REP,60,39
Roberts County,,General Election,0,0,2 - MISD,170,Lieutenant Governor,Mike Collier,DEM,6,1
Roberts County,,General Election,0,0,2 - MISD,170,Lieutenant Governor,Shanna Steele,LIB,3,0
Roberts County,,General Election,0,0,2 - MISD,170,Attorney General,Ken Paxton,REP,66,39
Roberts County,,General Election,0,0,2 - MISD,170,Attorney General,Rochelle Mercedes Garza,DEM,0,1
Roberts County,,General Election,0,0,2 - MISD,170,Attorney General,Mark Ash,LIB,2,0
Roberts County,,General Election,0,0,2 - MISD,170,Comptroller of Public Accounts,Glenn Hegar,REP,67,38
Roberts County,,General Election,0,0,2 - MISD,170,Comptroller of Public Accounts,Janet T. Dudding,DEM,1,1
Roberts County,,General Election,0,0,2 - MISD,170,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,0
Roberts County,,General Election,0,0,2 - MISD,170,Commissioner of the General Land Office,Dawn Buckingham,REP,68,36
Roberts County,,General Election,0,0,2 - MISD,170,Commissioner of the General Land Office,Jay Kleberg,DEM,0,1
Roberts County,,General Election,0,0,2 - MISD,170,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,1
Roberts County,,General Election,0,0,2 - MISD,170,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
Roberts County,,General Election,0,0,2 - MISD,170,Commissioner of the General Land Office,Rejected write-ins,,0,0
Roberts County,,General Election,0,0,2 - MISD,170,Commissioner of the General Land Office,Unassigned write-ins,,0,0
Roberts County,,General Election,0,0,2 - MISD,170,Commissioner of Agriculture,Sid Miller,REP,66,37
Roberts County,,General Election,0,0,2 - MISD,170,Commissioner of Agriculture,Susan Hays,DEM,2,1
Roberts County,,General Election,0,0,2 - MISD,170,Railroad Commissioner,Wayne Christian,REP,64,38
Roberts County,,General Election,0,0,2 - MISD,170,Railroad Commissioner,Luke Warford,DEM,3,1
Roberts County,,General Election,0,0,2 - MISD,170,Railroad Commissioner,Jaime Andres Diez,LIB,1,0
Roberts County,,General Election,0,0,2 - MISD,170,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0
Roberts County,,General Election,0,0,2 - MISD,170,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,66,38
Roberts County,,General Election,0,0,2 - MISD,170,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,2,1
Roberts County,,General Election,0,0,2 - MISD,170,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,0
Roberts County,,General Election,0,0,2 - MISD,170,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,67,36
Roberts County,,General Election,0,0,2 - MISD,170,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,1,1
Roberts County,,General Election,0,0,2 - MISD,170,"Justice, Supreme Court, Place 9",Evan Young,REP,67,37
Roberts County,,General Election,0,0,2 - MISD,170,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,1,1
Roberts County,,General Election,0,0,2 - MISD,170,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,68,38
Roberts County,,General Election,0,0,2 - MISD,170,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,0,1
Roberts County,,General Election,0,0,2 - MISD,170,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,66,36
Roberts County,,General Election,0,0,2 - MISD,170,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,2,2
Roberts County,,School Board,0,0,2 - MISD,170,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Zach McDowell,,11,12
Roberts County,,School Board,0,0,2 - MISD,170,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Rusty Early,,5,4
Roberts County,,School Board,0,0,2 - MISD,170,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Tyler Rankin,,53,29
Roberts County,,School Board,0,0,2 - MISD,170,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Robert C. La Deau,,11,9
Roberts County,,School Board,0,0,2 - MISD,170,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Chad Brooks,,34,22
Roberts County,,General Election,0,0,3,12,"United States Representative, District No. 13",Ronny Jackson,REP,7,3
Roberts County,,General Election,0,0,3,12,"United States Representative, District No. 13",Kathleen Brown,DEM,0,0
Roberts County,,General Election,0,0,3,12,Governor,Greg Abbott,REP,7,3
Roberts County,,General Election,0,0,3,12,Governor,Beto O'Rourke,DEM,0,0
Roberts County,,General Election,0,0,3,12,Governor,Mark Tippetts,LIB,0,0
Roberts County,,General Election,0,0,3,12,Governor,Delilah Barrios,GRN,0,0
Roberts County,,General Election,0,0,3,12,Governor,Jacqueline Abernathy,,0,0
Roberts County,,General Election,0,0,3,12,Governor,Mark V Goloby,,0,0
Roberts County,,General Election,0,0,3,12,Governor,Rejected write-ins,,0,0
Roberts County,,General Election,0,0,3,12,Governor,Unassigned write-ins,,0,0
Roberts County,,General Election,0,0,3,12,Lieutenant Governor,Dan Patrick,REP,7,3
Roberts County,,General Election,0,0,3,12,Lieutenant Governor,Mike Collier,DEM,0,0
Roberts County,,General Election,0,0,3,12,Lieutenant Governor,Shanna Steele,LIB,0,0
Roberts County,,General Election,0,0,3,12,Attorney General,Ken Paxton,REP,7,3
Roberts County,,General Election,0,0,3,12,Attorney General,Rochelle Mercedes Garza,DEM,0,0
Roberts County,,General Election,0,0,3,12,Attorney General,Mark Ash,LIB,0,0
Roberts County,,General Election,0,0,3,12,Comptroller of Public Accounts,Glenn Hegar,REP,6,3
Roberts County,,General Election,0,0,3,12,Comptroller of Public Accounts,Janet T. Dudding,DEM,1,0
Roberts County,,General Election,0,0,3,12,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,0
Roberts County,,General Election,0,0,3,12,Commissioner of the General Land Office,Dawn Buckingham,REP,7,3
Roberts County,,General Election,0,0,3,12,Commissioner of the General Land Office,Jay Kleberg,DEM,0,0
Roberts County,,General Election,0,0,3,12,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,0
Roberts County,,General Election,0,0,3,12,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
Roberts County,,General Election,0,0,3,12,Commissioner of the General Land Office,Rejected write-ins,,0,0
Roberts County,,General Election,0,0,3,12,Commissioner of the General Land Office,Unassigned write-ins,,0,0
Roberts County,,General Election,0,0,3,12,Commissioner of Agriculture,Sid Miller,REP,7,3
Roberts County,,General Election,0,0,3,12,Commissioner of Agriculture,Susan Hays,DEM,0,0
Roberts County,,General Election,0,0,3,12,Railroad Commissioner,Wayne Christian,REP,7,3
Roberts County,,General Election,0,0,3,12,Railroad Commissioner,Luke Warford,DEM,0,0
Roberts County,,General Election,0,0,3,12,Railroad Commissioner,Jaime Andres Diez,LIB,0,0
Roberts County,,General Election,0,0,3,12,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0
Roberts County,,General Election,0,0,3,12,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,6,3
Roberts County,,General Election,0,0,3,12,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,1,0
Roberts County,,General Election,0,0,3,12,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,0
Roberts County,,General Election,0,0,3,12,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,7,3
Roberts County,,General Election,0,0,3,12,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,0,0
Roberts County,,General Election,0,0,3,12,"Justice, Supreme Court, Place 9",Evan Young,REP,7,3
Roberts County,,General Election,0,0,3,12,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,0,0
Roberts County,,General Election,0,0,3,12,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,7,3
Roberts County,,General Election,0,0,3,12,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,0,0
Roberts County,,General Election,0,0,3,12,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,7,3
Roberts County,,General Election,0,0,3,12,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,0,0
Roberts County,,General Election,0,0,3 - MISD,156,"United States Representative, District No. 13",Ronny Jackson,REP,42,39
Roberts County,,General Election,0,0,3 - MISD,156,"United States Representative, District No. 13",Kathleen Brown,DEM,2,2
Roberts County,,General Election,0,0,3 - MISD,156,Governor,Greg Abbott,REP,42,38
Roberts County,,General Election,0,0,3 - MISD,156,Governor,Beto O'Rourke,DEM,0,2
Roberts County,,General Election,0,0,3 - MISD,156,Governor,Mark Tippetts,LIB,2,0
Roberts County,,General Election,0,0,3 - MISD,156,Governor,Delilah Barrios,GRN,0,1
Roberts County,,General Election,0,0,3 - MISD,156,Governor,Jacqueline Abernathy,,0,0
Roberts County,,General Election,0,0,3 - MISD,156,Governor,Mark V Goloby,,0,0
Roberts County,,General Election,0,0,3 - MISD,156,Governor,Rejected write-ins,,0,0
Roberts County,,General Election,0,0,3 - MISD,156,Governor,Unassigned write-ins,,0,0
Roberts County,,General Election,0,0,3 - MISD,156,Lieutenant Governor,Dan Patrick,REP,34,38
Roberts County,,General Election,0,0,3 - MISD,156,Lieutenant Governor,Mike Collier,DEM,8,2
Roberts County,,General Election,0,0,3 - MISD,156,Lieutenant Governor,Shanna Steele,LIB,1,0
Roberts County,,General Election,0,0,3 - MISD,156,Attorney General,Ken Paxton,REP,42,38
Roberts County,,General Election,0,0,3 - MISD,156,Attorney General,Rochelle Mercedes Garza,DEM,1,3
Roberts County,,General Election,0,0,3 - MISD,156,Attorney General,Mark Ash,LIB,1,0
Roberts County,,General Election,0,0,3 - MISD,156,Comptroller of Public Accounts,Glenn Hegar,REP,41,39
Roberts County,,General Election,0,0,3 - MISD,156,Comptroller of Public Accounts,Janet T. Dudding,DEM,1,2
Roberts County,,General Election,0,0,3 - MISD,156,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,2,0
Roberts County,,General Election,0,0,3 - MISD,156,Commissioner of the General Land Office,Dawn Buckingham,REP,42,38
Roberts County,,General Election,0,0,3 - MISD,156,Commissioner of the General Land Office,Jay Kleberg,DEM,2,2
Roberts County,,General Election,0,0,3 - MISD,156,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,0
Roberts County,,General Election,0,0,3 - MISD,156,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,1
Roberts County,,General Election,0,0,3 - MISD,156,Commissioner of the General Land Office,Rejected write-ins,,0,0
Roberts County,,General Election,0,0,3 - MISD,156,Commissioner of the General Land Office,Unassigned write-ins,,0,0
Roberts County,,General Election,0,0,3 - MISD,156,Commissioner of Agriculture,Sid Miller,REP,41,38
Roberts County,,General Election,0,0,3 - MISD,156,Commissioner of Agriculture,Susan Hays,DEM,2,2
Roberts County,,General Election,0,0,3 - MISD,156,Railroad Commissioner,Wayne Christian,REP,39,38
Roberts County,,General Election,0,0,3 - MISD,156,Railroad Commissioner,Luke Warford,DEM,0,2
Roberts County,,General Election,0,0,3 - MISD,156,Railroad Commissioner,Jaime Andres Diez,LIB,1,0
Roberts County,,General Election,0,0,3 - MISD,156,Railroad Commissioner,Hunter Wayne Crow,GRN,3,0
Roberts County,,General Election,0,0,3 - MISD,156,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,41,37
Roberts County,,General Election,0,0,3 - MISD,156,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,1,2
Roberts County,,General Election,0,0,3 - MISD,156,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,2,1
Roberts County,,General Election,0,0,3 - MISD,156,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,42,38
Roberts County,,General Election,0,0,3 - MISD,156,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,2,2
Roberts County,,General Election,0,0,3 - MISD,156,"Justice, Supreme Court, Place 9",Evan Young,REP,42,38
Roberts County,,General Election,0,0,3 - MISD,156,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,2,2
Roberts County,,General Election,0,0,3 - MISD,156,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,42,36
Roberts County,,General Election,0,0,3 - MISD,156,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,2,3
Roberts County,,General Election,0,0,3 - MISD,156,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,42,37
Roberts County,,General Election,0,0,3 - MISD,156,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,2,3
Roberts County,,School Board,0,0,3 - MISD,156,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Zach McDowell,,12,10
Roberts County,,School Board,0,0,3 - MISD,156,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Rusty Early,,6,7
Roberts County,,School Board,0,0,3 - MISD,156,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Tyler Rankin,,30,20
Roberts County,,School Board,0,0,3 - MISD,156,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Robert C. La Deau,,6,12
Roberts County,,School Board,0,0,3 - MISD,156,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Chad Brooks,,25,22
Roberts County,,General Election,0,0,4 - 1 MISD,104,"United States Representative, District No. 13",Ronny Jackson,REP,33,32
Roberts County,,General Election,0,0,4 - 1 MISD,104,"United States Representative, District No. 13",Kathleen Brown,DEM,1,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Governor,Greg Abbott,REP,33,32
Roberts County,,General Election,0,0,4 - 1 MISD,104,Governor,Beto O'Rourke,DEM,0,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Governor,Mark Tippetts,LIB,1,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Governor,Delilah Barrios,GRN,0,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Governor,Jacqueline Abernathy,,0,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Governor,Mark V Goloby,,0,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Governor,Rejected write-ins,,0,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Governor,Unassigned write-ins,,0,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Lieutenant Governor,Dan Patrick,REP,32,28
Roberts County,,General Election,0,0,4 - 1 MISD,104,Lieutenant Governor,Mike Collier,DEM,1,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Lieutenant Governor,Shanna Steele,LIB,1,1
Roberts County,,General Election,0,0,4 - 1 MISD,104,Attorney General,Ken Paxton,REP,31,31
Roberts County,,General Election,0,0,4 - 1 MISD,104,Attorney General,Rochelle Mercedes Garza,DEM,0,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Attorney General,Mark Ash,LIB,3,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Comptroller of Public Accounts,Glenn Hegar,REP,33,30
Roberts County,,General Election,0,0,4 - 1 MISD,104,Comptroller of Public Accounts,Janet T. Dudding,DEM,0,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,1,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Commissioner of the General Land Office,Dawn Buckingham,REP,33,29
Roberts County,,General Election,0,0,4 - 1 MISD,104,Commissioner of the General Land Office,Jay Kleberg,DEM,0,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Commissioner of the General Land Office,Rejected write-ins,,0,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Commissioner of the General Land Office,Unassigned write-ins,,0,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Commissioner of Agriculture,Sid Miller,REP,33,29
Roberts County,,General Election,0,0,4 - 1 MISD,104,Commissioner of Agriculture,Susan Hays,DEM,1,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Railroad Commissioner,Wayne Christian,REP,32,29
Roberts County,,General Election,0,0,4 - 1 MISD,104,Railroad Commissioner,Luke Warford,DEM,0,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Railroad Commissioner,Jaime Andres Diez,LIB,1,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,32,29
Roberts County,,General Election,0,0,4 - 1 MISD,104,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,1,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,1,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,33,29
Roberts County,,General Election,0,0,4 - 1 MISD,104,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,0,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,"Justice, Supreme Court, Place 9",Evan Young,REP,32,27
Roberts County,,General Election,0,0,4 - 1 MISD,104,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,1,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,33,28
Roberts County,,General Election,0,0,4 - 1 MISD,104,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,1,0
Roberts County,,General Election,0,0,4 - 1 MISD,104,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,33,28
Roberts County,,General Election,0,0,4 - 1 MISD,104,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,1,0
Roberts County,,School Board,0,0,4 - 1 MISD,104,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Zach McDowell,,11,9
Roberts County,,School Board,0,0,4 - 1 MISD,104,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Rusty Early,,5,4
Roberts County,,School Board,0,0,4 - 1 MISD,104,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Tyler Rankin,,17,16
Roberts County,,School Board,0,0,4 - 1 MISD,104,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Robert C. La Deau,,6,8
Roberts County,,School Board,0,0,4 - 1 MISD,104,MIAMI INDEPENDENT SCHOOL DISTRICT Trustees,Chad Brooks,,19,13
Roberts County,,General Election,0,0,4-2.,88,"United States Representative, District No. 13",Ronny Jackson,REP,22,47
Roberts County,,General Election,0,0,4-2.,88,"United States Representative, District No. 13",Kathleen Brown,DEM,0,4
Roberts County,,General Election,0,0,4-2.,88,Governor,Greg Abbott,REP,22,47
Roberts County,,General Election,0,0,4-2.,88,Governor,Beto O'Rourke,DEM,0,3
Roberts County,,General Election,0,0,4-2.,88,Governor,Mark Tippetts,LIB,0,1
Roberts County,,General Election,0,0,4-2.,88,Governor,Delilah Barrios,GRN,0,0
Roberts County,,General Election,0,0,4-2.,88,Governor,Jacqueline Abernathy,,0,0
Roberts County,,General Election,0,0,4-2.,88,Governor,Mark V Goloby,,0,0
Roberts County,,General Election,0,0,4-2.,88,Governor,Rejected write-ins,,0,0
Roberts County,,General Election,0,0,4-2.,88,Governor,Unassigned write-ins,,0,0
Roberts County,,General Election,0,0,4-2.,88,Lieutenant Governor,Dan Patrick,REP,22,45
Roberts County,,General Election,0,0,4-2.,88,Lieutenant Governor,Mike Collier,DEM,0,4
Roberts County,,General Election,0,0,4-2.,88,Lieutenant Governor,Shanna Steele,LIB,0,1
Roberts County,,General Election,0,0,4-2.,88,Attorney General,Ken Paxton,REP,22,46
Roberts County,,General Election,0,0,4-2.,88,Attorney General,Rochelle Mercedes Garza,DEM,0,3
Roberts County,,General Election,0,0,4-2.,88,Attorney General,Mark Ash,LIB,0,1
Roberts County,,General Election,0,0,4-2.,88,Comptroller of Public Accounts,Glenn Hegar,REP,22,48
Roberts County,,General Election,0,0,4-2.,88,Comptroller of Public Accounts,Janet T. Dudding,DEM,0,2
Roberts County,,General Election,0,0,4-2.,88,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,0
Roberts County,,General Election,0,0,4-2.,88,Commissioner of the General Land Office,Dawn Buckingham,REP,22,47
Roberts County,,General Election,0,0,4-2.,88,Commissioner of the General Land Office,Jay Kleberg,DEM,0,3
Roberts County,,General Election,0,0,4-2.,88,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,0
Roberts County,,General Election,0,0,4-2.,88,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
Roberts County,,General Election,0,0,4-2.,88,Commissioner of the General Land Office,Rejected write-ins,,0,0
Roberts County,,General Election,0,0,4-2.,88,Commissioner of the General Land Office,Unassigned write-ins,,0,0
Roberts County,,General Election,0,0,4-2.,88,Commissioner of Agriculture,Sid Miller,REP,22,48
Roberts County,,General Election,0,0,4-2.,88,Commissioner of Agriculture,Susan Hays,DEM,0,2
