political_subdivision,election_date,election _name,total_provisionals,total_provisionals counted,precinct-number,precinct_split,Registered Voters,Ballots Cast,race_name,candidate_name,party_code,early_votes,election_votes,,,absentee_votes,early_vote total,,total_votes
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,Comptroller of Public Accounts,Janet T. Dudding,DEM,9,8,,,1,10,,18
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,4,1,,,0,4,,5
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,Commissioner of the General Land Office,Dawn Buckingham,REP,233,166,,,4,237,,403
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,Commissioner of the General Land Office,Jay Kleberg,DEM,12,7,,,1,13,,20
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,1,2,,,0,1,,3
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,Commissioner of the General Land Office,Rejected write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,Commissioner of the General Land Office,Unassigned write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,Commissioner of Agriculture,Sid Miller,REP,233,164,,,4,237,,401
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,Commissioner of Agriculture,Susan Hays,DEM,14,10,,,1,15,,25
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,Railroad Commissioner,Wayne Christian,REP,234,162,,,4,238,,400
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,Railroad Commissioner,Luke Warford,DEM,11,8,,,1,12,,20
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,Railroad Commissioner,Jaime Andres Diez,LIB,1,3,,,0,1,,4
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,Railroad Commissioner,Hunter Wayne Crow,GRN,1,1,,,0,1,,2
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,236,168,,,4,240,,408
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,10,5,,,1,11,,16
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,3,2,,,0,3,,5
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,237,166,,,4,241,,407
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,12,10,,,1,13,,23
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,"Justice, Supreme Court, Place 9",Evan Young,REP,238,168,,,4,,,410
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,12,7,,,1,242,,20
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,237,169,,,4,241,,410
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,12,7,,,1,13,,20
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,238,167,,,4,242,,409
Gaines County,11/8/2022,General Election,5,1,2,2,9933,432,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,12,8,,,1,13,,21
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,"United States Representative, District No. 19",Jodey C. Arrington,REP,202,146,,,13,215,,361
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,"United States Representative, District No. 19",Nathan Lewis,IND,20,13,,,4,24,,37
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Governor,Greg Abbott,REP,201,140,,,13,214,,354
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Governor,Beto O'Rourke,DEM,21,16,,,4,25,,41
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Governor,Mark Tippetts,LIB,3,2,,,0,3,,5
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Governor,Delilah Barrios,GRN,1,0,,,0,1,,1
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Governor,Rejected write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Governor,Unassigned write-ins,,1,0,,,0,1,,1
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Lieutenant Governor,Dan Patrick,REP,196,141,,,12,208,,349
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Lieutenant Governor,Mike Collier,DEM,24,13,,,5,29,,42
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Lieutenant Governor,Shanna Steele,LIB,6,4,,,0,6,,10
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Attorney General,Ken Paxton,REP,196,142,,,13,209,,351
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Attorney General,Rochelle Mercedes Garza,DEM,22,13,,,4,26,,39
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Attorney General,Mark Ash,LIB,7,2,,,0,7,,9
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Comptroller of Public Accounts,Glenn Hegar,REP,196,144,,,12,208,,352
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Comptroller of Public Accounts,Janet T. Dudding,DEM,20,11,,,5,25,,36
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,7,3,,,0,7,,10
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Commissioner of the General Land Office,Dawn Buckingham,REP,202,146,,,12,214,,360
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Commissioner of the General Land Office,Jay Kleberg,DEM,19,12,,,5,24,,36
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,1,0,,,0,1,,1
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Commissioner of the General Land Office,Rejected write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Commissioner of the General Land Office,Unassigned write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Commissioner of Agriculture,Sid Miller,REP,204,146,,,12,216,,362
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Commissioner of Agriculture,Susan Hays,DEM,21,12,,,5,26,,38
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Railroad Commissioner,Wayne Christian,REP,199,141,,,12,211,,352
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Railroad Commissioner,Luke Warford,DEM,21,11,,,5,26,,37
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Railroad Commissioner,Jaime Andres Diez,LIB,4,5,,,0,4,,9
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,200,140,,,13,213,,353
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,21,12,,,4,25,,37
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,4,5,,,0,4,,9
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,202,145,,,14,216,,361
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,23,13,,,3,26,,39
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,"Justice, Supreme Court, Place 9",Evan Young,REP,200,145,,,13,213,,358
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,23,12,,,4,27,,39
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,204,144,,,12,216,,360
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,21,13,,,5,26,,39
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,203,145,,,12,215,,360
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,22,12,,,5,27,,39
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,CITY OF SEMINOLE Proposition A,For,,121,73,,,8,129,,202
Gaines County,11/8/2022,General Election,5,1,2,2 - SEM,9933,403,CITY OF SEMINOLE Proposition A,Against,,104,83,,,7,111,,194
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,"United States Representative, District No. 19",Jodey C. Arrington,REP,527,284,,,8,535,,819
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,"United States Representative, District No. 19",Nathan Lewis,IND,14,19,,,0,14,,33
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Governor,Greg Abbott,REP,535,284,,,10,545,,829
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Governor,Beto O'Rourke,DEM,6,22,,,0,6,,28
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Governor,Mark Tippetts,LIB,4,4,,,0,4,,8
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Governor,Delilah Barrios,GRN,1,0,,,0,1,,1
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Governor,Rejected write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Governor,Unassigned write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Lieutenant Governor,Dan Patrick,REP,525,277,,,9,534,,811
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Lieutenant Governor,Mike Collier,DEM,10,26,,,0,10,,36
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Lieutenant Governor,Shanna Steele,LIB,9,4,,,1,10,,14
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Attorney General,Ken Paxton,REP,529,277,,,9,538,,815
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Attorney General,Rochelle Mercedes Garza,DEM,7,22,,,0,7,,29
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Attorney General,Mark Ash,LIB,8,4,,,1,9,,13
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Comptroller of Public Accounts,Glenn Hegar,REP,527,278,,,10,537,,815
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Comptroller of Public Accounts,Janet T. Dudding,DEM,8,20,,,0,8,,28
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,4,6,,,0,4,,10
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Commissioner of the General Land Office,Dawn Buckingham,REP,530,284,,,10,540,,824
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Commissioner of the General Land Office,Jay Kleberg,DEM,8,17,,,0,8,,25
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,2,1,,,0,2,,3
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Commissioner of the General Land Office,Rejected write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Commissioner of the General Land Office,Unassigned write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Commissioner of Agriculture,Sid Miller,REP,532,280,,,10,542,,822
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Commissioner of Agriculture,Susan Hays,DEM,9,23,,,0,9,,32
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Railroad Commissioner,Wayne Christian,REP,524,277,,,10,534,,811
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Railroad Commissioner,Luke Warford,DEM,8,20,,,0,8,,28
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Railroad Commissioner,Jaime Andres Diez,LIB,6,5,,,0,6,,11
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,Railroad Commissioner,Hunter Wayne Crow,GRN,2,1,,,0,2,,3
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,523,281,,,10,533,,814
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,8,21,,,0,8,,29
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,7,3,,,0,7,,10
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,530,281,,,10,540,,821
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,10,22,,,0,10,,32
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,"Justice, Supreme Court, Place 9",Evan Young,REP,529,282,,,10,539,,821
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,11,21,,,0,11,,32
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,530,281,,,9,539,,820
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,9,18,,,0,9,,27
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,529,281,,,9,538,,819
Gaines County,11/8/2022,General Election,5,1,3,3,9933,866,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,10,17,,,0,10,,27
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,"United States Representative, District No. 19",Jodey C. Arrington,REP,344,150,,,18,362,,512
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,"United States Representative, District No. 19",Nathan Lewis,IND,25,12,,,0,25,,37
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Governor,Greg Abbott,REP,343,143,,,16,359,,502
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Governor,Beto O'Rourke,DEM,28,20,,,3,31,,51
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Governor,Mark Tippetts,LIB,2,2,,,0,2,,4
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Governor,Delilah Barrios,GRN,1,0,,,0,1,,1
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Governor,Rejected write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Governor,Unassigned write-ins,,0,1,,,0,0,,1
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Lieutenant Governor,Dan Patrick,REP,325,137,,,16,341,,478
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Lieutenant Governor,Mike Collier,DEM,39,24,,,3,42,,66
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Lieutenant Governor,Shanna Steele,LIB,4,5,,,0,4,,9
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Attorney General,Ken Paxton,REP,332,143,,,15,347,,490
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Attorney General,Rochelle Mercedes Garza,DEM,31,21,,,3,34,,55
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Attorney General,Mark Ash,LIB,5,2,,,0,5,,7
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Comptroller of Public Accounts,Glenn Hegar,REP,343,147,,,17,360,,507
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Comptroller of Public Accounts,Janet T. Dudding,DEM,24,14,,,1,25,,39
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,2,3,,,0,2,,5
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Commissioner of the General Land Office,Dawn Buckingham,REP,340,148,,,17,357,,505
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Commissioner of the General Land Office,Jay Kleberg,DEM,27,16,,,1,28,,44
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Commissioner of the General Land Office,Rejected write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Commissioner of the General Land Office,Unassigned write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Commissioner of Agriculture,Sid Miller,REP,339,146,,,16,355,,501
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Commissioner of Agriculture,Susan Hays,DEM,27,18,,,3,30,,48
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Railroad Commissioner,Wayne Christian,REP,338,146,,,18,356,,502
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Railroad Commissioner,Luke Warford,DEM,22,14,,,0,22,,36
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Railroad Commissioner,Jaime Andres Diez,LIB,2,4,,,0,2,,6
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,342,146,,,17,359,,505
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,25,17,,,1,26,,43
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,2,,,0,0,,2
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,341,148,,,17,358,,506
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,25,17,,,1,26,,43
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,"Justice, Supreme Court, Place 9",Evan Young,REP,340,145,,,16,356,,501
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,24,18,,,1,25,,43
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,341,149,,,17,358,,507
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,25,15,,,1,26,,41
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,336,146,,,17,353,,499
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,26,17,,,1,27,,44
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,CITY OF SEMINOLE Proposition A,For,,223,99,,,12,235,,334
Gaines County,11/8/2022,General Election,5,1,3,3 - SEM,9933,559,CITY OF SEMINOLE Proposition A,Against,,140,64,,,6,146,,210
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,"United States Representative, District No. 19",Jodey C. Arrington,REP,176,106,,,1,177,,283
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,"United States Representative, District No. 19",Nathan Lewis,IND,3,2,,,0,3,,5
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Governor,Greg Abbott,REP,184,106,,,1,185,,291
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Governor,Beto O'Rourke,DEM,1,2,,,0,1,,3
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Governor,Mark Tippetts,LIB,0,1,,,0,0,,1
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Governor,Delilah Barrios,GRN,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Governor,Rejected write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Governor,Unassigned write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Lieutenant Governor,Dan Patrick,REP,183,103,,,1,184,,287
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Lieutenant Governor,Mike Collier,DEM,0,1,,,0,0,,1
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Lieutenant Governor,Shanna Steele,LIB,0,2,,,0,0,,2
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Attorney General,Ken Paxton,REP,183,102,,,1,184,,286
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Attorney General,Rochelle Mercedes Garza,DEM,0,1,,,0,0,,1
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Attorney General,Mark Ash,LIB,0,3,,,0,0,,3
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Comptroller of Public Accounts,Glenn Hegar,REP,182,102,,,1,183,,285
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Comptroller of Public Accounts,Janet T. Dudding,DEM,0,1,,,0,0,,1
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,2,,,0,0,,2
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Commissioner of the General Land Office,Dawn Buckingham,REP,179,103,,,1,180,,283
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Commissioner of the General Land Office,Jay Kleberg,DEM,1,2,,,0,1,,3
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,1,0,,,0,1,,1
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Commissioner of the General Land Office,Rejected write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Commissioner of the General Land Office,Unassigned write-ins,,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Commissioner of Agriculture,Sid Miller,REP,182,103,,,1,183,,286
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Commissioner of Agriculture,Susan Hays,DEM,0,2,,,0,0,,2
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Railroad Commissioner,Wayne Christian,REP,182,102,,,1,183,,285
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Railroad Commissioner,Luke Warford,DEM,0,2,,,0,0,,2
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Railroad Commissioner,Jaime Andres Diez,LIB,0,1,,,0,0,,1
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0,,,0,0,,0
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,182,102,,,1,183,,285
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,0,2,,,0,0,,2
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,1,,,0,0,,1
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,180,103,,,1,181,,284
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,0,2,,,0,0,,2
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,"Justice, Supreme Court, Place 9",Evan Young,REP,182,103,,,1,183,,286
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,0,2,,,0,0,,2
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,181,103,,,1,182,,285
Gaines County,11/8/2022,General Election,5,1,4,4,9933,295,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,0,2,,,0,0,,2
