political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,Election Day Votes
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"Judge, Court of Criminal Appeals Place 6","Jesse F. McClure, III",REP,922,293
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"Judge, Court of Criminal Appeals Place 6",Robert Johnson,DEM,362,134
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"Member, State Board of Education, District 7",Julie Pickren,REP,907,279
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"Member, State Board of Education, District 7",Dan Hochman,DEM,350,126
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"Member, State Board of Education, District 7",Alan Pyeatt,LIB,25,21
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"State Senator, District 17",Joan Huffman,REP,939,294
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"State Senator, District 17",Titus Benton,DEM,352,130
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"Chief Justice, 1st Court of Appeals District",Terry Adams,REP,912,288
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"Chief Justice, 1st Court of Appeals District",Julie Countiss,DEM,343,124
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"Chief Justice, 1st Court of Appeals District",Ted Wood,IND,25,15
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"Justice, 1st Court of Appeals District, Place 4",April Farris,REP,922,291
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"Justice, 1st Court of Appeals District, Place 4",Mike Engelhart,DEM,360,137
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"Justice, 14th Court of Appeals District, Place 2",Kevin Jewell,REP,923,292
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"Justice, 14th Court of Appeals District, Place 2",Cherí C. Thomas,DEM,356,135
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"Justice, 14th Court of Appeals District, Place 9",Randy Wilson,REP,934,291
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"Justice, 14th Court of Appeals District, Place 9",William Demond,DEM,349,135
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"District Judge, 239th Judicial District",Greg Hill,REP,928,291
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"District Judge, 239th Judicial District",Percy C. Singleton Jr.,DEM,359,135
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,County Judge,Matt Sebesta,REP,980,309
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,County Judge,Jim Mooney,DEM,311,116
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"Judge, County Court at Law No. 2",Thomas Pfeiffer,REP,931,293
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,"Judge, County Court at Law No. 2",Terence Norman,DEM,359,134
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,District Clerk,Cassandra Tigner,REP,929,287
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,District Clerk,Arnetta Murray,DEM,350,136
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,County Treasurer,Angela Dees,REP,947,305
BRAZORIA COUNTY,11/8/2022,General Election,,,1 - AISD,4602,County Treasurer,"Mason L. (Mase) Weems, 6",DEM,340,122
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,U. S. Representative District 14,Randy Weber,REP,1225,357
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,U. S. Representative District 14,Mikal Williams,DEM,300,105
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Governor,Greg Abbott,REP,1183,344
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Governor,Beto O'Rourke,DEM,326,112
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Governor,Mark Tippetts,LIB,15,9
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Governor,Delilah Barrios,GRE,2,1
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Governor,Jacqueline Abernathy,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Governor,Mark V Goloby,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Governor,Rejected write-ins,,3,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Governor,Unassigned write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Lieutenant Governor,Dan Patrick,REP,1153,333
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Lieutenant Governor,Mike Collier,DEM,339,106
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Lieutenant Governor,Shanna Steele,LIB,34,23
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Attorney General,Ken Paxton,REP,1156,341
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Attorney General,Rochelle Mercedes Garza,DEM,324,103
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Attorney General,Mark Ash,LIB,43,19
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Comptroller of Public Accounts,Glenn Hegar,REP,1180,345
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Comptroller of Public Accounts,Janet T. Dudding,DEM,306,100
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,32,18
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Commissioner of the General Land Office,Dawn Buckingham,REP,1186,349
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Commissioner of the General Land Office,Jay Kleberg,DEM,312,102
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRE,15,9
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Commissioner of the General Land Office,Rejected write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Commissioner of the General Land Office,Unassigned write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Commissioner of Agriculture,Sid Miller,REP,1199,352
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Commissioner of Agriculture,Susan Hays,DEM,316,107
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Railroad Commissioner,Wayne Christian,REP,1172,346
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Railroad Commissioner,Luke Warford,DEM,297,95
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Railroad Commissioner,Jaime Andres Diez,LIB,34,13
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,Railroad Commissioner,Hunter Wayne Crow,GRE,12,6
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,1180,344
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,309,104
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,28,13
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,1201,353
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,312,103
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Justice, Supreme Court, Place 9",Evan Young,REP,1195,347
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,319,109
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Judge, Court of Criminal Appeals Place 5",Scott Walker,REP,1197,346
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Judge, Court of Criminal Appeals Place 5",Dana Huffman,DEM,324,111
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Judge, Court of Criminal Appeals Place 6","Jesse F. McClure, III",REP,1195,347
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Judge, Court of Criminal Appeals Place 6",Robert Johnson,DEM,310,110
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Member, State Board of Education, District 7",Julie Pickren,REP,1178,339
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Member, State Board of Education, District 7",Dan Hochman,DEM,307,103
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Member, State Board of Education, District 7",Alan Pyeatt,LIB,30,18
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"State Senator, District 17",Joan Huffman,REP,1214,355
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"State Senator, District 17",Titus Benton,DEM,314,105
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Chief Justice, 1st Court of Appeals District",Terry Adams,REP,1189,344
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Chief Justice, 1st Court of Appeals District",Julie Countiss,DEM,301,101
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Chief Justice, 1st Court of Appeals District",Ted Wood,IND,25,14
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Justice, 1st Court of Appeals District, Place 4",April Farris,REP,1195,348
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Justice, 1st Court of Appeals District, Place 4",Mike Engelhart,DEM,315,107
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Justice, 14th Court of Appeals District, Place 2",Kevin Jewell,REP,1191,350
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Justice, 14th Court of Appeals District, Place 2",Cherí C. Thomas,DEM,316,106
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Justice, 14th Court of Appeals District, Place 9",Randy Wilson,REP,1203,355
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Justice, 14th Court of Appeals District, Place 9",William Demond,DEM,303,100
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"District Judge, 239th Judicial District",Greg Hill,REP,1210,352
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"District Judge, 239th Judicial District",Percy C. Singleton Jr.,DEM,298,104
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,County Judge,Matt Sebesta,REP,1230,357
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,County Judge,Jim Mooney,DEM,288,105
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Judge, County Court at Law No. 2",Thomas Pfeiffer,REP,1201,351
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,"Judge, County Court at Law No. 2",Terence Norman,DEM,304,105
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,District Clerk,Cassandra Tigner,REP,1200,347
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,District Clerk,Arnetta Murray,DEM,306,107
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,County Treasurer,Angela Dees,REP,1232,357
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - CBISD,4143,County Treasurer,"Mason L. (Mase) Weems, 6",DEM,284,96
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,U. S. Representative District 14,Randy Weber,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,U. S. Representative District 14,Mikal Williams,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Governor,Greg Abbott,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Governor,Beto O'Rourke,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Governor,Mark Tippetts,LIB,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Governor,Delilah Barrios,GRE,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Governor,Jacqueline Abernathy,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Governor,Mark V Goloby,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Governor,Rejected write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Governor,Unassigned write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Lieutenant Governor,Dan Patrick,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Lieutenant Governor,Mike Collier,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Lieutenant Governor,Shanna Steele,LIB,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Attorney General,Ken Paxton,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Attorney General,Rochelle Mercedes Garza,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Attorney General,Mark Ash,LIB,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Comptroller of Public Accounts,Glenn Hegar,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Comptroller of Public Accounts,Janet T. Dudding,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Commissioner of the General Land Office,Dawn Buckingham,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Commissioner of the General Land Office,Jay Kleberg,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRE,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Commissioner of the General Land Office,Rejected write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Commissioner of the General Land Office,Unassigned write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Commissioner of Agriculture,Sid Miller,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Commissioner of Agriculture,Susan Hays,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Railroad Commissioner,Wayne Christian,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Railroad Commissioner,Luke Warford,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Railroad Commissioner,Jaime Andres Diez,LIB,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,Railroad Commissioner,Hunter Wayne Crow,GRE,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Justice, Supreme Court, Place 9",Evan Young,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Judge, Court of Criminal Appeals Place 5",Scott Walker,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Judge, Court of Criminal Appeals Place 5",Dana Huffman,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Judge, Court of Criminal Appeals Place 6","Jesse F. McClure, III",REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Judge, Court of Criminal Appeals Place 6",Robert Johnson,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Member, State Board of Education, District 7",Julie Pickren,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Member, State Board of Education, District 7",Dan Hochman,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Member, State Board of Education, District 7",Alan Pyeatt,LIB,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"State Senator, District 17",Joan Huffman,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"State Senator, District 17",Titus Benton,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Chief Justice, 1st Court of Appeals District",Terry Adams,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Chief Justice, 1st Court of Appeals District",Julie Countiss,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Chief Justice, 1st Court of Appeals District",Ted Wood,IND,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Justice, 1st Court of Appeals District, Place 4",April Farris,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Justice, 1st Court of Appeals District, Place 4",Mike Engelhart,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Justice, 14th Court of Appeals District, Place 2",Kevin Jewell,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Justice, 14th Court of Appeals District, Place 2",Cherí C. Thomas,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Justice, 14th Court of Appeals District, Place 9",Randy Wilson,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Justice, 14th Court of Appeals District, Place 9",William Demond,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"District Judge, 239th Judicial District",Greg Hill,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"District Judge, 239th Judicial District",Percy C. Singleton Jr.,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,County Judge,Matt Sebesta,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,County Judge,Jim Mooney,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Judge, County Court at Law No. 2",Thomas Pfeiffer,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,"Judge, County Court at Law No. 2",Terence Norman,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,District Clerk,Cassandra Tigner,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,District Clerk,Arnetta Murray,DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,County Treasurer,Angela Dees,REP,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,2 - DISD,2,County Treasurer,"Mason L. (Mase) Weems, 6",DEM,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,3 - DR3,4698,U. S. Representative District 22,Troy E. Nehls,REP,1131,350
BRAZORIA COUNTY,11/8/2022,General Election,,,3 - DR3,4698,U. S. Representative District 22,Jamie Kaye Jordan,DEM,358,105
BRAZORIA COUNTY,11/8/2022,General Election,,,3 - DR3,4698,U. S. Representative District 22,Joseph LeBlanc,LIB,38,27
BRAZORIA COUNTY,11/8/2022,General Election,,,3 - DR3,4698,U. S. Representative District 22,Jim Squires,,1,0
BRAZORIA COUNTY,11/8/2022,General Election,,,3 - DR3,4698,U. S. Representative District 22,Rejected write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,3 - DR3,4698,U. S. Representative District 22,Unassigned write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,3 - DR3,4698,Governor,Greg Abbott,REP,1127,346
BRAZORIA COUNTY,11/8/2022,General Election,,,3 - DR3,4698,Governor,Beto O'Rourke,DEM,387,126
BRAZORIA COUNTY,11/8/2022,General Election,,,3 - DR3,4698,Governor,Mark Tippetts,LIB,14,13
BRAZORIA COUNTY,11/8/2022,General Election,,,3 - DR3,4698,Governor,Delilah Barrios,GRE,9,3
BRAZORIA COUNTY,11/8/2022,General Election,,,3 - DR3,4698,Governor,Jacqueline Abernathy,,1,0
BRAZORIA COUNTY,11/8/2022,General Election,,,3 - DR3,4698,Governor,Mark V Goloby,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,3 - DR3,4698,Governor,Rejected write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,3 - DR3,4698,Governor,Unassigned write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,3 - DR3,4698,Lieutenant Governor,Dan Patrick,REP,1105,339
