political_subdivision,election_date,election_name,Total Provsional ballots,total provisionals ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,Absentee Voting Votes,Early Voting Votes,early_votes,election_votes
Palo Pinto County,11/8/2022,General ,,,21,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,23,185,208,108
Palo Pinto County,11/8/2022,General ,,,21,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,3,50,53,34
Palo Pinto County,11/8/2022,General ,,,21,0,"Justice of the Peace, Precinct No. 5",Tisha Lemley Bien,REP,24,183,207,111
Palo Pinto County,11/8/2022,General ,,,21,0,"Justice of the Peace, Precinct No. 5",Luis Rodriguez,DEM,2,53,55,32
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,"United States Representative, District No. 25",Roger Williams,REP,2,63,65,92
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Governor,Greg Abbott,REP,3,61,64,94
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Governor,Beto O'Rourke,DEM,0,2,2,7
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Governor,Mark Tippetts,LIB,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Governor,Delilah Barrios,GRN,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Governor,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Lieutenant Governor,Dan Patrick,REP,3,60,63,92
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Lieutenant Governor,Mike Collier,DEM,0,1,1,7
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Lieutenant Governor,Shanna Steele,LIB,0,2,2,2
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Attorney General,Ken Paxton,REP,3,59,62,89
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Attorney General,Rochelle Mercedes Garza,DEM,0,2,2,8
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Attorney General,Mark Ash,LIB,0,2,2,4
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Comptroller of Public Accounts,Glenn Hegar,REP,3,62,65,92
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,0,1,1,7
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,0,0,1
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Commissioner of the General Land Office,Dawn Buckingham,REP,3,62,65,94
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Commissioner of the General Land Office,Jay Kleberg,DEM,0,1,1,5
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,0,0,1
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Commissioner of Agriculture,Sid Miller,REP,1,62,63,92
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Commissioner of Agriculture,Susan Hays,DEM,2,1,3,8
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Railroad Commissioner,Wayne Christian,REP,3,61,64,91
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Railroad Commissioner,Luke Warford,DEM,0,1,1,7
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,0,0,2
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,3,61,64,93
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,0,0,0,5
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,1,1,2
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,3,62,65,94
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,0,1,1,6
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,"Justice, Supreme Court, Place 9",Evan Young,REP,3,62,65,93
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,0,1,1,7
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,3,62,65,94
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,0,1,1,6
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,3,62,65,94
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,0,1,1,6
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,3,62,65,93
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,0,1,1,6
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,"Justice of the Peace, Precinct No. 5",Tisha Lemley Bien,REP,2,61,63,92
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,"Justice of the Peace, Precinct No. 5",Luis Rodriguez,DEM,0,2,2,7
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Amy Bryan,,0,29,29,51
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Misty Mills,,0,24,24,24
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Donny Herring,,1,24,25,33
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Rusty McIntosh,,0,15,15,15
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Rachel Edwards Hopkins,,0,19,19,27
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Rhea Gilbert-Watts,,0,12,12,40
Palo Pinto County,11/8/2022,General ,,,22 - SANTO ISD,0,SANTO INDEPENDENT SCHOOL DISTRICT Trustee,Cori Lee Rice,,2,14,16,26
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,"United States Representative, District No. 25",Roger Williams,REP,26,177,203,160
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Governor,Greg Abbott,REP,24,169,193,153
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Governor,Beto O'Rourke,DEM,3,23,26,17
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Governor,Mark Tippetts,LIB,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Governor,Delilah Barrios,GRN,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Governor,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Lieutenant Governor,Dan Patrick,REP,22,164,186,153
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Lieutenant Governor,Mike Collier,DEM,5,25,30,14
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Lieutenant Governor,Shanna Steele,LIB,0,2,2,4
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Attorney General,Ken Paxton,REP,23,161,184,154
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Attorney General,Rochelle Mercedes Garza,DEM,5,25,30,13
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Attorney General,Mark Ash,LIB,0,5,5,3
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Comptroller of Public Accounts,Glenn Hegar,REP,24,166,190,156
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,4,20,24,14
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,2,2,0
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Commissioner of the General Land Office,Dawn Buckingham,REP,24,162,186,155
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Commissioner of the General Land Office,Jay Kleberg,DEM,4,24,28,16
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Commissioner of Agriculture,Sid Miller,REP,23,164,187,155
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Commissioner of Agriculture,Susan Hays,DEM,5,24,29,15
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Railroad Commissioner,Wayne Christian,REP,24,164,188,154
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Railroad Commissioner,Luke Warford,DEM,4,21,25,13
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,3,3,3
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,1,1,1
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,24,164,188,156
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,4,23,27,14
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,2,2,1
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,24,164,188,156
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,4,24,28,15
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,"Justice, Supreme Court, Place 9",Evan Young,REP,24,165,189,157
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,4,24,28,14
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,24,161,185,155
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,4,23,27,14
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,23,167,190,155
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,5,22,27,14
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,23,162,185,157
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,5,24,29,14
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,"Justice of the Peace, Precinct No. 5",Tisha Lemley Bien,REP,23,168,191,152
Palo Pinto County,11/8/2022,General ,,,22 - COUNTY,0,"Justice of the Peace, Precinct No. 5",Luis Rodriguez,DEM,5,20,25,19
Palo Pinto County,11/8/2022,General ,,,23,0,"United States Representative, District No. 25",Roger Williams,REP,18,309,327,180
Palo Pinto County,11/8/2022,General ,,,23,0,Governor,Greg Abbott,REP,17,278,295,162
Palo Pinto County,11/8/2022,General ,,,23,0,Governor,Beto O'Rourke,DEM,7,79,86,49
Palo Pinto County,11/8/2022,General ,,,23,0,Governor,Mark Tippetts,LIB,0,7,7,3
Palo Pinto County,11/8/2022,General ,,,23,0,Governor,Delilah Barrios,GRN,0,0,0,1
Palo Pinto County,11/8/2022,General ,,,23,0,Governor,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,23,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,23,0,Lieutenant Governor,Dan Patrick,REP,15,268,283,155
Palo Pinto County,11/8/2022,General ,,,23,0,Lieutenant Governor,Mike Collier,DEM,8,87,95,46
Palo Pinto County,11/8/2022,General ,,,23,0,Lieutenant Governor,Shanna Steele,LIB,0,9,9,10
Palo Pinto County,11/8/2022,General ,,,23,0,Attorney General,Ken Paxton,REP,16,264,280,156
Palo Pinto County,11/8/2022,General ,,,23,0,Attorney General,Rochelle Mercedes Garza,DEM,7,81,88,47
Palo Pinto County,11/8/2022,General ,,,23,0,Attorney General,Mark Ash,LIB,1,15,16,11
Palo Pinto County,11/8/2022,General ,,,23,0,Comptroller of Public Accounts,Glenn Hegar,REP,16,283,299,162
Palo Pinto County,11/8/2022,General ,,,23,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,8,75,83,40
Palo Pinto County,11/8/2022,General ,,,23,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,6,6,11
Palo Pinto County,11/8/2022,General ,,,23,0,Commissioner of the General Land Office,Dawn Buckingham,REP,16,288,304,164
Palo Pinto County,11/8/2022,General ,,,23,0,Commissioner of the General Land Office,Jay Kleberg,DEM,8,71,79,43
Palo Pinto County,11/8/2022,General ,,,23,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,4,4,5
Palo Pinto County,11/8/2022,General ,,,23,0,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,23,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,23,0,Commissioner of Agriculture,Sid Miller,REP,17,280,297,163
Palo Pinto County,11/8/2022,General ,,,23,0,Commissioner of Agriculture,Susan Hays,DEM,7,82,89,50
Palo Pinto County,11/8/2022,General ,,,23,0,Railroad Commissioner,Wayne Christian,REP,17,278,295,163
Palo Pinto County,11/8/2022,General ,,,23,0,Railroad Commissioner,Luke Warford,DEM,7,70,77,36
Palo Pinto County,11/8/2022,General ,,,23,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,10,10,9
Palo Pinto County,11/8/2022,General ,,,23,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,4,4,3
Palo Pinto County,11/8/2022,General ,,,23,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,17,280,297,163
Palo Pinto County,11/8/2022,General ,,,23,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,7,76,83,44
Palo Pinto County,11/8/2022,General ,,,23,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,8,8,6
Palo Pinto County,11/8/2022,General ,,,23,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,17,285,302,169
Palo Pinto County,11/8/2022,General ,,,23,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,7,78,85,42
Palo Pinto County,11/8/2022,General ,,,23,0,"Justice, Supreme Court, Place 9",Evan Young,REP,17,283,300,165
Palo Pinto County,11/8/2022,General ,,,23,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,7,80,87,46
Palo Pinto County,11/8/2022,General ,,,23,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,17,284,301,164
Palo Pinto County,11/8/2022,General ,,,23,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,7,77,84,48
Palo Pinto County,11/8/2022,General ,,,23,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,16,285,301,167
Palo Pinto County,11/8/2022,General ,,,23,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,8,75,83,43
Palo Pinto County,11/8/2022,General ,,,23,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,16,282,298,165
Palo Pinto County,11/8/2022,General ,,,23,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,8,81,89,46
Palo Pinto County,11/8/2022,General ,,,23,0,"Justice of the Peace, Precinct No. 5",Tisha Lemley Bien,REP,15,289,304,171
Palo Pinto County,11/8/2022,General ,,,23,0,"Justice of the Peace, Precinct No. 5",Luis Rodriguez,DEM,9,72,81,40
Palo Pinto County,11/8/2022,General ,,,24,0,"United States Representative, District No. 25",Roger Williams,REP,3,74,77,32
Palo Pinto County,11/8/2022,General ,,,24,0,Governor,Greg Abbott,REP,2,73,75,26
Palo Pinto County,11/8/2022,General ,,,24,0,Governor,Beto O'Rourke,DEM,1,10,11,9
Palo Pinto County,11/8/2022,General ,,,24,0,Governor,Mark Tippetts,LIB,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,24,0,Governor,Delilah Barrios,GRN,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,24,0,Governor,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,24,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,24,0,Lieutenant Governor,Dan Patrick,REP,2,67,69,28
Palo Pinto County,11/8/2022,General ,,,24,0,Lieutenant Governor,Mike Collier,DEM,1,10,11,8
Palo Pinto County,11/8/2022,General ,,,24,0,Lieutenant Governor,Shanna Steele,LIB,0,5,5,0
Palo Pinto County,11/8/2022,General ,,,24,0,Attorney General,Ken Paxton,REP,2,68,70,28
Palo Pinto County,11/8/2022,General ,,,24,0,Attorney General,Rochelle Mercedes Garza,DEM,1,10,11,7
Palo Pinto County,11/8/2022,General ,,,24,0,Attorney General,Mark Ash,LIB,0,4,4,1
Palo Pinto County,11/8/2022,General ,,,24,0,Comptroller of Public Accounts,Glenn Hegar,REP,2,72,74,30
Palo Pinto County,11/8/2022,General ,,,24,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,1,9,10,7
Palo Pinto County,11/8/2022,General ,,,24,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,2,2,0
Palo Pinto County,11/8/2022,General ,,,24,0,Commissioner of the General Land Office,Dawn Buckingham,REP,2,72,74,30
Palo Pinto County,11/8/2022,General ,,,24,0,Commissioner of the General Land Office,Jay Kleberg,DEM,1,10,11,7
Palo Pinto County,11/8/2022,General ,,,24,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,24,0,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,24,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,24,0,Commissioner of Agriculture,Sid Miller,REP,2,73,75,32
Palo Pinto County,11/8/2022,General ,,,24,0,Commissioner of Agriculture,Susan Hays,DEM,1,10,11,5
Palo Pinto County,11/8/2022,General ,,,24,0,Railroad Commissioner,Wayne Christian,REP,2,71,73,29
Palo Pinto County,11/8/2022,General ,,,24,0,Railroad Commissioner,Luke Warford,DEM,1,9,10,6
Palo Pinto County,11/8/2022,General ,,,24,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,3,3,2
Palo Pinto County,11/8/2022,General ,,,24,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,24,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,2,69,71,30
Palo Pinto County,11/8/2022,General ,,,24,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,1,11,12,7
Palo Pinto County,11/8/2022,General ,,,24,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,2,2,0
Palo Pinto County,11/8/2022,General ,,,24,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,2,73,75,29
Palo Pinto County,11/8/2022,General ,,,24,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,1,10,11,7
Palo Pinto County,11/8/2022,General ,,,24,0,"Justice, Supreme Court, Place 9",Evan Young,REP,2,73,75,30
Palo Pinto County,11/8/2022,General ,,,24,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,1,10,11,7
Palo Pinto County,11/8/2022,General ,,,24,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,2,72,74,29
Palo Pinto County,11/8/2022,General ,,,24,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,1,11,12,8
Palo Pinto County,11/8/2022,General ,,,24,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,2,72,74,31
Palo Pinto County,11/8/2022,General ,,,24,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,1,10,11,6
Palo Pinto County,11/8/2022,General ,,,24,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,2,73,75,28
Palo Pinto County,11/8/2022,General ,,,24,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,1,10,11,8
Palo Pinto County,11/8/2022,General ,,,24,0,"Justice of the Peace, Precinct No. 5",Tisha Lemley Bien,REP,1,72,73,29
Palo Pinto County,11/8/2022,General ,,,24,0,"Justice of the Peace, Precinct No. 5",Luis Rodriguez,DEM,2,12,14,8
Palo Pinto County,11/8/2022,General ,,,25,0,"United States Representative, District No. 25",Roger Williams,REP,4,34,38,14
Palo Pinto County,11/8/2022,General ,,,25,0,Governor,Greg Abbott,REP,4,37,41,13
Palo Pinto County,11/8/2022,General ,,,25,0,Governor,Beto O'Rourke,DEM,0,3,3,4
Palo Pinto County,11/8/2022,General ,,,25,0,Governor,Mark Tippetts,LIB,2,0,2,0
Palo Pinto County,11/8/2022,General ,,,25,0,Governor,Delilah Barrios,GRN,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,25,0,Governor,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,25,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,25,0,Lieutenant Governor,Dan Patrick,REP,4,34,38,12
Palo Pinto County,11/8/2022,General ,,,25,0,Lieutenant Governor,Mike Collier,DEM,0,4,4,4
Palo Pinto County,11/8/2022,General ,,,25,0,Lieutenant Governor,Shanna Steele,LIB,2,2,4,0
Palo Pinto County,11/8/2022,General ,,,25,0,Attorney General,Ken Paxton,REP,4,35,39,12
Palo Pinto County,11/8/2022,General ,,,25,0,Attorney General,Rochelle Mercedes Garza,DEM,0,2,2,4
Palo Pinto County,11/8/2022,General ,,,25,0,Attorney General,Mark Ash,LIB,2,3,5,0
Palo Pinto County,11/8/2022,General ,,,25,0,Comptroller of Public Accounts,Glenn Hegar,REP,4,35,39,12
Palo Pinto County,11/8/2022,General ,,,25,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,0,2,2,4
Palo Pinto County,11/8/2022,General ,,,25,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,2,1,3,0
Palo Pinto County,11/8/2022,General ,,,25,0,Commissioner of the General Land Office,Dawn Buckingham,REP,4,35,39,12
Palo Pinto County,11/8/2022,General ,,,25,0,Commissioner of the General Land Office,Jay Kleberg,DEM,0,4,4,4
Palo Pinto County,11/8/2022,General ,,,25,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,2,0,2,0
Palo Pinto County,11/8/2022,General ,,,25,0,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,25,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,25,0,Commissioner of Agriculture,Sid Miller,REP,5,36,41,12
Palo Pinto County,11/8/2022,General ,,,25,0,Commissioner of Agriculture,Susan Hays,DEM,1,4,5,5
Palo Pinto County,11/8/2022,General ,,,25,0,Railroad Commissioner,Wayne Christian,REP,4,35,39,13
Palo Pinto County,11/8/2022,General ,,,25,0,Railroad Commissioner,Luke Warford,DEM,0,3,3,4
Palo Pinto County,11/8/2022,General ,,,25,0,Railroad Commissioner,Jaime Andres Diez,LIB,2,1,3,0
Palo Pinto County,11/8/2022,General ,,,25,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,25,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,4,35,39,12
Palo Pinto County,11/8/2022,General ,,,25,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,0,3,3,4
Palo Pinto County,11/8/2022,General ,,,25,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,2,0,2,0
Palo Pinto County,11/8/2022,General ,,,25,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,5,35,40,11
Palo Pinto County,11/8/2022,General ,,,25,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,1,3,4,4
Palo Pinto County,11/8/2022,General ,,,25,0,"Justice, Supreme Court, Place 9",Evan Young,REP,5,35,40,12
Palo Pinto County,11/8/2022,General ,,,25,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,1,3,4,4
Palo Pinto County,11/8/2022,General ,,,25,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,5,36,41,12
Palo Pinto County,11/8/2022,General ,,,25,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,1,2,3,4
Palo Pinto County,11/8/2022,General ,,,25,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,5,36,41,12
Palo Pinto County,11/8/2022,General ,,,25,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,1,2,3,4
Palo Pinto County,11/8/2022,General ,,,25,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,5,36,41,12
Palo Pinto County,11/8/2022,General ,,,25,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,1,3,4,4
Palo Pinto County,11/8/2022,General ,,,25,0,"Justice of the Peace, Precinct No. 5",Tisha Lemley Bien,REP,5,35,40,12
Palo Pinto County,11/8/2022,General ,,,25,0,"Justice of the Peace, Precinct No. 5",Luis Rodriguez,DEM,1,5,6,5
Palo Pinto County,11/8/2022,General ,,,26,0,"United States Representative, District No. 25",Roger Williams,REP,2,20,22,9
Palo Pinto County,11/8/2022,General ,,,26,0,Governor,Greg Abbott,REP,2,13,15,8
