political_division,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg-voters,race-name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,COMMISSIONER OF GENERAL LAND OFFICE,CARRIE EVELYN MENGER,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,COMMISSIONER OF GENERAL LAND OFFICE,Rejected write-ins,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,COMMISSIONER OF GENERAL LAND OFFICE,Unassigned write-ins,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,COMMISSIONER OF AGRICULTURE,SID MILLER,Rep,392,168,19,373
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,COMMISSIONER OF AGRICULTURE,SUSAN HAYS,Dem,95,37,17,78
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,RAILROAD COMMISSIONER,WAYNE CHRISTIAN,Rep,385,166,20,365
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,RAILROAD COMMISSIONER,LUKE WARFORD,Dem,92,30,16,76
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,RAILROAD COMMISSIONER,JAIME ANDRES DIEZ,Lib,6,9,1,5
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,RAILROAD COMMISSIONER,HUNTER WAYNE CROW,Grn,4,2,0,4
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,"JUSTICE, SUPREME COURT, PLACE 3",DEBRA LEHRMANN,Rep,391,167,20,371
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,"JUSTICE, SUPREME COURT, PLACE 3",ERIN A. NOWELL,Dem,92,34,16,76
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,"JUSTICE, SUPREME COURT, PLACE 3",THOMAS EDWARD OXFORD,Lib,6,6,1,5
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,"JUSTICE, SUPREME COURT, PLACE 5",REBECA HUDDLE,Rep,394,170,20,374
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,"JUSTICE, SUPREME COURT, PLACE 5",AMANDA REICHEK,Dem,92,36,16,76
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,"JUSTICE, SUPREME COURT, PLACE 9",EVAN YOUNG,Rep,391,167,20,371
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,"JUSTICE, SUPREME COURT, PLACE 9",JULIA MALDONADO,Dem,95,39,16,79
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,"JUSTICE, COURT OF CRIMINAL APPEALS, PLACE 5",SCOTT WALKER,Rep,390,166,19,371
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,"JUSTICE, COURT OF CRIMINAL APPEALS, PLACE 5",DANA HUFFMAN,Dem,97,39,17,80
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,"JUSTICE, COURT OF CRIMINAL APPEALS, PLACE 6","JESSE F. MCCLURE, III",Rep,394,168,19,375
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,"JUSTICE, COURT OF CRIMINAL APPEALS, PLACE 6",ROBERT JOHNSON,Dem,97,37,18,79
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 12",PAM LITTLE,Rep,389,164,19,370
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 12",ALEX CORNWALLIS,Dem,89,34,16,73
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 12",CHRISTY MOWREY,Lib,11,9,2,9
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 12",ROSILAND DAVIS,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 12",Rejected write-ins,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,2,2,1 W. Bonham,1686,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 12",Unassigned write-ins,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,U.S. REPRESENTATIVE DISTRICT 4,PAT FALLON,Rep,293,363,11,282
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,U.S. REPRESENTATIVE DISTRICT 4,IRO OMERE,Dem,50,27,19,31
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,U.S. REPRESENTATIVE DISTRICT 4,JOHN SIMMONS,Lib,7,9,0,7
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,GOVERNOR,GREG ABBOTT,Rep,298,361,12,286
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,GOVERNOR,BETO O'ROURKE,Dem,54,35,18,36
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,GOVERNOR,MARK TIPPETTS,Lib,0,5,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,GOVERNOR,DELILAH BARRIOS,Grn,0,2,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,GOVERNOR,JACQUELINE ABERNATHY,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,GOVERNOR,MARK V GOLOBY,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,GOVERNOR,Rejected write-ins,,0,1,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,GOVERNOR,Unassigned write-ins,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,LIEUTENANT GOVERNOR,DAN PATRICK,Rep,294,356,11,283
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,LIEUTENANT GOVERNOR,MIKE COLLIER,Dem,56,38,18,38
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,LIEUTENANT GOVERNOR,SHANNA STEELE,Lib,3,6,1,2
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,ATTORNEY GENERAL,KEN PAXTON,Rep,288,356,11,277
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,Dem,54,36,18,36
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,ATTORNEY GENERAL,MARK ASH,Lib,10,8,1,9
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,COMPTROLLER OF PUBLIC ACCOUNTS,GLENN HEGAR,Rep,293,363,11,282
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,Dem,53,31,19,34
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,COMPTROLLER OF PUBLIC ACCOUNTS,V. ALONZO ECHEVARRIA-GARZA,Lib,6,5,0,6
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,COMMISSIONER OF GENERAL LAND OFFICE,DAWN BUCKINGHAM,Rep,293,366,10,283
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,COMMISSIONER OF GENERAL LAND OFFICE,JAY KLEBERG,Dem,54,28,18,36
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,COMMISSIONER OF GENERAL LAND OFFICE,"ALFRED MOLISON, JR.",Grn,2,2,1,1
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,COMMISSIONER OF GENERAL LAND OFFICE,CARRIE EVELYN MENGER,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,COMMISSIONER OF GENERAL LAND OFFICE,Rejected write-ins,,0,1,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,COMMISSIONER OF GENERAL LAND OFFICE,Unassigned write-ins,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,COMMISSIONER OF AGRICULTURE,SID MILLER,Rep,293,363,11,282
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,COMMISSIONER OF AGRICULTURE,SUSAN HAYS,Dem,58,35,19,39
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,RAILROAD COMMISSIONER,WAYNE CHRISTIAN,Rep,288,362,10,278
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,RAILROAD COMMISSIONER,LUKE WARFORD,Dem,53,30,18,35
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,RAILROAD COMMISSIONER,JAIME ANDRES DIEZ,Lib,5,5,1,4
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,RAILROAD COMMISSIONER,HUNTER WAYNE CROW,Grn,2,1,0,2
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,"JUSTICE, SUPREME COURT, PLACE 3",DEBRA LEHRMANN,Rep,293,360,11,282
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,"JUSTICE, SUPREME COURT, PLACE 3",ERIN A. NOWELL,Dem,51,33,16,35
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,"JUSTICE, SUPREME COURT, PLACE 3",THOMAS EDWARD OXFORD,Lib,4,5,1,3
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,"JUSTICE, SUPREME COURT, PLACE 5",REBECA HUDDLE,Rep,299,363,12,287
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,"JUSTICE, SUPREME COURT, PLACE 5",AMANDA REICHEK,Dem,50,35,16,34
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,"JUSTICE, SUPREME COURT, PLACE 9",EVAN YOUNG,Rep,295,362,12,283
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,"JUSTICE, SUPREME COURT, PLACE 9",JULIA MALDONADO,Dem,53,35,16,37
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,"JUSTICE, COURT OF CRIMINAL APPEALS, PLACE 5",SCOTT WALKER,Rep,296,366,12,284
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,"JUSTICE, COURT OF CRIMINAL APPEALS, PLACE 5",DANA HUFFMAN,Dem,52,33,16,36
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,"JUSTICE, COURT OF CRIMINAL APPEALS, PLACE 6","JESSE F. MCCLURE, III",Rep,296,364,13,283
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,"JUSTICE, COURT OF CRIMINAL APPEALS, PLACE 6",ROBERT JOHNSON,Dem,51,32,15,36
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 12",PAM LITTLE,Rep,293,357,13,280
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 12",ALEX CORNWALLIS,Dem,49,32,15,34
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 12",CHRISTY MOWREY,Lib,5,9,0,5
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 12",ROSILAND DAVIS,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 12",Rejected write-ins,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,7,2,2 Savoy,1442,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 12",Unassigned write-ins,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,U.S. REPRESENTATIVE DISTRICT 4,PAT FALLON,Rep,45,167,5,40
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,U.S. REPRESENTATIVE DISTRICT 4,IRO OMERE,Dem,28,51,11,17
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,U.S. REPRESENTATIVE DISTRICT 4,JOHN SIMMONS,Lib,0,3,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,GOVERNOR,GREG ABBOTT,Rep,46,168,5,41
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,GOVERNOR,BETO O'ROURKE,Dem,28,53,12,16
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,GOVERNOR,MARK TIPPETTS,Lib,0,1,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,GOVERNOR,DELILAH BARRIOS,Grn,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,GOVERNOR,JACQUELINE ABERNATHY,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,GOVERNOR,MARK V GOLOBY,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,GOVERNOR,Rejected write-ins,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,GOVERNOR,Unassigned write-ins,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,LIEUTENANT GOVERNOR,DAN PATRICK,Rep,44,162,5,39
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,LIEUTENANT GOVERNOR,MIKE COLLIER,Dem,28,54,12,16
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,LIEUTENANT GOVERNOR,SHANNA STEELE,Lib,1,6,0,1
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,ATTORNEY GENERAL,KEN PAXTON,Rep,45,160,4,41
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,Dem,29,53,13,16
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,ATTORNEY GENERAL,MARK ASH,Lib,0,8,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,COMPTROLLER OF PUBLIC ACCOUNTS,GLENN HEGAR,Rep,46,162,5,41
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,Dem,27,53,11,16
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,COMPTROLLER OF PUBLIC ACCOUNTS,V. ALONZO ECHEVARRIA-GARZA,Lib,0,6,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,COMMISSIONER OF GENERAL LAND OFFICE,DAWN BUCKINGHAM,Rep,45,164,4,41
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,COMMISSIONER OF GENERAL LAND OFFICE,JAY KLEBERG,Dem,28,54,12,16
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,COMMISSIONER OF GENERAL LAND OFFICE,"ALFRED MOLISON, JR.",Grn,1,3,1,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,COMMISSIONER OF GENERAL LAND OFFICE,CARRIE EVELYN MENGER,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,COMMISSIONER OF GENERAL LAND OFFICE,Rejected write-ins,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,COMMISSIONER OF GENERAL LAND OFFICE,Unassigned write-ins,,0,0,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,COMMISSIONER OF AGRICULTURE,SID MILLER,Rep,46,167,5,41
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,COMMISSIONER OF AGRICULTURE,SUSAN HAYS,Dem,28,54,12,16
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,RAILROAD COMMISSIONER,WAYNE CHRISTIAN,Rep,45,161,4,41
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,RAILROAD COMMISSIONER,LUKE WARFORD,Dem,27,50,11,16
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,RAILROAD COMMISSIONER,JAIME ANDRES DIEZ,Lib,0,4,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,RAILROAD COMMISSIONER,HUNTER WAYNE CROW,Grn,1,4,1,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,"JUSTICE, SUPREME COURT, PLACE 3",DEBRA LEHRMANN,Rep,45,163,4,41
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,"JUSTICE, SUPREME COURT, PLACE 3",ERIN A. NOWELL,Dem,28,53,12,16
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,"JUSTICE, SUPREME COURT, PLACE 3",THOMAS EDWARD OXFORD,Lib,0,4,0,0
Fannin County,11/8/2022,11/08/2022--2022 NOVEMBER 8TH GENERAL ELECTION,1,0,3 Ladonia,625,"JUSTICE, SUPREME COURT, PLACE 5",REBECA HUDDLE,Rep,44,164,4,40
