political_subdivision,election_date,election_name,total prov ballots,total prov counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
San Patricio County,11/8/2022,General Election,,,101,489,County Judge,David Krebs,Rep,65,54
San Patricio County,11/8/2022,General Election,,,101,489,County Judge,Rudy Davila,Dem,24,59
San Patricio County,11/8/2022,General Election,,,101,489,County Treasurer,Denise Janak,Rep,66,52
San Patricio County,11/8/2022,General Election,,,101,489,County Treasurer,Leticia Garcia,Dem,25,61
San Patricio County,11/8/2022,General Election,,,102,2615,"United States Representative, District No. 27",Michael Cloud,Rep,331,279
San Patricio County,11/8/2022,General Election,,,102,2615,"United States Representative, District No. 27","Maclovio Perez, Jr.",Dem,247,185
San Patricio County,11/8/2022,General Election,,,102,2615,Governor,Greg Abbott,Rep,343,308
San Patricio County,11/8/2022,General Election,,,102,2615,Governor,Beto O'Rourke,Dem,232,151
San Patricio County,11/8/2022,General Election,,,102,2615,Governor,Mark Tippetts,Lib,3,3
San Patricio County,11/8/2022,General Election,,,102,2615,Governor,Delilah Barrios,Grn,6,3
San Patricio County,11/8/2022,General Election,,,102,2615,Governor,Jacqueline Abernathy,,0,0
San Patricio County,11/8/2022,General Election,,,102,2615,Governor,Mark V. Goloby,,0,0
San Patricio County,11/8/2022,General Election,,,102,2615,Governor,Rejected write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,102,2615,Governor,Unassigned write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,102,2615,Lieutenant Governor,Dan Patrick,Rep,330,292
San Patricio County,11/8/2022,General Election,,,102,2615,Lieutenant Governor,Mike Collier,Dem,229,163
San Patricio County,11/8/2022,General Election,,,102,2615,Lieutenant Governor,Shanna Steele,Lib,10,7
San Patricio County,11/8/2022,General Election,,,102,2615,Attorney General,Ken Paxton,Rep,325,290
San Patricio County,11/8/2022,General Election,,,102,2615,Attorney General,Rochelle Mercedes Garza,Dem,234,168
San Patricio County,11/8/2022,General Election,,,102,2615,Attorney General,Mark Ash,Lib,12,5
San Patricio County,11/8/2022,General Election,,,102,2615,Comptroller of Public Accounts,Glenn Hegar,Rep,332,292
San Patricio County,11/8/2022,General Election,,,102,2615,Comptroller of Public Accounts,Janet T. Dudding,Dem,222,154
San Patricio County,11/8/2022,General Election,,,102,2615,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,Lib,15,17
San Patricio County,11/8/2022,General Election,,,102,2615,Commissioner of the General Land Office,Dawn Buckingham,Rep,317,274
San Patricio County,11/8/2022,General Election,,,102,2615,Commissioner of the General Land Office,Jay Kleberg,Dem,250,178
San Patricio County,11/8/2022,General Election,,,102,2615,Commissioner of the General Land Office,"Alfred Molison, Jr.",Grn,3,5
San Patricio County,11/8/2022,General Election,,,102,2615,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
San Patricio County,11/8/2022,General Election,,,102,2615,Commissioner of the General Land Office,Rejected write-ins,,2,0
San Patricio County,11/8/2022,General Election,,,102,2615,Commissioner of the General Land Office,Unassigned write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,102,2615,Commissioner of Agriculture,Sid Miller,Rep,337,294
San Patricio County,11/8/2022,General Election,,,102,2615,Commissioner of Agriculture,Susan Hays,Dem,235,165
San Patricio County,11/8/2022,General Election,,,102,2615,Railroad Commissioner,Wayne Christian,Rep,330,279
San Patricio County,11/8/2022,General Election,,,102,2615,Railroad Commissioner,Luke Warford,Dem,214,156
San Patricio County,11/8/2022,General Election,,,102,2615,Railroad Commissioner,Jaime Andres Diez,Lib,14,17
San Patricio County,11/8/2022,General Election,,,102,2615,Railroad Commissioner,Hunter Wayne Crow,Grn,8,4
San Patricio County,11/8/2022,General Election,,,102,2615,"Justice, Supreme Court, Place 3",Debra Lehrmann,Rep,329,289
San Patricio County,11/8/2022,General Election,,,102,2615,"Justice, Supreme Court, Place 3",Erin A. Nowell,Dem,227,161
San Patricio County,11/8/2022,General Election,,,102,2615,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,Lib,10,6
San Patricio County,11/8/2022,General Election,,,102,2615,"Justice, Supreme Court, Place 5",Rebeca Huddle,Rep,332,292
San Patricio County,11/8/2022,General Election,,,102,2615,"Justice, Supreme Court, Place 5",Amanda Reichek,Dem,235,165
San Patricio County,11/8/2022,General Election,,,102,2615,"Justice, Supreme Court, Place 9",Evan Young,Rep,330,280
San Patricio County,11/8/2022,General Election,,,102,2615,"Justice, Supreme Court, Place 9",Julia Maldonado,Dem,234,178
San Patricio County,11/8/2022,General Election,,,102,2615,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,Rep,336,287
San Patricio County,11/8/2022,General Election,,,102,2615,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,Dem,234,172
San Patricio County,11/8/2022,General Election,,,102,2615,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",Rep,340,291
San Patricio County,11/8/2022,General Election,,,102,2615,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,Dem,225,168
San Patricio County,11/8/2022,General Election,,,102,2615,"Member, State Board of Education, District No. 2",LJ Francis,Rep,330,279
San Patricio County,11/8/2022,General Election,,,102,2615,"Member, State Board of Education, District No. 2",Victor Perez,Dem,240,179
San Patricio County,11/8/2022,General Election,,,102,2615,"State Senator, District No. 27",Adam Hinojosa,Rep,345,307
San Patricio County,11/8/2022,General Election,,,102,2615,"State Senator, District No. 27",Morgan Lamantia,Dem,224,151
San Patricio County,11/8/2022,General Election,,,102,2615,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,Rep,331,275
San Patricio County,11/8/2022,General Election,,,102,2615,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,Dem,237,183
San Patricio County,11/8/2022,General Election,,,102,2615,County Judge,David Krebs,Rep,335,288
San Patricio County,11/8/2022,General Election,,,102,2615,County Judge,Rudy Davila,Dem,235,171
San Patricio County,11/8/2022,General Election,,,102,2615,County Treasurer,Denise Janak,Rep,334,285
San Patricio County,11/8/2022,General Election,,,102,2615,County Treasurer,Leticia Garcia,Dem,230,171
San Patricio County,11/8/2022,General Election,,,103,455,"United States Representative, District No. 27",Michael Cloud,Rep,114,80
San Patricio County,11/8/2022,General Election,,,103,455,"United States Representative, District No. 27","Maclovio Perez, Jr.",Dem,24,16
San Patricio County,11/8/2022,General Election,,,103,455,Governor,Greg Abbott,Rep,119,80
San Patricio County,11/8/2022,General Election,,,103,455,Governor,Beto O'Rourke,Dem,19,15
San Patricio County,11/8/2022,General Election,,,103,455,Governor,Mark Tippetts,Lib,0,0
San Patricio County,11/8/2022,General Election,,,103,455,Governor,Delilah Barrios,Grn,1,1
San Patricio County,11/8/2022,General Election,,,103,455,Governor,Jacqueline Abernathy,,0,0
San Patricio County,11/8/2022,General Election,,,103,455,Governor,Mark V. Goloby,,0,0
San Patricio County,11/8/2022,General Election,,,103,455,Governor,Rejected write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,103,455,Governor,Unassigned write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,103,455,Lieutenant Governor,Dan Patrick,Rep,118,80
San Patricio County,11/8/2022,General Election,,,103,455,Lieutenant Governor,Mike Collier,Dem,20,14
San Patricio County,11/8/2022,General Election,,,103,455,Lieutenant Governor,Shanna Steele,Lib,1,2
San Patricio County,11/8/2022,General Election,,,103,455,Attorney General,Ken Paxton,Rep,116,80
San Patricio County,11/8/2022,General Election,,,103,455,Attorney General,Rochelle Mercedes Garza,Dem,21,13
San Patricio County,11/8/2022,General Election,,,103,455,Attorney General,Mark Ash,Lib,1,2
San Patricio County,11/8/2022,General Election,,,103,455,Comptroller of Public Accounts,Glenn Hegar,Rep,118,79
San Patricio County,11/8/2022,General Election,,,103,455,Comptroller of Public Accounts,Janet T. Dudding,Dem,21,14
San Patricio County,11/8/2022,General Election,,,103,455,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,Lib,0,2
San Patricio County,11/8/2022,General Election,,,103,455,Commissioner of the General Land Office,Dawn Buckingham,Rep,115,78
San Patricio County,11/8/2022,General Election,,,103,455,Commissioner of the General Land Office,Jay Kleberg,Dem,23,14
San Patricio County,11/8/2022,General Election,,,103,455,Commissioner of the General Land Office,"Alfred Molison, Jr.",Grn,0,2
San Patricio County,11/8/2022,General Election,,,103,455,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
San Patricio County,11/8/2022,General Election,,,103,455,Commissioner of the General Land Office,Rejected write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,103,455,Commissioner of the General Land Office,Unassigned write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,103,455,Commissioner of Agriculture,Sid Miller,Rep,118,80
San Patricio County,11/8/2022,General Election,,,103,455,Commissioner of Agriculture,Susan Hays,Dem,21,16
San Patricio County,11/8/2022,General Election,,,103,455,Railroad Commissioner,Wayne Christian,Rep,118,79
San Patricio County,11/8/2022,General Election,,,103,455,Railroad Commissioner,Luke Warford,Dem,20,12
San Patricio County,11/8/2022,General Election,,,103,455,Railroad Commissioner,Jaime Andres Diez,Lib,0,2
San Patricio County,11/8/2022,General Election,,,103,455,Railroad Commissioner,Hunter Wayne Crow,Grn,0,2
San Patricio County,11/8/2022,General Election,,,103,455,"Justice, Supreme Court, Place 3",Debra Lehrmann,Rep,117,80
San Patricio County,11/8/2022,General Election,,,103,455,"Justice, Supreme Court, Place 3",Erin A. Nowell,Dem,20,13
San Patricio County,11/8/2022,General Election,,,103,455,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,Lib,1,2
San Patricio County,11/8/2022,General Election,,,103,455,"Justice, Supreme Court, Place 5",Rebeca Huddle,Rep,118,80
San Patricio County,11/8/2022,General Election,,,103,455,"Justice, Supreme Court, Place 5",Amanda Reichek,Dem,21,16
San Patricio County,11/8/2022,General Election,,,103,455,"Justice, Supreme Court, Place 9",Evan Young,Rep,117,80
San Patricio County,11/8/2022,General Election,,,103,455,"Justice, Supreme Court, Place 9",Julia Maldonado,Dem,21,15
San Patricio County,11/8/2022,General Election,,,103,455,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,Rep,117,80
San Patricio County,11/8/2022,General Election,,,103,455,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,Dem,21,16
San Patricio County,11/8/2022,General Election,,,103,455,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",Rep,117,79
San Patricio County,11/8/2022,General Election,,,103,455,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,Dem,21,16
San Patricio County,11/8/2022,General Election,,,103,455,"Member, State Board of Education, District No. 2",LJ Francis,Rep,118,80
San Patricio County,11/8/2022,General Election,,,103,455,"Member, State Board of Education, District No. 2",Victor Perez,Dem,20,15
San Patricio County,11/8/2022,General Election,,,103,455,"State Senator, District No. 27",Adam Hinojosa,Rep,115,81
San Patricio County,11/8/2022,General Election,,,103,455,"State Senator, District No. 27",Morgan Lamantia,Dem,23,16
San Patricio County,11/8/2022,General Election,,,103,455,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,Rep,116,80
San Patricio County,11/8/2022,General Election,,,103,455,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,Dem,21,16
San Patricio County,11/8/2022,General Election,,,103,455,County Judge,David Krebs,Rep,116,81
San Patricio County,11/8/2022,General Election,,,103,455,County Judge,Rudy Davila,Dem,20,16
San Patricio County,11/8/2022,General Election,,,103,455,County Treasurer,Denise Janak,Rep,118,81
San Patricio County,11/8/2022,General Election,,,103,455,County Treasurer,Leticia Garcia,Dem,19,15
San Patricio County,11/8/2022,General Election,,,104,1670,"United States Representative, District No. 27",Michael Cloud,Rep,293,159
San Patricio County,11/8/2022,General Election,,,104,1670,"United States Representative, District No. 27","Maclovio Perez, Jr.",Dem,138,83
San Patricio County,11/8/2022,General Election,,,104,1670,Governor,Greg Abbott,Rep,304,165
San Patricio County,11/8/2022,General Election,,,104,1670,Governor,Beto O'Rourke,Dem,127,73
San Patricio County,11/8/2022,General Election,,,104,1670,Governor,Mark Tippetts,Lib,2,7
San Patricio County,11/8/2022,General Election,,,104,1670,Governor,Delilah Barrios,Grn,2,0
San Patricio County,11/8/2022,General Election,,,104,1670,Governor,Jacqueline Abernathy,,0,0
San Patricio County,11/8/2022,General Election,,,104,1670,Governor,Mark V. Goloby,,0,0
San Patricio County,11/8/2022,General Election,,,104,1670,Governor,Rejected write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,104,1670,Governor,Unassigned write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,104,1670,Lieutenant Governor,Dan Patrick,Rep,299,163
San Patricio County,11/8/2022,General Election,,,104,1670,Lieutenant Governor,Mike Collier,Dem,118,75
San Patricio County,11/8/2022,General Election,,,104,1670,Lieutenant Governor,Shanna Steele,Lib,11,4
San Patricio County,11/8/2022,General Election,,,104,1670,Attorney General,Ken Paxton,Rep,296,160
San Patricio County,11/8/2022,General Election,,,104,1670,Attorney General,Rochelle Mercedes Garza,Dem,126,74
San Patricio County,11/8/2022,General Election,,,104,1670,Attorney General,Mark Ash,Lib,7,5
San Patricio County,11/8/2022,General Election,,,104,1670,Comptroller of Public Accounts,Glenn Hegar,Rep,297,160
San Patricio County,11/8/2022,General Election,,,104,1670,Comptroller of Public Accounts,Janet T. Dudding,Dem,116,69
San Patricio County,11/8/2022,General Election,,,104,1670,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,Lib,14,9
San Patricio County,11/8/2022,General Election,,,104,1670,Commissioner of the General Land Office,Dawn Buckingham,Rep,285,158
San Patricio County,11/8/2022,General Election,,,104,1670,Commissioner of the General Land Office,Jay Kleberg,Dem,135,74
San Patricio County,11/8/2022,General Election,,,104,1670,Commissioner of the General Land Office,"Alfred Molison, Jr.",Grn,6,2
San Patricio County,11/8/2022,General Election,,,104,1670,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
San Patricio County,11/8/2022,General Election,,,104,1670,Commissioner of the General Land Office,Rejected write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,104,1670,Commissioner of the General Land Office,Unassigned write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,104,1670,Commissioner of Agriculture,Sid Miller,Rep,299,161
San Patricio County,11/8/2022,General Election,,,104,1670,Commissioner of Agriculture,Susan Hays,Dem,129,77
San Patricio County,11/8/2022,General Election,,,104,1670,Railroad Commissioner,Wayne Christian,Rep,299,158
San Patricio County,11/8/2022,General Election,,,104,1670,Railroad Commissioner,Luke Warford,Dem,107,69
San Patricio County,11/8/2022,General Election,,,104,1670,Railroad Commissioner,Jaime Andres Diez,Lib,18,10
San Patricio County,11/8/2022,General Election,,,104,1670,Railroad Commissioner,Hunter Wayne Crow,Grn,2,1
San Patricio County,11/8/2022,General Election,,,104,1670,"Justice, Supreme Court, Place 3",Debra Lehrmann,Rep,296,162
San Patricio County,11/8/2022,General Election,,,104,1670,"Justice, Supreme Court, Place 3",Erin A. Nowell,Dem,122,75
San Patricio County,11/8/2022,General Election,,,104,1670,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,Lib,10,2
San Patricio County,11/8/2022,General Election,,,104,1670,"Justice, Supreme Court, Place 5",Rebeca Huddle,Rep,303,166
San Patricio County,11/8/2022,General Election,,,104,1670,"Justice, Supreme Court, Place 5",Amanda Reichek,Dem,123,73
San Patricio County,11/8/2022,General Election,,,104,1670,"Justice, Supreme Court, Place 9",Evan Young,Rep,294,161
San Patricio County,11/8/2022,General Election,,,104,1670,"Justice, Supreme Court, Place 9",Julia Maldonado,Dem,132,79
San Patricio County,11/8/2022,General Election,,,104,1670,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,Rep,300,164
San Patricio County,11/8/2022,General Election,,,104,1670,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,Dem,127,76
San Patricio County,11/8/2022,General Election,,,104,1670,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",Rep,297,164
San Patricio County,11/8/2022,General Election,,,104,1670,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,Dem,127,74
San Patricio County,11/8/2022,General Election,,,104,1670,"Member, State Board of Education, District No. 2",LJ Francis,Rep,293,160
San Patricio County,11/8/2022,General Election,,,104,1670,"Member, State Board of Education, District No. 2",Victor Perez,Dem,135,79
San Patricio County,11/8/2022,General Election,,,104,1670,"State Senator, District No. 27",Adam Hinojosa,Rep,305,175
San Patricio County,11/8/2022,General Election,,,104,1670,"State Senator, District No. 27",Morgan Lamantia,Dem,124,65
San Patricio County,11/8/2022,General Election,,,104,1670,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,Rep,294,162
San Patricio County,11/8/2022,General Election,,,104,1670,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,Dem,133,76
San Patricio County,11/8/2022,General Election,,,104,1670,County Judge,David Krebs,Rep,294,155
San Patricio County,11/8/2022,General Election,,,104,1670,County Judge,Rudy Davila,Dem,132,83
San Patricio County,11/8/2022,General Election,,,104,1670,County Treasurer,Denise Janak,Rep,295,168
San Patricio County,11/8/2022,General Election,,,104,1670,County Treasurer,Leticia Garcia,Dem,134,72
San Patricio County,11/8/2022,General Election,,,104,1670,"Justice of the Peace, Precinct No. 1",Leslie Deases,Rep,289,163
San Patricio County,11/8/2022,General Election,,,104,1670,"Justice of the Peace, Precinct No. 1",Jimmie Alaniz,Dem,142,78
San Patricio County,11/8/2022,General Election,,,105,1816,"United States Representative, District No. 27",Michael Cloud,Rep,96,97
San Patricio County,11/8/2022,General Election,,,105,1816,"United States Representative, District No. 27","Maclovio Perez, Jr.",Dem,157,133
San Patricio County,11/8/2022,General Election,,,105,1816,Governor,Greg Abbott,Rep,112,112
San Patricio County,11/8/2022,General Election,,,105,1816,Governor,Beto O'Rourke,Dem,139,116
San Patricio County,11/8/2022,General Election,,,105,1816,Governor,Mark Tippetts,Lib,3,2
San Patricio County,11/8/2022,General Election,,,105,1816,Governor,Delilah Barrios,Grn,1,1
San Patricio County,11/8/2022,General Election,,,105,1816,Governor,Jacqueline Abernathy,,0,0
San Patricio County,11/8/2022,General Election,,,105,1816,Governor,Mark V. Goloby,,0,0
San Patricio County,11/8/2022,General Election,,,105,1816,Governor,Rejected write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,105,1816,Governor,Unassigned write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,105,1816,Lieutenant Governor,Dan Patrick,Rep,106,103
San Patricio County,11/8/2022,General Election,,,105,1816,Lieutenant Governor,Mike Collier,Dem,143,121
San Patricio County,11/8/2022,General Election,,,105,1816,Lieutenant Governor,Shanna Steele,Lib,3,5
San Patricio County,11/8/2022,General Election,,,105,1816,Attorney General,Ken Paxton,Rep,96,108
San Patricio County,11/8/2022,General Election,,,105,1816,Attorney General,Rochelle Mercedes Garza,Dem,150,119
San Patricio County,11/8/2022,General Election,,,105,1816,Attorney General,Mark Ash,Lib,4,4
San Patricio County,11/8/2022,General Election,,,105,1816,Comptroller of Public Accounts,Glenn Hegar,Rep,104,101
San Patricio County,11/8/2022,General Election,,,105,1816,Comptroller of Public Accounts,Janet T. Dudding,Dem,140,114
San Patricio County,11/8/2022,General Election,,,105,1816,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,Lib,10,13
San Patricio County,11/8/2022,General Election,,,105,1816,Commissioner of the General Land Office,Dawn Buckingham,Rep,103,101
San Patricio County,11/8/2022,General Election,,,105,1816,Commissioner of the General Land Office,Jay Kleberg,Dem,147,125
San Patricio County,11/8/2022,General Election,,,105,1816,Commissioner of the General Land Office,"Alfred Molison, Jr.",Grn,2,3
San Patricio County,11/8/2022,General Election,,,105,1816,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
San Patricio County,11/8/2022,General Election,,,105,1816,Commissioner of the General Land Office,Rejected write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,105,1816,Commissioner of the General Land Office,Unassigned write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,105,1816,Commissioner of Agriculture,Sid Miller,Rep,105,102
San Patricio County,11/8/2022,General Election,,,105,1816,Commissioner of Agriculture,Susan Hays,Dem,148,128
San Patricio County,11/8/2022,General Election,,,105,1816,Railroad Commissioner,Wayne Christian,Rep,103,100
San Patricio County,11/8/2022,General Election,,,105,1816,Railroad Commissioner,Luke Warford,Dem,142,119
San Patricio County,11/8/2022,General Election,,,105,1816,Railroad Commissioner,Jaime Andres Diez,Lib,7,9
San Patricio County,11/8/2022,General Election,,,105,1816,Railroad Commissioner,Hunter Wayne Crow,Grn,1,1
San Patricio County,11/8/2022,General Election,,,105,1816,"Justice, Supreme Court, Place 3",Debra Lehrmann,Rep,106,104
San Patricio County,11/8/2022,General Election,,,105,1816,"Justice, Supreme Court, Place 3",Erin A. Nowell,Dem,142,124
San Patricio County,11/8/2022,General Election,,,105,1816,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,Lib,4,0
San Patricio County,11/8/2022,General Election,,,105,1816,"Justice, Supreme Court, Place 5",Rebeca Huddle,Rep,107,104
San Patricio County,11/8/2022,General Election,,,105,1816,"Justice, Supreme Court, Place 5",Amanda Reichek,Dem,145,124
San Patricio County,11/8/2022,General Election,,,105,1816,"Justice, Supreme Court, Place 9",Evan Young,Rep,101,100
San Patricio County,11/8/2022,General Election,,,105,1816,"Justice, Supreme Court, Place 9",Julia Maldonado,Dem,151,128
San Patricio County,11/8/2022,General Election,,,105,1816,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,Rep,107,100
San Patricio County,11/8/2022,General Election,,,105,1816,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,Dem,146,127
San Patricio County,11/8/2022,General Election,,,105,1816,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",Rep,107,102
San Patricio County,11/8/2022,General Election,,,105,1816,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,Dem,143,123
San Patricio County,11/8/2022,General Election,,,105,1816,"Member, State Board of Education, District No. 2",LJ Francis,Rep,102,95
San Patricio County,11/8/2022,General Election,,,105,1816,"Member, State Board of Education, District No. 2",Victor Perez,Dem,149,131
San Patricio County,11/8/2022,General Election,,,105,1816,"State Senator, District No. 27",Adam Hinojosa,Rep,110,114
San Patricio County,11/8/2022,General Election,,,105,1816,"State Senator, District No. 27",Morgan Lamantia,Dem,141,116
San Patricio County,11/8/2022,General Election,,,105,1816,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,Rep,102,94
San Patricio County,11/8/2022,General Election,,,105,1816,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,Dem,150,130
